timestamp,window_id,slug,event,from_side,to_side,up_mid,down_mid,lead_gap,peak_prev_gap,is_significant,cross_count,significant_cross_count,time_pct,secs_to_end,current_atr,spot_price,ptb,ptb_delta_usd,spot_velocity,spot_smoothed_velocity,spot_acceleration
1781816607620,0,btc-updown-5m-1781816400,armed_init,,UP,0.6850,0.2950,0.3900,0.0000,false,0,0,69.33,92,19.7643,,,,,,
1781816688580,0,btc-updown-5m-1781816400,mid_cross,UP,DOWN,0.4750,0.5250,0.0500,0.7000,true,1,1,96.33,11,17.5357,63020.9147,63023.3275,-2.4128,-0.108402,-0.075133,0.006927
1781816693762,0,btc-updown-5m-1781816400,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.8100,true,2,2,98.00,6,17.5357,63013.5171,63023.3275,-9.8104,-0.448342,-0.584335,-0.134315
1781816693863,0,btc-updown-5m-1781816400,mid_cross,UP,DOWN,0.4000,0.6350,0.2350,0.3000,true,3,3,98.00,6,17.5357,63013.5171,63023.3275,-9.8104,-0.448342,-0.584335,-0.134315
1781816693864,0,btc-updown-5m-1781816400,mid_cross,DOWN,UP,0.5250,0.4750,0.0500,0.2350,true,4,4,98.00,6,17.5357,63013.5171,63023.3275,-9.8104,-0.448342,-0.584335,-0.134315
1781816693864,0,btc-updown-5m-1781816400,mid_cross,UP,DOWN,0.3900,0.4150,0.0250,0.1700,false,5,4,98.00,6,17.5357,63013.5171,63023.3275,-9.8104,-0.448342,-0.584335,-0.134315
1781816693864,0,btc-updown-5m-1781816400,mid_cross,DOWN,UP,0.6950,0.6100,0.0850,0.2200,true,6,5,98.00,6,17.5357,63013.5171,63023.3275,-9.8104,-0.448342,-0.584335,-0.134315
1781816693915,0,btc-updown-5m-1781816400,mid_cross,UP,DOWN,0.6200,0.7850,0.1650,0.3250,true,7,6,98.00,6,17.5357,63013.5171,63023.3275,-9.8104,-0.448342,-0.584335,-0.134315
1781816693915,0,btc-updown-5m-1781816400,mid_cross,DOWN,UP,0.6800,0.3200,0.3600,0.1650,false,8,6,98.00,6,17.5357,63013.5171,63023.3275,-9.8104,-0.448342,-0.584335,-0.134315
1781816694007,0,btc-updown-5m-1781816400,mid_cross,UP,DOWN,0.4450,0.5550,0.1100,0.3850,true,9,7,98.33,5,17.5357,63012.9587,63023.3275,-10.3688,-0.466858,-0.582260,0.002075
1781816694007,0,btc-updown-5m-1781816400,mid_cross,DOWN,UP,0.5950,0.5550,0.0400,0.1100,false,10,7,98.33,5,17.5357,63012.9587,63023.3275,-10.3688,-0.466858,-0.582260,0.002075
1781816694409,0,btc-updown-5m-1781816400,mid_cross,UP,DOWN,0.4800,0.5200,0.0400,0.4100,true,11,8,98.33,5,17.5357,63012.9587,63023.3275,-10.3688,-0.466858,-0.582260,0.002075
1781816694431,0,btc-updown-5m-1781816400,mid_cross,DOWN,UP,0.5200,0.4850,0.0350,0.0400,false,12,8,98.33,5,17.5357,63012.9587,63023.3275,-10.3688,-0.466858,-0.582260,0.002075
