timestamp,window_id,slug,status,spent,returned,pnl,close_spot,ptb,winner
1780597799075,1,btc-updown-15m-1780596900,CLOSED_TIME,3.0000,5.7153,2.7153,63806.5935,63081.3159,UP
1780598699707,2,btc-updown-15m-1780597800,CLOSED_TIME,4.0500,5.5294,1.4794,63853.6052,63810.4956,UP
1780600499713,4,btc-updown-15m-1780599600,CLOSED_TIME,4.2250,4.2188,-0.0062,63799.3479,63740.0671,UP
1780601399716,5,btc-updown-15m-1780600500,CLOSED_TIME,3.0000,0.0000,-3.0000,64039.3656,63801.0664,UP
1780603199723,7,btc-updown-15m-1780602300,CLOSED_TIME,3.0000,5.4624,2.4624,63543.1127,63700.9019,DOWN
1780604099726,8,btc-updown-15m-1780603200,CLOSED_TIME,3.0000,0.0000,-3.0000,63437.3616,63542.7419,DOWN
1780604999728,9,btc-updown-15m-1780604100,CLOSED_TIME,3.0000,5.8200,2.8200,63262.9914,63432.2709,DOWN
1780606799729,11,btc-updown-15m-1780605900,CLOSED_TIME,4.0920,3.6210,-0.4710,63573.6670,63495.8606,UP
1780607699734,12,btc-updown-15m-1780606800,CLOSED_TIME,3.0000,5.4282,2.4282,63734.6111,63571.6339,UP
1780609499738,14,btc-updown-15m-1780608600,CLOSED_TIME,4.1357,2.6204,-1.5153,63438.9418,63439.4559,DOWN
1780610399740,15,btc-updown-15m-1780609500,CLOSED_TIME,3.0000,0.0000,-3.0000,63224.5569,63435.5937,DOWN
1780611299741,16,btc-updown-15m-1780610400,CLOSED_TIME,3.0000,2.0118,-0.9882,63232.4347,63224.7140,UP
