timestamp,window_id,slug,cross_count,significant_cross_count,final_side,last_cross_atr
1781215199213,0,btc-updown-15m-1781214300,5,2,DOWN,33.107142857142854
1781216099219,1,btc-updown-15m-1781215200,0,0,UP,33.107142857142854
1781216999227,2,btc-updown-15m-1781216100,10,3,DOWN,36.542857142856
1781217899232,3,btc-updown-15m-1781217000,1,1,DOWN,26.657142857143167
1781218799231,4,btc-updown-15m-1781217900,4,2,DOWN,27.79999999999979
1781219699233,5,btc-updown-15m-1781218800,0,0,DOWN,30.571428571428573
1781220599241,6,btc-updown-15m-1781219700,14,5,DOWN,30.97857142857174
1781221499240,7,btc-updown-15m-1781220600,0,0,UP,27.485714285714494
1781222399246,8,btc-updown-15m-1781221500,21,7,DOWN,31.38571428571335
1781223299252,9,btc-updown-15m-1781222400,3,1,UP,41.56428571428426
1781224199256,10,btc-updown-15m-1781223300,0,0,DOWN,52.87857142857216
1781225099260,11,btc-updown-15m-1781224200,5,2,UP,42.95714285714452
1781225999264,12,btc-updown-15m-1781225100,3,2,DOWN,27.95714285714244
1781226899269,13,btc-updown-15m-1781226000,0,0,DOWN,31.392857142856624
1781227799277,14,btc-updown-15m-1781226900,7,2,DOWN,41.44999999999969
1781228699279,15,btc-updown-15m-1781227800,14,5,UP,36.214285714286234
1781229599284,16,btc-updown-15m-1781228700,0,0,UP,36.642857142857665
1781230499286,17,btc-updown-15m-1781229600,0,0,UP,31.071428571428573
1781231399290,18,btc-updown-15m-1781230500,2,1,DOWN,42.87142857142732
1781232299330,19,btc-updown-15m-1781231400,6,2,UP,36.47142857142847
1781233199302,20,btc-updown-15m-1781232300,0,0,DOWN,37.97142857142847
1781234099303,21,btc-updown-15m-1781233200,7,2,DOWN,23.121428571427845
1781234999308,22,btc-updown-15m-1781234100,0,0,DOWN,25.257142857143272
1781235899313,23,btc-updown-15m-1781235000,0,0,UP,34.58571428571304
1781236799319,24,btc-updown-15m-1781235900,5,1,UP,28.635714285714908
1781237699370,25,btc-updown-15m-1781236800,8,5,DOWN,31.371428571428364
1781238599321,26,btc-updown-15m-1781237700,0,0,UP,38.22142857142899
1781239499323,27,btc-updown-15m-1781238600,7,2,DOWN,45.435714285713665
1781240399324,28,btc-updown-15m-1781239500,8,2,DOWN,21.892857142858183
1781241299328,29,btc-updown-15m-1781240400,0,0,DOWN,20.02142857142826
