timestamp,window_id,slug,status,spent,returned,pnl,close_spot,ptb,winner,strategy,utc_hour,time_pct_at_close,final_gap_z,final_atr,mid_cross_count,significant_mid_cross_count,entry_side,entry_reason,would_redeem_hold,h_market_win,h_salvaged,h_salvage_win
1781771399385,6,eth-updown-15m-1781770500,CLOSED_TIME,27.0000,7.5000,-19.5000,1748.1563,1746.6820,UP,cheap_hold_h,8,100.00,9.7547,1.1707,6,1,DOWN,h_entry_down_ask_0.36_gap_z_+0.19_active_xc2,false,false,true,false
1781776799407,12,eth-updown-15m-1781775900,CLOSED_TIME,27.0000,69.2308,42.2308,1744.7110,1745.7496,DOWN,cheap_hold_h,9,100.00,-8.0450,0.9086,9,3,DOWN,h_entry_down_ask_0.39_gap_z_+0.07_active_xc4,false,true,false,false
1781777699411,13,eth-updown-15m-1781776800,CLOSED_TIME,27.0000,69.2308,42.2308,1740.1494,1744.7210,DOWN,cheap_hold_h,10,100.00,-26.8125,1.3207,7,3,DOWN,h_entry_down_ask_0.39_gap_z_+0.08_active_xc6,false,true,false,false
1781778599417,14,eth-updown-15m-1781777700,CLOSED_TIME,27.0000,69.2308,42.2308,1740.6509,1739.8953,UP,cheap_hold_h,10,100.00,3.9623,1.4771,8,4,UP,h_entry_up_ask_0.39_gap_z_-0.17_active_xc1,false,true,false,false
1781780399419,16,eth-updown-15m-1781779500,CLOSED_TIME,27.0000,0.0000,-27.0000,1745.1149,1738.9363,UP,cheap_hold_h,10,100.00,25.2937,1.8921,2,0,DOWN,h_entry_down_ask_0.38_gap_z_+0.10_active_xc2,false,false,false,false
1781782199423,18,eth-updown-15m-1781781300,CLOSED_TIME,27.0000,3.4615,-23.5385,1744.2737,1744.4031,DOWN,cheap_hold_h,11,100.00,-0.6204,1.6150,8,3,UP,h_entry_up_ask_0.39_gap_z_-0.03_active_xc6,false,false,true,false
1781783099927,19,eth-updown-15m-1781782200,CLOSED_TIME,27.0000,72.9730,45.9730,1741.5642,1744.2725,DOWN,cheap_hold_h,11,100.00,-12.0219,1.7450,2,1,DOWN,h_entry_down_ask_0.37_gap_z_+0.13_active_xc1,false,true,false,false
1781783999935,20,eth-updown-15m-1781783100,CLOSED_TIME,27.0000,8.5263,-18.4737,1741.5991,1741.5800,UP,cheap_hold_h,11,100.00,0.1187,1.2493,11,5,UP,h_entry_up_ask_0.38_gap_z_-0.13_active_xc3,false,true,true,false
1781785799943,22,eth-updown-15m-1781784900,CLOSED_TIME,27.0000,0.0000,-27.0000,1750.0606,1743.6061,UP,cheap_hold_h,12,100.00,32.8148,1.5236,3,2,DOWN,h_entry_down_ask_0.39_gap_z_+0.13_active_xc1,false,false,false,false
1781789399963,26,eth-updown-15m-1781788500,CLOSED_TIME,27.0000,69.2308,42.2308,1747.9691,1748.1064,DOWN,cheap_hold_h,13,100.00,-0.7780,1.3664,10,4,DOWN,h_entry_down_ask_0.39_gap_z_+0.00_active_xc1,false,true,false,false
1781791199973,28,eth-updown-15m-1781790300,CLOSED_TIME,27.0000,4.2632,-22.7368,1734.5392,1729.6753,UP,cheap_hold_h,13,100.00,10.4904,3.5914,2,1,DOWN,h_entry_down_ask_0.38_gap_z_+0.00_active_xc2,false,false,true,false
1781792099977,29,eth-updown-15m-1781791200,CLOSED_TIME,27.0000,69.2308,42.2308,1729.8748,1734.6714,DOWN,cheap_hold_h,14,100.00,-12.9651,2.8657,11,3,DOWN,h_entry_down_ask_0.39_gap_z_+0.05_active_xc2,false,true,false,false
1781801257430,39,eth-updown-15m-1781800200,CLOSED_TIME,27.0000,0.0000,-27.0000,1681.9887,1684.8039,DOWN,cheap_hold_h,16,100.00,-7.8419,2.7807,2,0,UP,h_entry_up_ask_0.37_gap_z_-0.19_active_xc2,false,false,false,false
1781808299349,47,eth-updown-15m-1781807400,CLOSED_TIME,27.0000,3.4615,-23.5385,1682.9714,1684.5832,DOWN,cheap_hold_h,18,100.00,-4.4898,2.7807,4,1,UP,h_entry_up_ask_0.39_gap_z_-0.12_active_xc4,false,false,true,false
1781810099354,49,eth-updown-15m-1781809200,CLOSED_TIME,27.0000,7.8158,-19.1842,1684.4263,1683.2207,UP,cheap_hold_h,19,100.00,3.3583,2.7807,11,6,DOWN,h_entry_down_ask_0.38_gap_z_+0.09_active_xc1,false,false,true,false
1781810999359,50,eth-updown-15m-1781810100,CLOSED_TIME,27.0000,0.0000,-27.0000,1689.5815,1684.4888,UP,cheap_hold_h,19,100.00,14.1861,2.7807,10,1,DOWN,h_entry_down_ask_0.39_gap_z_+0.10_active_xc10,false,false,false,false
1781811899379,51,eth-updown-15m-1781811000,CLOSED_TIME,27.0000,0.0000,-27.0000,1701.1131,1689.7157,UP,cheap_hold_h,19,100.00,31.7486,2.7807,3,0,DOWN,h_entry_down_ask_0.36_gap_z_+0.14_active_xc3,false,false,false,false
1781812799370,52,eth-updown-15m-1781811900,CLOSED_TIME,27.0000,71.0526,44.0526,1703.4789,1700.9603,UP,cheap_hold_h,19,100.00,7.0158,2.7807,4,2,UP,h_entry_up_ask_0.38_gap_z_-0.02_active_xc3,false,true,false,false
