timestamp,window_id,slug,pnl,entry_side,real_winner_side,h_market_win,h_salvaged,h_salvage_win,entry_price,exit_price,cum_market_wins,cum_market_losses,cum_salvage_escapes,cum_salvage_wins
1781448299820,1,btc-updown-15m-1781447400,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,1,0,0,0
1781449199818,2,btc-updown-15m-1781448300,-5.6842,DOWN,UP,false,true,false,0.38,0.30,1,1,1,0
1781450099823,3,btc-updown-15m-1781449200,-27.0000,DOWN,UP,false,false,false,0.39,,1,2,1,0
1781450999831,4,btc-updown-15m-1781450100,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,2,2,1,0
1781451899828,5,btc-updown-15m-1781451000,5.5385,UP,DOWN,false,true,true,0.39,0.47,2,3,2,1
1781452799833,6,btc-updown-15m-1781451900,4.9737,UP,DOWN,false,true,true,0.38,0.45,2,4,3,2
1781453699838,7,btc-updown-15m-1781452800,-23.6250,DOWN,UP,false,true,false,0.40,0.05,2,5,4,2
1781454599843,8,btc-updown-15m-1781453700,40.5000,UP,UP,true,false,false,0.40,1.00,3,5,4,2
1781455499846,9,btc-updown-15m-1781454600,-1.3500,DOWN,UP,false,true,false,0.40,0.38,3,6,5,2
1781456399850,10,btc-updown-15m-1781455500,-27.0000,UP,DOWN,false,false,false,0.39,,3,7,5,2
1781457299855,11,btc-updown-15m-1781456400,2.0250,DOWN,UP,false,true,true,0.40,0.43,3,8,6,3
1781458199859,12,btc-updown-15m-1781457300,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,4,8,6,3
1781459099864,13,btc-updown-15m-1781458200,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,5,8,6,3
1781459999867,14,btc-updown-15m-1781459100,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,6,8,6,3
1781462699876,17,btc-updown-15m-1781461800,-27.0000,DOWN,UP,false,false,false,0.40,,6,9,6,3
1781463599882,18,btc-updown-15m-1781462700,-17.5500,DOWN,UP,false,true,false,0.40,0.14,6,10,7,3
1781464499884,19,btc-updown-15m-1781463600,-9.4500,UP,DOWN,false,true,false,0.40,0.26,6,11,8,3
1781465399889,20,btc-updown-15m-1781464500,-13.5000,DOWN,UP,false,true,false,0.40,0.20,6,12,9,3
1781466299891,21,btc-updown-15m-1781465400,11.7692,DOWN,DOWN,true,true,true,0.39,0.56,7,12,10,4
1781467199893,22,btc-updown-15m-1781466300,-22.9500,DOWN,UP,false,true,false,0.40,0.06,7,13,11,4
1781468999902,24,btc-updown-15m-1781468100,-27.0000,DOWN,UP,false,false,false,0.39,,7,14,11,4
1781469899904,25,btc-updown-15m-1781469000,40.5000,UP,UP,true,false,false,0.40,1.00,8,14,11,4
1781470799908,26,btc-updown-15m-1781469900,5.4000,UP,DOWN,false,true,true,0.40,0.48,8,15,12,5
1781471699912,27,btc-updown-15m-1781470800,-8.7750,DOWN,UP,false,true,false,0.40,0.27,8,16,13,5
1781473499919,29,btc-updown-15m-1781472600,-27.0000,DOWN,UP,false,false,false,0.40,,8,17,13,5
1781474399921,30,btc-updown-15m-1781473500,-22.9500,DOWN,UP,false,true,false,0.40,0.06,8,18,14,5
1781475299930,31,btc-updown-15m-1781474400,48.0000,DOWN,DOWN,true,false,false,0.36,1.00,9,18,14,5
1781476199928,32,btc-updown-15m-1781475300,8.7750,UP,UP,true,true,true,0.40,0.53,10,18,15,6
1781477099933,33,btc-updown-15m-1781476200,-27.0000,DOWN,UP,false,false,false,0.40,,10,19,15,6
1781477999937,34,btc-updown-15m-1781477100,-3.3750,UP,DOWN,false,true,false,0.40,0.35,10,20,16,6
1781478899940,35,btc-updown-15m-1781478000,40.5000,UP,UP,true,false,false,0.40,1.00,11,20,16,6
