timestamp,window_id,slug,status,spent,returned,pnl,close_spot,ptb,winner
1780527899101,2,btc-updown-5m-1780527600,CLOSED_TIME,4.1813,5.9225,1.7412,64560.6384,64820.8138,DOWN
1780528199118,3,btc-updown-5m-1780527900,CLOSED_TIME,3.0000,5.3788,2.3788,64392.0471,64557.0932,DOWN
1780528499120,4,btc-updown-5m-1780528200,CLOSED_TIME,3.0000,1.5306,-1.4694,64517.1465,64395.5266,UP
1780528799123,5,btc-updown-5m-1780528500,CLOSED_TIME,4.0088,5.4871,1.4782,64425.3531,64517.1052,DOWN
1780529099129,6,btc-updown-5m-1780528800,CLOSED_TIME,4.1130,5.5896,1.4766,64282.6901,64413.9427,DOWN
1780529399132,7,btc-updown-5m-1780529100,CLOSED_TIME,3.0000,0.0000,-3.0000,64404.0335,64293.7268,UP
1780529699133,8,btc-updown-5m-1780529400,CLOSED_TIME,3.0000,1.5000,-1.5000,64442.4483,64407.6468,UP
1780529999139,9,btc-updown-5m-1780529700,CLOSED_TIME,3.0000,5.8500,2.8500,64220.5138,64436.5200,DOWN
1780530299135,10,btc-updown-5m-1780530000,CLOSED_TIME,4.0710,5.6520,1.5810,64170.4085,64220.8511,DOWN
1780530599139,11,btc-updown-5m-1780530300,CLOSED_TIME,3.0000,1.3200,-1.6800,64206.5739,64171.4135,UP
1780530899141,12,btc-updown-5m-1780530600,CLOSED_TIME,3.0000,5.8125,2.8125,64010.2956,64207.7372,DOWN
1780531199142,13,btc-updown-5m-1780530900,CLOSED_TIME,3.0000,1.2500,-1.7500,64046.2686,64012.0515,UP
1780531499139,14,btc-updown-5m-1780531200,CLOSED_TIME,3.0000,0.9000,-2.1000,64262.7362,64047.0101,UP
1780531799144,15,btc-updown-5m-1780531500,CLOSED_TIME,3.0000,5.7264,2.7264,64245.8739,64258.5136,DOWN
1780532099147,16,btc-updown-5m-1780531800,CLOSED_TIME,4.0912,5.8824,1.7912,64228.2790,64235.8045,DOWN
1780532399146,17,btc-updown-5m-1780532100,CLOSED_TIME,3.0000,1.8000,-1.2000,64177.3240,64225.6948,DOWN
