timestamp,window_id,slug,reason,entry_mode,entry_side,current_atr,up_ask,down_ask,budget_multiplier,cheaper_side_ratio,total_budget,buy_up_usd,buy_up_shares,buy_down_usd,buy_down_shares
1780533479145,22,btc-updown-5m-1780533600,d1_one_leg_down_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.040_discount_req_0.035_combined_1.02_atr_174.44_atr_regime_storm_budget_mult_0.10,one_side,DOWN,174.4429,0.5300,0.4900,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.12244898
1780533779142,23,btc-updown-5m-1780533900,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_180.45_atr_regime_storm_budget_mult_0.10,one_side,UP,180.4500,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780534079144,24,btc-updown-5m-1780534200,d1_one_leg_down_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.040_discount_req_0.035_combined_1.02_atr_171.51_atr_regime_storm_budget_mult_0.10,one_side,DOWN,171.5143,0.5300,0.4900,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.12244898
1780534379145,25,btc-updown-5m-1780534500,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.030_discount_req_0.035_combined_1.03_atr_162.89_atr_regime_storm_budget_mult_0.10,one_side,DOWN,162.8857,0.5300,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780534679146,26,btc-updown-5m-1780534800,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.020_discount_req_0.035_combined_1.02_atr_162.51_atr_regime_storm_budget_mult_0.10,one_side,DOWN,162.5071,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780534985144,27,btc-updown-5m-1780535100,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_-0.010_discount_req_0.035_combined_1.01_atr_140.07_atr_regime_storm_budget_mult_0.10,one_side,UP,140.0714,0.5100,0.5000,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780535280142,28,btc-updown-5m-1780535400,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_135.91_atr_regime_storm_budget_mult_0.10,one_side,DOWN,135.9143,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780535580144,29,btc-updown-5m-1780535700,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_-0.010_discount_req_0.035_combined_1.01_atr_121.34_atr_regime_storm_budget_mult_0.10,one_side,UP,121.3357,0.5100,0.5000,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780535912146,30,btc-updown-5m-1780536000,d1_one_leg_down_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.060_discount_req_0.035_combined_1.02_atr_124.49_atr_regime_storm_budget_mult_0.10,one_side,DOWN,124.4857,0.5400,0.4800,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.25000000
1780536479142,32,btc-updown-5m-1780536600,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.030_discount_req_0.035_combined_1.03_atr_166.34_atr_regime_storm_budget_mult_0.10,one_side,DOWN,166.3357,0.5300,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780536781143,33,btc-updown-5m-1780536900,d1_one_leg_down_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.040_discount_req_0.035_combined_1.02_atr_160.34_atr_regime_storm_budget_mult_0.10,one_side,DOWN,160.3429,0.5300,0.4900,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.12244898
1780537079143,34,btc-updown-5m-1780537200,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.020_discount_req_0.035_combined_1.02_atr_155.41_atr_regime_storm_budget_mult_0.10,one_side,DOWN,155.4143,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780537391141,35,btc-updown-5m-1780537500,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_124.84_atr_regime_storm_budget_mult_0.10,one_side,UP,124.8429,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780537682141,36,btc-updown-5m-1780537800,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.020_discount_req_0.035_combined_1.02_atr_116.68_atr_regime_storm_budget_mult_0.10,one_side,DOWN,116.6786,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780537979142,37,btc-updown-5m-1780538100,d1_one_leg_down_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.060_discount_req_0.035_combined_1.02_atr_111.09_atr_regime_storm_budget_mult_0.10,one_side,DOWN,111.0857,0.5400,0.4800,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.25000000
1780538297144,38,btc-updown-5m-1780538400,d1_one_leg_down_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.060_discount_req_0.035_combined_1.02_atr_133.81_atr_regime_storm_budget_mult_0.10,one_side,DOWN,133.8143,0.5400,0.4800,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.25000000
1780538636141,39,btc-updown-5m-1780538700,d1_one_leg_down_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.060_discount_req_0.035_combined_1.02_atr_161.41_atr_regime_storm_budget_mult_0.10,one_side,DOWN,161.4143,0.5400,0.4800,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.25000000
1780538879140,40,btc-updown-5m-1780539000,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_-0.010_discount_req_0.035_combined_1.01_atr_215.16_atr_regime_storm_budget_mult_0.10,one_side,UP,215.1571,0.5100,0.5000,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780539179141,41,btc-updown-5m-1780539300,d1_one_leg_up_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.020_discount_req_0.035_combined_1.02_atr_251.64_atr_regime_storm_budget_mult_0.10,one_side,UP,251.6429,0.5000,0.5200,0.1000,0.5000,3.0000,3.0000,6.00000000,0.0000,0.00000000
1780539479143,42,btc-updown-5m-1780539600,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_258.74_atr_regime_storm_budget_mult_0.10,one_side,UP,258.7429,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780539779140,43,btc-updown-5m-1780539900,d1_one_leg_up_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.040_discount_req_0.035_combined_1.02_atr_190.44_atr_regime_storm_budget_mult_0.10,one_side,UP,190.4357,0.4900,0.5300,0.1000,0.5000,3.0000,3.0000,6.12244898,0.0000,0.00000000
1780540080139,44,btc-updown-5m-1780540200,d1_one_leg_up_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.060_discount_req_0.035_combined_1.02_atr_182.66_atr_regime_storm_budget_mult_0.10,one_side,UP,182.6571,0.4800,0.5400,0.1000,0.5000,3.0000,3.0000,6.25000000,0.0000,0.00000000
1780540379139,45,btc-updown-5m-1780540500,d1_one_leg_up_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.040_discount_req_0.035_combined_1.02_atr_175.02_atr_regime_storm_budget_mult_0.10,one_side,UP,175.0214,0.4900,0.5300,0.1000,0.5000,3.0000,3.0000,6.12244898,0.0000,0.00000000
1780540679139,46,btc-updown-5m-1780540800,d1_one_leg_up_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.020_discount_req_0.035_combined_1.02_atr_177.01_atr_regime_storm_budget_mult_0.10,one_side,UP,177.0143,0.5000,0.5200,0.1000,0.5000,3.0000,3.0000,6.00000000,0.0000,0.00000000
1780541013138,47,btc-updown-5m-1780541100,d1_one_leg_up_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.060_discount_req_0.035_combined_1.02_atr_151.26_atr_regime_storm_budget_mult_0.10,one_side,UP,151.2571,0.4800,0.5400,0.1000,0.5000,3.0000,3.0000,6.25000000,0.0000,0.00000000
1780541392140,48,btc-updown-5m-1780541400,d1_one_leg_up_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.060_discount_req_0.035_combined_1.02_atr_137.71_atr_regime_storm_budget_mult_0.10,one_side,UP,137.7071,0.4800,0.5400,0.1000,0.5000,3.0000,3.0000,6.25000000,0.0000,0.00000000
1780541632138,49,btc-updown-5m-1780541700,d1_one_leg_up_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.040_discount_req_0.035_combined_1.02_atr_125.46_atr_regime_storm_budget_mult_0.10,one_side,UP,125.4643,0.4900,0.5300,0.1000,0.5000,3.0000,3.0000,6.12244898,0.0000,0.00000000
