timestamp,window_id,slug,status,spent,returned,pnl,close_spot,ptb,winner,strategy,time_pct_at_close,final_gap_z,final_atr,mid_cross_count,significant_mid_cross_count,entry_side,entry_reason,would_redeem_hold
1781079299825,1,btc-updown-15m-1781078400,CLOSED_TIME,25.5000,31.1239,5.6239,61569.1632,61638.8411,DOWN,dynamic_grid_dcross,100.00,-9.5647,56.4286,6,3,UP,dcross_cheap_entry_up_ask_0.46_fair_0.578_edge_+0.118_gap_z_-0.15_crosses_0_sig_0_atr_42.6,false
1781080199829,2,btc-updown-15m-1781079300,CLOSED_TIME,25.5000,35.2685,9.7685,61487.2611,61569.1243,DOWN,dynamic_grid_dcross,100.00,-12.6191,50.2500,13,4,DOWN,dcross_cheap_entry_down_ask_0.39_fair_0.528_edge_+0.138_gap_z_+0.28_crosses_0_sig_0_atr_53.5,false
1781081999837,4,btc-updown-15m-1781081100,CLOSED_TIME,25.5000,33.5651,8.0651,61213.0611,61195.7440,UP,dynamic_grid_dcross,100.00,2.4847,53.9857,12,3,UP,dcross_cheap_entry_up_ask_0.43_fair_0.581_edge_+0.151_gap_z_-0.14_crosses_1_sig_0_atr_72.4,false
1781082899839,5,btc-updown-15m-1781082000,CLOSED_TIME,25.5000,32.2717,6.7717,61036.3424,61213.4838,DOWN,dynamic_grid_dcross,100.00,-23.5675,58.2214,7,2,DOWN,dcross_cheap_entry_down_ask_0.45_fair_0.600_edge_+0.150_gap_z_+0.10_crosses_0_sig_0_atr_48.1,false
1781083799845,6,btc-updown-15m-1781082900,CLOSED_TIME,25.5000,31.4681,5.9681,61159.4186,61015.9479,UP,dynamic_grid_dcross,100.00,11.2457,98.8214,4,2,DOWN,dcross_cheap_entry_down_ask_0.47_fair_0.644_edge_+0.174_gap_z_-0.02_crosses_0_sig_0_atr_58.9,false
1781084699848,7,btc-updown-15m-1781083800,CLOSED_TIME,25.5000,3.6429,-21.8571,61217.4910,61159.3168,UP,dynamic_grid_dcross,100.00,7.7454,58.1786,0,0,DOWN,dcross_cheap_entry_down_ask_0.42_fair_0.568_edge_+0.148_gap_z_+0.11_crosses_0_sig_0_atr_102.6,false
1781085599851,8,btc-updown-15m-1781084700,CLOSED_TIME,25.5000,34.7549,9.2549,61282.6395,61219.0846,UP,dynamic_grid_dcross,100.00,9.4802,51.9286,5,3,UP,dcross_cheap_entry_up_ask_0.40_fair_0.529_edge_+0.129_gap_z_-0.28_crosses_0_sig_0_atr_53.5,false
1781086499860,9,btc-updown-15m-1781085600,CLOSED_TIME,25.5000,13.0232,-12.4768,61196.1450,61283.0523,DOWN,dynamic_grid_dcross,100.00,-12.5661,53.5714,4,2,UP,dcross_cheap_entry_up_ask_0.42_fair_0.559_edge_+0.139_gap_z_-0.12_crosses_2_sig_1_atr_49.2,false
1781087399864,10,btc-updown-15m-1781086500,CLOSED_TIME,25.5000,31.7641,6.2641,61284.1088,61198.0796,UP,dynamic_grid_dcross,100.00,14.3528,46.4286,7,4,UP,dcross_cheap_entry_up_ask_0.46_fair_0.523_edge_+0.063_gap_z_-0.10_crosses_0_sig_0_atr_56.1,false
