timestamp,window_id,slug,cross_count,significant_cross_count,final_side,last_cross_atr
1781903399193,0,eth-updown-5m-1781903100,3,1,UP,1.1392857142857338
1781903699196,1,eth-updown-5m-1781903400,0,0,UP,1.105000000000002
1781903999198,2,eth-updown-5m-1781903700,0,0,DOWN,0.8692857142857032
1781904299199,3,eth-updown-5m-1781904000,0,0,DOWN,0.7092857142857188
1781904599201,4,eth-updown-5m-1781904300,0,0,DOWN,0.6800000000000149
1781904899203,5,eth-updown-5m-1781904600,8,2,DOWN,0.6342857142857058
1781905199204,6,eth-updown-5m-1781904900,6,1,DOWN,0.5885714285714455
1781905499206,7,eth-updown-5m-1781905200,7,5,DOWN,0.6342857142857545
1781905799210,8,eth-updown-5m-1781905500,4,2,UP,0.7935714285714864
1781906099211,9,eth-updown-5m-1781905800,3,1,DOWN,0.9350000000000591
1781906399213,10,eth-updown-5m-1781906100,5,3,UP,0.6957142857143026
1781906699217,11,eth-updown-5m-1781906400,5,2,DOWN,0.6785714285714123
1781906999216,12,eth-updown-5m-1781906700,1,1,UP,0.6807142857142513
1781907299219,13,eth-updown-5m-1781907000,3,3,UP,0.7707142857142669
1781907599219,14,eth-updown-5m-1781907300,0,0,UP,0.6899999999999896
1781907899222,15,eth-updown-5m-1781907600,0,0,UP,0.6100000000000136
1781908199222,16,eth-updown-5m-1781907900,10,4,UP,0.9921428571428805
1781908499222,17,eth-updown-5m-1781908200,0,0,DOWN,1.0500000000000196
1781908799225,18,eth-updown-5m-1781908500,0,0,DOWN,0.90285714285715
1781909099227,19,eth-updown-5m-1781908800,3,2,UP,0.9228571428571642
