timestamp,window_id,slug,event,status_before,current_atr,spot_price,ptb,ptb_delta_usd,ptb_delta_pct,up_bid,up_ask,down_bid,down_ask
1781903399194,1,eth-updown-5m-1781903400,promote_skipped,WAITING_ENTRY,1.1200,1705.5084,,,,0.4900,0.5000,0.5100,0.5200
1781903699196,2,eth-updown-5m-1781903700,promote_skipped,WAITING_ENTRY,0.8771,1706.8661,,,,0.4700,0.4900,0.5200,0.5300
1781903999198,3,eth-updown-5m-1781904000,promote_skipped,WAITING_ENTRY,0.7171,1706.0710,,,,0.4700,0.4900,0.5300,0.5400
1781904299199,4,eth-updown-5m-1781904300,promote_skipped,WAITING_ENTRY,0.6850,1704.7155,,,,0.5000,0.5100,0.5000,0.5100
1781904599202,5,eth-updown-5m-1781904600,promote_skipped,WAITING_ENTRY,0.7014,1703.2827,,,,0.4900,0.5000,0.5100,0.5200
1781904899203,6,eth-updown-5m-1781904900,promote_skipped,WAITING_ENTRY,0.6343,1702.8848,,,,0.5100,0.5200,0.4800,0.5000
1781905199204,7,eth-updown-5m-1781905200,promote_skipped,WAITING_ENTRY,0.5886,1701.5502,,,,0.5400,0.5500,0.4600,0.4800
1781905499206,8,eth-updown-5m-1781905500,promote_skipped,WAITING_ENTRY,0.6343,1701.1063,,,,0.5400,0.5500,0.4600,0.4800
1781905799210,9,eth-updown-5m-1781905800,promote_skipped,WAITING_ENTRY,0.8750,1702.0299,,,,0.5200,0.5300,0.4800,0.4900
1781906099212,10,eth-updown-5m-1781906100,promote_skipped,WAITING_ENTRY,0.8600,1700.4140,,,,0.5500,0.5600,0.4500,0.5000
1781906399214,11,eth-updown-5m-1781906400,promote_skipped,WAITING_ENTRY,0.6957,1700.3544,,,,0.5400,0.5500,0.4500,0.4900
1781906699217,12,eth-updown-5m-1781906700,promote_skipped,WAITING_ENTRY,0.7443,1700.2474,,,,0.5400,0.5500,0.4600,0.4800
1781906999216,13,eth-updown-5m-1781907000,promote_skipped,WAITING_ENTRY,0.6807,1700.8069,,,,0.5200,0.5300,0.4800,0.4900
1781907299219,14,eth-updown-5m-1781907300,promote_skipped,WAITING_ENTRY,0.7864,1701.2335,,,,0.5000,0.5100,0.5000,0.5200
1781907599219,15,eth-updown-5m-1781907600,promote_skipped,WAITING_ENTRY,0.5971,1703.6688,,,,0.4800,0.5000,0.5200,0.5300
1781907899222,16,eth-updown-5m-1781907900,promote_skipped,WAITING_ENTRY,0.7114,1706.7943,,,,0.4400,0.4500,0.5600,0.5700
1781908199223,17,eth-updown-5m-1781908200,promote_skipped,WAITING_ENTRY,0.9921,1706.7950,,,,0.4400,0.4500,0.5600,0.5700
1781908499223,18,eth-updown-5m-1781908500,promote_skipped,WAITING_ENTRY,1.0086,1706.3744,,,,0.4700,0.4900,0.5200,0.5300
1781908799225,19,eth-updown-5m-1781908800,promote_skipped,WAITING_ENTRY,0.8979,1706.0477,,,,0.4800,0.5200,0.5100,0.5200
1781909099227,20,eth-updown-5m-1781909100,promote_skipped,WAITING_ENTRY,0.7479,1706.4256,,,,0.4700,0.4900,0.5100,0.5300
