timestamp,window_id,slug,action,side,amount,amount_kind,signal_shares,signal_usd_value,price,reason,executed,current_atr,secs_to_end,time_pct,spot_price,spot_velocity_usd_per_sec,spot_smoothed_velocity_usd_per_sec,spot_acceleration_usd_per_sec2,ptb,ptb_delta_usd,ptb_delta_pct,up_bid,up_ask,down_bid,down_ask,up_shares,down_shares,spent,returned,mtm,unrealized_pnl
1780397466775,4,btc-updown-15m-1780397100,SELL,UP,2.43409091,shares,2.43409091,1.8256,0.7500,tvds_strong_grid_exit_step_3_0.75_zone_moderate_usd_49.01_pct_0.0706_vel_neutral,true,38.9357,533,40.78,69417.9269,0.667546,0.817702,-0.070370,69368.9185,49.0084,0.070649,0.7500,0.7600,0.2500,0.2600,8.11363636,0.00000000,17.8500,12.2723,6.0852,0.5075
1780398117237,5,btc-updown-15m-1780398000,SELL,DOWN,8.40000000,shares,8.40000000,5.2080,0.6200,tvds_strong_grid_exit_step_1_0.62_zone_near_usd_21.27_pct_0.0306_vel_neutral,true,40.0143,782,13.11,69526.8096,-0.485781,-0.291678,-0.095740,69548.0809,-21.2713,-0.030585,0.3600,0.3800,0.6200,0.6400,25.38461538,33.60000000,30.0000,0.0000,29.9705,-0.0295
1780398129290,5,btc-updown-15m-1780398000,SELL,DOWN,8.40000000,shares,8.40000000,6.1320,0.7300,tvds_strong_grid_exit_step_2_0.72_zone_moderate_usd_64.67_pct_0.0930_vel_neutral,true,40.2643,770,14.44,69483.4090,-2.075059,-1.982967,0.226582,69548.0809,-64.6719,-0.092989,0.2700,0.2800,0.7300,0.7400,25.38461538,25.20000000,30.0000,5.2080,25.2498,0.4578
1780398134242,5,btc-updown-15m-1780398000,SELL,DOWN,5.04000000,shares,5.04000000,3.7800,0.7500,tvds_strong_grid_exit_step_3_0.75_zone_moderate_usd_65.19_pct_0.0937_vel_neutral,true,40.2643,765,15.00,69482.8913,-2.275583,-1.346056,0.116978,69548.0809,-65.1896,-0.093733,0.2500,0.2600,0.7500,0.7600,25.38461538,16.80000000,30.0000,11.3400,18.9462,0.2862
1780398555806,5,btc-updown-15m-1780398000,SELL,UP,25.38461538,shares,25.38461538,5.3308,0.2100,tvds_weak_exit_late_moderate_take_20_bid_ge_0.20_zone_moderate_usd_53.93_pct_0.0775_vel_neutral,true,30.8000,344,61.78,69494.1498,0.838075,0.696462,-0.054222,69548.0809,-53.9311,-0.077545,0.2100,0.2300,0.8000,0.8100,25.38461538,11.76000000,30.0000,15.1200,14.7388,-0.1412
1780398980136,6,btc-updown-15m-1780398900,SELL,DOWN,8.40000000,shares,8.40000000,5.2080,0.6200,tvds_strong_grid_exit_step_1_0.62_zone_moderate_usd_28.67_pct_0.0413_vel_neutral,true,35.5643,819,9.00,69422.6758,-1.181240,-1.085534,0.128211,69451.3504,-28.6746,-0.041287,0.3700,0.3900,0.6200,0.6300,25.38461538,33.60000000,30.0000,0.0000,30.2243,0.2243
1780399005488,6,btc-updown-15m-1780398900,SELL,DOWN,8.40000000,shares,8.40000000,6.0480,0.7200,tvds_strong_grid_exit_step_2_0.72_zone_moderate_usd_55.00_pct_0.0792_vel_neutral,true,35.5643,794,11.78,69396.3508,-0.473057,-0.652289,0.056682,69451.3504,-54.9996,-0.079192,0.2800,0.2900,0.7200,0.7300,25.38461538,25.20000000,30.0000,5.2080,25.2517,0.4597
1780399104033,6,btc-updown-15m-1780398900,SELL,DOWN,5.04000000,shares,5.04000000,3.7800,0.7500,tvds_strong_grid_exit_step_3_0.75_zone_moderate_usd_58.06_pct_0.0836_vel_neutral,true,36.2357,695,22.78,69393.2857,0.038394,-0.126978,-0.007474,69451.3504,-58.0647,-0.083605,0.2500,0.2600,0.7500,0.7600,25.38461538,16.80000000,30.0000,11.2560,18.9462,0.2022
1780399443032,6,btc-updown-15m-1780398900,SELL,UP,25.38461538,shares,25.38461538,6.0923,0.2400,tvds_weak_exit_late_moderate_take_20_bid_ge_0.20_zone_moderate_usd_46.06_pct_0.0663_vel_neutral,true,43.6429,356,60.44,69405.2916,0.894911,0.542545,-0.046913,69451.3504,-46.0587,-0.066318,0.2400,0.2600,0.7200,0.7300,25.38461538,11.76000000,30.0000,15.0360,14.5595,-0.4045
1780399819571,7,btc-updown-15m-1780399800,SELL,DOWN,8.40000000,shares,8.40000000,5.2080,0.6200,tvds_strong_grid_exit_step_1_0.62_zone_near_usd_12.73_pct_0.0183_vel_neutral,true,41.1500,880,2.22,69385.0947,-0.157278,-0.220950,0.017113,69397.8239,-12.7292,-0.018342,0.3700,0.3800,0.6200,0.6300,25.38461538,33.60000000,30.0000,0.0000,30.2243,0.2243
1780399908249,7,btc-updown-15m-1780399800,SELL,DOWN,8.40000000,shares,8.40000000,6.0480,0.7200,tvds_strong_grid_exit_step_2_0.72_zone_moderate_usd_44.47_pct_0.0641_vel_neutral,true,41.1714,791,12.11,69353.3508,-0.781697,-0.505273,-0.049249,69397.8239,-44.4732,-0.064084,0.2700,0.2800,0.7200,0.7300,25.38461538,25.20000000,30.0000,5.2080,24.9978,0.2058
1780399909409,7,btc-updown-15m-1780399800,SELL,DOWN,5.04000000,shares,5.04000000,3.7800,0.7500,tvds_strong_grid_exit_step_3_0.75_zone_moderate_usd_45.26_pct_0.0652_vel_neutral,true,41.1714,790,12.22,69352.5615,-0.648851,-0.527979,-0.022706,69397.8239,-45.2624,-0.065222,0.2500,0.2600,0.7500,0.7600,25.38461538,16.80000000,30.0000,11.2560,18.9462,0.2022
1780400101907,7,btc-updown-15m-1780399800,SELL,UP,25.38461538,shares,25.38461538,7.6154,0.3000,tvds_weak_exit_mid_moderate_take_30_bid_ge_0.30_zone_moderate_usd_53.40_pct_0.0769_vel_neutral,true,42.5571,598,33.56,69344.4244,0.905797,0.578160,-0.050139,69397.8239,-53.3995,-0.076947,0.3000,0.3100,0.7000,0.7200,25.38461538,11.76000000,30.0000,15.0360,15.8474,0.8834
1780400840430,8,btc-updown-15m-1780400700,SELL,UP,6.34615385,shares,6.34615385,3.9346,0.6200,tvds_strong_grid_exit_step_1_0.62_zone_near_usd_21.49_pct_0.0310_vel_neutral,true,34.7286,759,15.67,69403.7395,0.208746,0.088927,-0.007914,69382.2470,21.4925,0.030977,0.6200,0.6300,0.3800,0.3900,25.38461538,33.60000000,30.0000,0.0000,28.5065,-1.4935
1780400903396,8,btc-updown-15m-1780400700,SELL,UP,6.34615385,shares,6.34615385,4.5692,0.7200,tvds_strong_grid_exit_step_2_0.72_zone_moderate_usd_51.10_pct_0.0736_vel_neutral,true,33.1357,696,22.67,69433.3468,0.874429,0.607395,-0.053707,69382.2470,51.0998,0.073650,0.7200,0.7300,0.2800,0.2900,19.03846154,33.60000000,30.0000,3.9346,23.1157,-2.9497
1780400927545,8,btc-updown-15m-1780400700,SELL,UP,3.80769231,shares,3.80769231,2.8558,0.7500,tvds_strong_grid_exit_step_3_0.75_zone_moderate_usd_56.69_pct_0.0817_vel_neutral,true,33.1357,672,25.33,69438.9332,0.287181,0.277331,-0.025561,69382.2470,56.6862,0.081701,0.7500,0.7600,0.2500,0.2600,12.69230769,33.60000000,30.0000,8.5038,17.9192,-3.5769
1780401074674,8,btc-updown-15m-1780400700,SELL,DOWN,33.60000000,shares,33.60000000,10.0800,0.3000,tvds_weak_exit_mid_moderate_take_30_bid_ge_0.30_zone_moderate_usd_34.47_pct_0.0497_vel_neutral,true,31.5500,525,41.67,69416.7155,-2.071521,-1.526959,0.133048,69382.2470,34.4686,0.049679,0.7000,0.7100,0.3000,0.3100,8.88461538,33.60000000,30.0000,11.3596,16.2992,-2.3412
1780401612622,9,btc-updown-15m-1780401600,SELL,DOWN,8.23529412,shares,8.23529412,5.2706,0.6400,tvds_strong_grid_exit_step_1_0.63_zone_moderate_usd_25.04_pct_0.0361_vel_with,true,37.3643,887,1.44,69341.4197,-2.160174,-2.151322,0.065207,69366.4549,-25.0353,-0.036091,0.3500,0.3600,0.6400,0.6500,25.38461538,32.94117647,30.0000,0.0000,29.9670,-0.0330
1780401767579,9,btc-updown-15m-1780401600,SELL,UP,6.34615385,shares,6.34615385,3.9346,0.6200,tvds_strong_grid_exit_step_1_0.62_zone_near_usd_15.14_pct_0.0218_vel_neutral,true,43.7500,732,18.67,69381.5946,0.704798,0.434994,0.059250,69366.4549,15.1397,0.021826,0.6200,0.6300,0.3800,0.4100,25.38461538,24.70588235,30.0000,5.2706,25.1267,0.3973
1780401786960,9,btc-updown-15m-1780401600,SELL,UP,19.03846154,shares,19.03846154,12.3750,0.6500,tvds_weak_exit_early_high_vol_wait_reversal_bid_ge_0.65_zone_moderate_usd_28.79_pct_0.0415_vel_neutral,true,45.0929,713,20.78,69395.2423,0.682388,0.551332,-0.047913,69366.4549,28.7874,0.041500,0.6500,0.6600,0.3500,0.3600,19.03846154,24.70588235,30.0000,9.2052,21.0221,0.2273
1780401930152,9,btc-updown-15m-1780401600,SELL,DOWN,8.23529412,shares,8.23529412,6.2588,0.7600,tvds_strong_grid_exit_step_2_0.75_zone_moderate_usd_56.99_pct_0.0822_vel_with,true,45.9000,569,36.78,69309.4697,-3.450224,-3.148394,0.009614,69366.4549,-56.9852,-0.082151,0.2400,0.2800,0.7600,0.7700,0.00000000,24.70588235,30.0000,21.5802,18.7765,10.3567
1780401935458,9,btc-updown-15m-1780401600,SELL,DOWN,4.94117647,shares,4.94117647,3.9035,0.7900,tvds_strong_grid_exit_step_3_0.79_zone_moderate_usd_81.54_pct_0.1176_vel_with,true,45.9000,564,37.33,69284.9106,-4.534500,-3.673499,0.196221,69366.4549,-81.5443,-0.117556,0.2100,0.2200,0.7900,0.8000,0.00000000,16.47058824,30.0000,27.8390,13.0118,10.8508
1780402604423,10,btc-updown-15m-1780402500,SELL,DOWN,4.74734043,shares,4.74734043,2.9434,0.6200,tvds_strong_grid_exit_step_1_0.62_zone_moderate_usd_42.93_pct_0.0620_vel_neutral,true,64.5143,795,11.67,69208.9683,-1.283143,-1.181236,-0.211018,69251.8945,-42.9263,-0.061986,0.3800,0.4000,0.6200,0.6300,16.22727273,18.98936170,17.8500,0.0000,17.9398,0.0898
1780402684582,10,btc-updown-15m-1780402500,SELL,DOWN,4.74734043,shares,4.74734043,3.4181,0.7200,tvds_strong_grid_exit_step_2_0.72_zone_moderate_usd_77.92_pct_0.1125_vel_neutral,true,72.8286,715,20.56,69173.9740,-0.545496,-0.544977,-0.213346,69251.8945,-77.9205,-0.112517,0.2800,0.3100,0.7200,0.7300,16.22727273,14.24202128,17.8500,2.9434,14.7979,-0.1088
1780402698715,10,btc-updown-15m-1780402500,SELL,DOWN,2.84840426,shares,2.84840426,2.1363,0.7500,tvds_strong_grid_exit_step_3_0.75_zone_moderate_usd_91.02_pct_0.1314_vel_neutral,true,72.8286,701,22.11,69160.8788,-0.592512,-0.756987,-0.049712,69251.8945,-91.0158,-0.131427,0.2500,0.2600,0.7500,0.7600,16.22727273,9.49468085,17.8500,6.3614,11.1778,-0.3107
1780402769629,10,btc-updown-15m-1780402500,SELL,UP,16.22727273,shares,16.22727273,4.8682,0.3000,tvds_weak_exit_mid_moderate_take_30_bid_ge_0.30_zone_moderate_usd_89.57_pct_0.1293_vel_neutral,true,72.6429,630,30.00,69162.3198,-0.206275,0.352183,0.004079,69251.8945,-89.5748,-0.129346,0.3000,0.3100,0.7000,0.7100,16.22727273,6.64627660,17.8500,8.4977,9.5206,0.1683
