timestamp,window_id,slug,action,side,amount,amount_kind,signal_shares,signal_usd_value,price,reason,executed,current_atr,secs_to_end,time_pct,spot_price,spot_velocity_usd_per_sec,spot_smoothed_velocity_usd_per_sec,spot_acceleration_usd_per_sec2,ptb,ptb_delta_usd,ptb_delta_pct,up_bid,up_ask,down_bid,down_ask,up_shares,down_shares,paired_shares,spent,returned,terminal_floor,terminal_floor_gap,mtm,unrealized_pnl
1781528773299,1,btc-updown-5m-1781528700,BUY,DOWN,27.00000000,usd,67.50000000,27.0000,0.4000,h_entry_down_ask_0.40_gap_z_+0.18,true,45.9643,226,24.67,66525.9409,0.562337,0.567961,-0.258743,66510.3199,15.6211,0.023487,0.6000,0.6100,0.3900,0.4000,0.00000000,0.00000000,0.00000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1781528954169,1,btc-updown-5m-1781528700,SELL,DOWN,67.50000000,shares,67.50000000,3.3750,0.0500,h_salvage_otm_bid_0.05_gap_z_+1.96,true,45.9643,45,85.00,66588.1678,-2.879930,-4.379450,-2.649970,66510.3199,77.8479,0.117046,0.9500,0.9600,0.0500,0.0600,0.00000000,67.50000000,0.00000000,27.0000,0.0000,0.0000,-27.0000,3.3750,-23.6250
1781529014800,2,btc-updown-5m-1781529000,BUY,DOWN,27.00000000,usd,67.50000000,27.0000,0.4000,h_entry_down_ask_0.40_gap_z_+0.03,true,45.9643,285,5.00,66550.5394,-0.081341,0.276924,-0.021268,66547.6303,2.9091,0.004371,0.6000,0.6100,0.3900,0.4000,0.00000000,0.00000000,0.00000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1781529224060,2,btc-updown-5m-1781529000,SELL,DOWN,67.50000000,shares,67.50000000,23.6250,0.3500,h_salvage_otm_bid_0.35_gap_z_+0.62,true,45.9643,75,75.00,66579.3268,-1.487580,-0.872790,0.072997,66547.6303,31.6965,0.047630,0.6500,0.6600,0.3500,0.3600,0.00000000,67.50000000,0.00000000,27.0000,0.0000,0.0000,-27.0000,23.6250,-3.3750
1781529612143,4,btc-updown-5m-1781529600,BUY,UP,27.00000000,usd,69.23076923,27.0000,0.3900,h_entry_up_ask_0.39_gap_z_-0.06,true,86.9429,287,4.33,66772.4566,-0.506151,-0.286433,0.028149,66783.1916,-10.7350,-0.016074,0.3800,0.3900,0.6000,0.6200,0.00000000,0.00000000,0.00000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
