timestamp,window_id,slug,cross_count,significant_cross_count,final_side,last_cross_atr
1781820299878,0,btc-updown-5m-1781820000,12,2,DOWN,26.18571428571418
1781820599881,1,btc-updown-5m-1781820300,5,0,UP,31.492857142857247
1781820899884,2,btc-updown-5m-1781820600,21,6,DOWN,24.5
1781821199885,3,btc-updown-5m-1781820900,1,1,DOWN,22.671428571428155
1781821499885,4,btc-updown-5m-1781821200,10,1,UP,26.27142857142878
1781821799887,5,btc-updown-5m-1781821500,10,5,UP,35.514285714286544
1781822099892,6,btc-updown-5m-1781821800,1,1,DOWN,34.05000000000083
1781822399897,7,btc-updown-5m-1781822100,8,4,UP,34.61428571428665
1781822699895,8,btc-updown-5m-1781822400,7,2,UP,25.29285714285808
1781822999896,9,btc-updown-5m-1781822700,2,1,UP,19.428571428572468
1781823299898,10,btc-updown-5m-1781823000,25,5,DOWN,26.50000000000052
1781823599900,11,btc-updown-5m-1781823300,0,0,UP,28.20000000000021
1781823899903,12,btc-updown-5m-1781823600,32,8,DOWN,28.52142857142774
1781824199911,13,btc-updown-5m-1781823900,0,0,DOWN,27.2285714285707
1781824499906,14,btc-updown-5m-1781824200,22,10,DOWN,38.36428571428561
1781824799907,15,btc-updown-5m-1781824500,2,0,UP,37.607142857142854
1781825099911,16,btc-updown-5m-1781824800,36,9,UP,27.27857142857153
1781825399912,17,btc-updown-5m-1781825100,13,3,UP,22.61428571428561
1781825699914,18,btc-updown-5m-1781825400,0,0,UP,23.235714285715012
1781825999915,19,btc-updown-5m-1781825700,29,7,UP,24.185714285716262
1781826299917,20,btc-updown-5m-1781826000,6,3,UP,22.892857142858183
1781826599919,21,btc-updown-5m-1781826300,35,11,UP,24.22857142857174
1781826899922,22,btc-updown-5m-1781826600,4,1,UP,26.67857142857195
1781827199923,23,btc-updown-5m-1781826900,4,1,UP,31.207142857144
1781827499925,24,btc-updown-5m-1781827200,7,4,UP,25.050000000000832
1781827799926,25,btc-updown-5m-1781827500,0,0,DOWN,27.171428571429715
1781828099927,26,btc-updown-5m-1781827800,16,2,DOWN,37.61428571428613
1781828399931,27,btc-updown-5m-1781828100,29,5,UP,39.79285714285652
1781828699931,28,btc-updown-5m-1781828400,0,0,DOWN,42.38571428571335
1781828999934,29,btc-updown-5m-1781828700,81,22,UP,34.664285714285406
1781829299935,30,btc-updown-5m-1781829000,1,1,UP,36.34285714285683
1781829599937,31,btc-updown-5m-1781829300,6,3,DOWN,27.67857142857091
1781829899939,32,btc-updown-5m-1781829600,0,0,UP,27.592857142856833
1781830199941,33,btc-updown-5m-1781829900,25,7,UP,24.92857142856987
1781830499943,34,btc-updown-5m-1781830200,0,0,DOWN,27.42857142857039
1781830799944,35,btc-updown-5m-1781830500,15,2,UP,28.514285714286547
1781831099946,36,btc-updown-5m-1781830800,9,3,UP,27.63571428571595
1781831399948,37,btc-updown-5m-1781831100,19,0,DOWN,27.72857142857278
1781831699951,38,btc-updown-5m-1781831400,38,8,UP,35.1857142857147
1781831999954,39,btc-updown-5m-1781831700,0,0,UP,37.22857142857174
1781832299954,40,btc-updown-5m-1781832000,7,2,DOWN,36.2714285714293
1781832599957,41,btc-updown-5m-1781832300,0,0,DOWN,37.90714285714317
1781832899960,42,btc-updown-5m-1781832600,3,1,DOWN,29.75
1781833199960,43,btc-updown-5m-1781832900,2,0,UP,34.47142857142795
1781833499962,44,btc-updown-5m-1781833200,8,4,UP,27.985714285713975
1781833799961,45,btc-updown-5m-1781833500,20,8,UP,21.764285714286025
1781834099964,46,btc-updown-5m-1781833800,0,0,UP,21.692857142857974
1781834399965,47,btc-updown-5m-1781834100,0,0,UP,22.828571428572364
1781834699969,48,btc-updown-5m-1781834400,8,1,UP,21.350000000000623
1781835502180,49,btc-updown-5m-1781834700,3,1,DOWN,23.121428571428883
1781836536055,51,btc-updown-5m-1781835300,0,0,DOWN,25.128571428571636
1781836538057,53,btc-updown-5m-1781836200,0,0,UP,25.128571428571636
1781836799056,54,btc-updown-5m-1781836500,7,2,DOWN,25.128571428571636
1781837099056,55,btc-updown-5m-1781836800,12,2,UP,27.56428571428582
1781837399056,56,btc-updown-5m-1781837100,16,6,DOWN,25.68571428571366
1781837699058,57,btc-updown-5m-1781837400,9,1,UP,25.68571428571366
1781838731021,58,btc-updown-5m-1781837700,8,1,UP,27.785714285713247
1781839797323,61,btc-updown-5m-1781838600,0,0,DOWN,27.785714285713247
1781839800158,64,btc-updown-5m-1781839500,18,8,DOWN,27.785714285713247
1781840248702,65,btc-updown-5m-1781839800,0,0,DOWN,85.60714285714337
1781840399689,66,btc-updown-5m-1781840100,0,0,DOWN,85.60714285714337
1781840699689,67,btc-updown-5m-1781840400,9,3,UP,44.1000000000001
1781840999690,68,btc-updown-5m-1781840700,4,3,DOWN,42.357142857142854
1781841299689,69,btc-updown-5m-1781841000,0,0,UP,43.07142857142909
1781841599690,70,btc-updown-5m-1781841300,6,2,UP,39.77142857142878
1781841899690,71,btc-updown-5m-1781841600,0,0,DOWN,35.82857142857132
1781842199692,72,btc-updown-5m-1781841900,0,0,UP,42.42142857142816
