timestamp,window_id,slug,reason,current_atr,up_ask,down_ask,budget_multiplier,cheaper_side_ratio,total_budget,buy_up_usd,buy_up_shares,buy_down_usd,buy_down_shares
1780410864021,1,btc-updown-5m-1780410900,d_v3_entry_extreme_atr_micro_neutral_directional_atr_154.11_combined_1.01_spread_0.05_budget_mult_0.38,154.1071,0.5300,0.4800,0.3825,0.5000,11.4750,6.0215,11.36138614,5.4535,11.36138614
1780411079021,2,btc-updown-5m-1780411200,d_v3_entry_extreme_atr_micro_neutral_directional_atr_154.11_combined_1.02_spread_0.04_budget_mult_0.38,154.1071,0.5300,0.4900,0.3825,0.5000,11.4750,5.9625,11.25000000,5.5125,11.25000000
1780411379024,3,btc-updown-5m-1780411500,d_v3_entry_extreme_atr_micro_neutral_atr_154.11_combined_1.02_spread_0.00_budget_mult_0.45,154.1071,0.5100,0.5100,0.4500,0.5000,13.5000,6.7500,13.23529412,6.7500,13.23529412
1780411679022,4,btc-updown-5m-1780411800,d_v3_entry_extreme_atr_micro_neutral_atr_154.11_combined_1.02_spread_0.00_budget_mult_0.45,154.1071,0.5100,0.5100,0.4500,0.5000,13.5000,6.7500,13.23529412,6.7500,13.23529412
1780411979022,5,btc-updown-5m-1780412100,d_v3_entry_extreme_atr_micro_neutral_atr_92.78_combined_1.02_spread_0.02_budget_mult_0.45,92.7786,0.5200,0.5000,0.4500,0.5000,13.5000,6.8824,13.23529412,6.6176,13.23529412
1780412279024,6,btc-updown-5m-1780412400,d_v3_entry_high_atr_delta_neutral_atr_84.21_combined_1.02_spread_0.00_budget_mult_0.85,84.2143,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780412579024,7,btc-updown-5m-1780412700,d_v3_entry_high_atr_delta_neutral_atr_75.90_combined_1.02_spread_0.00_budget_mult_0.85,75.9000,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780412879026,8,btc-updown-5m-1780413000,d_v3_entry_high_atr_delta_neutral_atr_78.94_combined_1.02_spread_0.00_budget_mult_0.85,78.9429,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780413179028,9,btc-updown-5m-1780413300,d_v3_entry_high_atr_delta_neutral_atr_89.54_combined_1.02_spread_0.02_budget_mult_0.85,89.5357,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780415279596,14,btc-updown-5m-1780415400,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780415579598,15,btc-updown-5m-1780415700,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780415879597,16,btc-updown-5m-1780416000,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780416179604,17,btc-updown-5m-1780416300,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780416479607,18,btc-updown-5m-1780416600,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.03_spread_0.01_budget_mult_0.85,89.6857,0.5100,0.5200,0.8500,0.5000,25.5000,12.6262,24.75728155,12.8738,24.75728155
1780416779607,19,btc-updown-5m-1780416900,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780417079607,20,btc-updown-5m-1780417200,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780417379609,21,btc-updown-5m-1780417500,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780417679613,22,btc-updown-5m-1780417800,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780417979611,23,btc-updown-5m-1780418100,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780418279615,24,btc-updown-5m-1780418400,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
