timestamp,window_id,slug,reason,current_atr,up_ask,down_ask,budget_multiplier,cheaper_side_ratio,total_budget,buy_up_usd,buy_up_shares,buy_down_usd,buy_down_shares
1780418579616,25,btc-updown-5m-1780418700,d_v3_entry_high_atr_delta_neutral_directional_atr_89.69_combined_1.02_spread_0.06_budget_mult_0.72,89.6857,0.5400,0.4800,0.7225,0.5000,21.6750,11.4750,21.25000000,10.2000,21.25000000
1780418879616,26,btc-updown-5m-1780419000,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780419179610,27,btc-updown-5m-1780419300,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780419479611,28,btc-updown-5m-1780419600,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780419779612,29,btc-updown-5m-1780419900,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.03_spread_0.03_budget_mult_0.85,89.6857,0.5000,0.5300,0.8500,0.5000,25.5000,12.3786,24.75728155,13.1214,24.75728155
1780420079607,30,btc-updown-5m-1780420200,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780420379607,31,btc-updown-5m-1780420500,d_v3_entry_high_atr_delta_neutral_directional_atr_89.69_combined_1.02_spread_0.04_budget_mult_0.72,89.6857,0.5300,0.4900,0.7225,0.5000,21.6750,11.2625,21.25000000,10.4125,21.25000000
1780420679607,32,btc-updown-5m-1780420800,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780420979601,33,btc-updown-5m-1780421100,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780421279598,34,btc-updown-5m-1780421400,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780421579599,35,btc-updown-5m-1780421700,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780421879596,36,btc-updown-5m-1780422000,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780422179595,37,btc-updown-5m-1780422300,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780422479597,38,btc-updown-5m-1780422600,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5000,0.5200,0.8500,0.5000,25.5000,12.5000,25.00000000,13.0000,25.00000000
1780422779590,39,btc-updown-5m-1780422900,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780423079590,40,btc-updown-5m-1780423200,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780423472592,41,btc-updown-5m-1780423500,d_v3_entry_high_atr_delta_neutral_directional_atr_89.69_combined_1.02_spread_0.06_budget_mult_0.72,89.6857,0.5400,0.4800,0.7225,0.5000,21.6750,11.4750,21.25000000,10.2000,21.25000000
1780423679590,42,btc-updown-5m-1780423800,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780423979584,43,btc-updown-5m-1780424100,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780424279583,44,btc-updown-5m-1780424400,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780424579581,45,btc-updown-5m-1780424700,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780424879584,46,btc-updown-5m-1780425000,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780425179582,47,btc-updown-5m-1780425300,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.01_spread_0.01_budget_mult_0.85,89.6857,0.5100,0.5000,0.8500,0.5000,25.5000,12.8762,25.24752475,12.6238,25.24752475
1780425479583,48,btc-updown-5m-1780425600,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780425779585,49,btc-updown-5m-1780425900,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780426079585,50,btc-updown-5m-1780426200,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.03_spread_0.01_budget_mult_0.85,89.6857,0.5200,0.5100,0.8500,0.5000,25.5000,12.8738,24.75728155,12.6262,24.75728155
1780426379583,51,btc-updown-5m-1780426500,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780426679583,52,btc-updown-5m-1780426800,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780426979584,53,btc-updown-5m-1780427100,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.01_spread_0.01_budget_mult_0.85,89.6857,0.5100,0.5000,0.8500,0.5000,25.5000,12.8762,25.24752475,12.6238,25.24752475
1780427279585,54,btc-updown-5m-1780427400,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780427579582,55,btc-updown-5m-1780427700,d_v3_entry_high_atr_delta_neutral_directional_atr_89.69_combined_1.02_spread_0.04_budget_mult_0.72,89.6857,0.5300,0.4900,0.7225,0.5000,21.6750,11.2625,21.25000000,10.4125,21.25000000
1780427879582,56,btc-updown-5m-1780428000,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780428179582,57,btc-updown-5m-1780428300,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780428479580,58,btc-updown-5m-1780428600,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780428779579,59,btc-updown-5m-1780428900,d_v3_entry_high_atr_delta_neutral_directional_atr_89.69_combined_1.02_spread_0.06_budget_mult_0.72,89.6857,0.5400,0.4800,0.7225,0.5000,21.6750,11.4750,21.25000000,10.2000,21.25000000
1780429079578,60,btc-updown-5m-1780429200,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780429379578,61,btc-updown-5m-1780429500,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780429679584,62,btc-updown-5m-1780429800,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780429979586,63,btc-updown-5m-1780430100,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780430279587,64,btc-updown-5m-1780430400,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780430579587,65,btc-updown-5m-1780430700,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.03_spread_0.01_budget_mult_0.85,89.6857,0.5200,0.5100,0.8500,0.5000,25.5000,12.8738,24.75728155,12.6262,24.75728155
1780430879585,66,btc-updown-5m-1780431000,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780431179584,67,btc-updown-5m-1780431300,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780431479586,68,btc-updown-5m-1780431600,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5000,0.5200,0.8500,0.5000,25.5000,12.5000,25.00000000,13.0000,25.00000000
1780431779588,69,btc-updown-5m-1780431900,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780432079588,70,btc-updown-5m-1780432200,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780432379589,71,btc-updown-5m-1780432500,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.03_spread_0.03_budget_mult_0.85,89.6857,0.5300,0.5000,0.8500,0.5000,25.5000,13.1214,24.75728155,12.3786,24.75728155
1780432679591,72,btc-updown-5m-1780432800,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780432979593,73,btc-updown-5m-1780433100,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780433279589,74,btc-updown-5m-1780433400,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780433579589,75,btc-updown-5m-1780433700,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780433879589,76,btc-updown-5m-1780434000,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.03_spread_0.01_budget_mult_0.85,89.6857,0.5100,0.5200,0.8500,0.5000,25.5000,12.6262,24.75728155,12.8738,24.75728155
1780434179590,77,btc-updown-5m-1780434300,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780434479596,78,btc-updown-5m-1780434600,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780434779595,79,btc-updown-5m-1780434900,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780435079595,80,btc-updown-5m-1780435200,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780435379600,81,btc-updown-5m-1780435500,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780435679599,82,btc-updown-5m-1780435800,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5000,0.5200,0.8500,0.5000,25.5000,12.5000,25.00000000,13.0000,25.00000000
1780435979599,83,btc-updown-5m-1780436100,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780436279602,84,btc-updown-5m-1780436400,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780436579603,85,btc-updown-5m-1780436700,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780436879603,86,btc-updown-5m-1780437000,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780437179606,87,btc-updown-5m-1780437300,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780437479605,88,btc-updown-5m-1780437600,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780437779607,89,btc-updown-5m-1780437900,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5000,0.5200,0.8500,0.5000,25.5000,12.5000,25.00000000,13.0000,25.00000000
1780438079610,90,btc-updown-5m-1780438200,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780438379607,91,btc-updown-5m-1780438500,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780438680609,92,btc-updown-5m-1780438800,d_v3_entry_high_atr_delta_neutral_directional_atr_89.69_combined_1.02_spread_0.06_budget_mult_0.72,89.6857,0.5400,0.4800,0.7225,0.5000,21.6750,11.4750,21.25000000,10.2000,21.25000000
1780438979610,93,btc-updown-5m-1780439100,d_v3_entry_high_atr_delta_neutral_directional_atr_89.69_combined_1.02_spread_0.04_budget_mult_0.72,89.6857,0.5300,0.4900,0.7225,0.5000,21.6750,11.2625,21.25000000,10.4125,21.25000000
1780439279611,94,btc-updown-5m-1780439400,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780439579609,95,btc-updown-5m-1780439700,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780439879610,96,btc-updown-5m-1780440000,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780440179610,97,btc-updown-5m-1780440300,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780440479609,98,btc-updown-5m-1780440600,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.03_spread_0.03_budget_mult_0.85,89.6857,0.5300,0.5000,0.8500,0.5000,25.5000,13.1214,24.75728155,12.3786,24.75728155
1780440780610,99,btc-updown-5m-1780440900,d_v3_entry_high_atr_delta_neutral_directional_atr_89.69_combined_1.02_spread_0.08_budget_mult_0.59,89.6857,0.5500,0.4700,0.5950,0.5000,17.8500,9.6250,17.50000000,8.2250,17.50000000
1780441079614,100,btc-updown-5m-1780441200,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780441379610,101,btc-updown-5m-1780441500,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.03_spread_0.03_budget_mult_0.85,89.6857,0.5300,0.5000,0.8500,0.5000,25.5000,13.1214,24.75728155,12.3786,24.75728155
1780441679611,102,btc-updown-5m-1780441800,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780441979612,103,btc-updown-5m-1780442100,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780442279611,104,btc-updown-5m-1780442400,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780442579612,105,btc-updown-5m-1780442700,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780442879611,106,btc-updown-5m-1780443000,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780443179612,107,btc-updown-5m-1780443300,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.01_spread_0.01_budget_mult_0.85,89.6857,0.5100,0.5000,0.8500,0.5000,25.5000,12.8762,25.24752475,12.6238,25.24752475
1780443479614,108,btc-updown-5m-1780443600,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5200,0.5000,0.8500,0.5000,25.5000,13.0000,25.00000000,12.5000,25.00000000
1780443779610,109,btc-updown-5m-1780443900,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780444079612,110,btc-updown-5m-1780444200,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780444379610,111,btc-updown-5m-1780444500,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780444679610,112,btc-updown-5m-1780444800,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780444979609,113,btc-updown-5m-1780445100,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780445279611,114,btc-updown-5m-1780445400,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
