timestamp,window_id,slug,status,spent,returned,pnl,close_spot,ptb,winner
1780411199025,1,btc-updown-5m-1780410900,CLOSED_TIME,11.4750,12.4518,0.9768,67945.4668,67941.7755,UP
1780411499025,2,btc-updown-5m-1780411200,CLOSED_TIME,11.4750,9.4950,-1.9800,67893.6054,67956.2915,DOWN
1780411799027,3,btc-updown-5m-1780411500,CLOSED_TIME,13.5000,11.1507,-2.3493,68114.9922,67894.7369,UP
1780412099029,4,btc-updown-5m-1780411800,CLOSED_TIME,13.5000,14.7004,1.2004,67977.2208,68114.2036,DOWN
1780412399025,5,btc-updown-5m-1780412100,CLOSED_TIME,13.5000,13.1360,-0.3640,67904.1477,67972.3391,DOWN
1780412699028,6,btc-updown-5m-1780412400,CLOSED_TIME,25.5000,24.6500,-0.8500,67792.7525,67897.0416,DOWN
1780412999027,7,btc-updown-5m-1780412700,CLOSED_TIME,25.5000,22.0625,-3.4375,67872.4384,67800.7522,UP
1780413299028,8,btc-updown-5m-1780413000,CLOSED_TIME,25.5000,26.6250,1.1250,67725.2658,67874.8012,DOWN
1780414409311,9,btc-updown-5m-1780413300,CLOSED_TIME,25.5000,23.7500,-1.7500,67619.8220,67727.1923,DOWN
1780415699599,14,btc-updown-5m-1780415400,CLOSED_TIME,25.5000,25.1875,-0.3125,67049.7014,67057.6996,DOWN
1780415999601,15,btc-updown-5m-1780415700,CLOSED_TIME,25.5000,22.2625,-3.2375,67193.1598,67054.0013,UP
1780416299605,16,btc-updown-5m-1780416000,CLOSED_TIME,25.5000,24.6250,-0.8750,67318.4209,67186.0169,UP
1780416599607,17,btc-updown-5m-1780416300,CLOSED_TIME,25.5000,25.0625,-0.4375,67463.4182,67319.7368,UP
1780416899610,18,btc-updown-5m-1780416600,CLOSED_TIME,25.5000,26.2551,0.7551,67807.9441,67464.8414,UP
1780417199613,19,btc-updown-5m-1780416900,CLOSED_TIME,25.5000,25.1250,-0.3750,67980.4087,67818.5982,UP
1780417499611,20,btc-updown-5m-1780417200,CLOSED_TIME,25.5000,24.2250,-1.2750,67720.7186,67970.8566,DOWN
1780417799613,21,btc-updown-5m-1780417500,CLOSED_TIME,25.5000,25.3214,-0.1786,67749.7454,67720.3482,UP
1780418099613,22,btc-updown-5m-1780417800,CLOSED_TIME,25.5000,22.3375,-3.1625,67681.3073,67747.5404,DOWN
1780418399616,23,btc-updown-5m-1780418100,CLOSED_TIME,25.5000,27.3625,1.8625,67499.2187,67681.9300,DOWN
1780418699618,24,btc-updown-5m-1780418400,CLOSED_TIME,25.5000,32.3375,6.8375,67519.7251,67498.8937,UP
1780418999612,25,btc-updown-5m-1780418700,CLOSED_TIME,21.6750,18.9444,-2.7306,67651.6823,67519.6749,UP
1780419299613,26,btc-updown-5m-1780419000,CLOSED_TIME,25.5000,24.8375,-0.6625,67437.6709,67649.9772,DOWN
1780419599614,27,btc-updown-5m-1780419300,CLOSED_TIME,25.5000,24.9500,-0.5500,67305.3546,67437.6724,DOWN
1780419899607,28,btc-updown-5m-1780419600,CLOSED_TIME,25.5000,23.1250,-2.3750,67418.4762,67305.3787,UP
1780420199606,29,btc-updown-5m-1780419900,CLOSED_TIME,25.5000,33.3357,7.8357,67337.1517,67423.0349,DOWN
1780420499606,30,btc-updown-5m-1780420200,CLOSED_TIME,25.5000,21.6625,-3.8375,67394.6411,67337.2545,UP
1780420799610,31,btc-updown-5m-1780420500,CLOSED_TIME,21.6750,18.0051,-3.6699,67457.4224,67393.8351,UP
1780421099600,32,btc-updown-5m-1780420800,CLOSED_TIME,25.5000,20.8625,-4.6375,67680.7019,67458.2928,UP
1780421399600,33,btc-updown-5m-1780421100,CLOSED_TIME,25.5000,21.4250,-4.0750,67628.1226,67685.3831,DOWN
1780421699602,34,btc-updown-5m-1780421400,CLOSED_TIME,25.5000,37.5600,12.0600,67506.1998,67627.4656,DOWN
1780421999598,35,btc-updown-5m-1780421700,CLOSED_TIME,25.5000,25.4125,-0.0875,67555.1316,67506.3486,UP
1780422299597,36,btc-updown-5m-1780422000,CLOSED_TIME,25.5000,22.4375,-3.0625,67388.2065,67551.5104,DOWN
1780422599598,37,btc-updown-5m-1780422300,CLOSED_TIME,25.5000,23.6875,-1.8125,67348.9619,67388.1059,DOWN
1780422899593,38,btc-updown-5m-1780422600,CLOSED_TIME,25.5000,27.8125,2.3125,67348.9118,67348.8077,UP
1780423199591,39,btc-updown-5m-1780422900,CLOSED_TIME,25.5000,24.1000,-1.4000,67382.3701,67349.0920,UP
1780423499592,40,btc-updown-5m-1780423200,CLOSED_TIME,25.5000,32.4133,6.9133,67425.4361,67382.6172,UP
1780423799586,41,btc-updown-5m-1780423500,CLOSED_TIME,21.6750,22.7587,1.0837,67493.9206,67426.0758,UP
1780424099583,42,btc-updown-5m-1780423800,CLOSED_TIME,25.5000,21.0787,-4.4213,67491.5989,67494.2494,DOWN
1780424399584,43,btc-updown-5m-1780424100,CLOSED_TIME,25.5000,25.0250,-0.4750,67438.6050,67491.5989,DOWN
1780424699585,44,btc-updown-5m-1780424400,CLOSED_TIME,25.5000,23.1000,-2.4000,67298.8221,67432.3248,DOWN
1780424999586,45,btc-updown-5m-1780424700,CLOSED_TIME,25.5000,29.7625,4.2625,67187.9130,67294.7538,DOWN
1780425299585,46,btc-updown-5m-1780425000,CLOSED_TIME,25.5000,33.0124,7.5124,67184.6969,67194.8401,DOWN
1780425599583,47,btc-updown-5m-1780425300,CLOSED_TIME,25.5000,25.6767,0.1767,67138.5647,67182.8139,DOWN
1780425899588,48,btc-updown-5m-1780425600,CLOSED_TIME,25.5000,30.0500,4.5500,67195.4724,67136.4427,UP
1780426199585,49,btc-updown-5m-1780425900,CLOSED_TIME,25.5000,27.4076,1.9076,67183.5243,67194.7940,DOWN
1780426499632,50,btc-updown-5m-1780426200,CLOSED_TIME,25.5000,21.9350,-3.5650,67041.2060,67178.1144,DOWN
1780426799586,51,btc-updown-5m-1780426500,CLOSED_TIME,25.5000,23.8500,-1.6500,67236.7766,67040.4104,UP
1780427099586,52,btc-updown-5m-1780426800,CLOSED_TIME,25.5000,36.0000,10.5000,67167.5359,67234.8877,DOWN
