timestamp,window_id,slug,pnl,entry_side,real_winner_side,h_market_win,h_salvaged,h_salvage_win,entry_price,exit_price,cum_market_wins,cum_market_losses,cum_salvage_escapes,cum_salvage_wins
1781252999983,1,btc-updown-15m-1781252100,40.5000,UP,UP,true,false,false,0.40,1.00,1,0,0,0
1781253899989,2,btc-updown-15m-1781253000,-23.6250,UP,DOWN,false,true,false,0.40,0.05,1,1,1,0
1781254799991,3,btc-updown-15m-1781253900,42.2308,UP,UP,true,false,false,0.39,1.00,2,1,1,0
1781255699995,4,btc-updown-15m-1781254800,40.5000,UP,UP,true,false,false,0.40,1.00,3,1,1,0
1781256600000,5,btc-updown-15m-1781255700,-27.0000,DOWN,UP,false,false,false,0.39,,3,2,1,0
1781258399007,7,btc-updown-15m-1781257500,-19.5750,UP,DOWN,false,true,false,0.40,0.11,3,3,2,0
1781259299007,8,btc-updown-15m-1781258400,3.3750,UP,UP,true,true,true,0.40,0.45,4,3,3,1
1781260199010,9,btc-updown-15m-1781259300,-23.5385,UP,DOWN,false,true,false,0.39,0.05,4,4,4,1
1781261099015,10,btc-updown-15m-1781260200,-23.5385,DOWN,UP,false,true,false,0.39,0.05,4,5,5,1
1781261999020,11,btc-updown-15m-1781261100,-15.5250,DOWN,UP,false,true,false,0.40,0.17,4,6,6,1
1781262899019,12,btc-updown-15m-1781262000,-16.2000,DOWN,UP,false,true,false,0.40,0.16,4,7,7,1
1781263799025,13,btc-updown-15m-1781262900,0.0000,UP,UP,true,true,false,0.40,0.40,5,7,8,1
1781264699070,14,btc-updown-15m-1781263800,-23.5385,UP,DOWN,false,true,false,0.39,0.05,5,8,9,1
1781265599037,15,btc-updown-15m-1781264700,-10.8000,DOWN,DOWN,true,true,false,0.40,0.24,6,8,10,1
1781266499041,16,btc-updown-15m-1781265600,-21.6000,UP,DOWN,false,true,false,0.40,0.08,6,9,11,1
1781267399048,17,btc-updown-15m-1781266500,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,7,9,11,1
1781268299049,18,btc-updown-15m-1781267400,-6.7500,DOWN,DOWN,true,true,false,0.40,0.30,8,9,12,1
1781269199054,19,btc-updown-15m-1781268300,2.7000,DOWN,UP,false,true,true,0.40,0.44,8,10,13,2
1781270099057,20,btc-updown-15m-1781269200,0.6750,UP,UP,true,true,true,0.40,0.41,9,10,14,3
1781270999058,21,btc-updown-15m-1781270100,-19.3846,UP,DOWN,false,true,false,0.39,0.11,9,11,15,3
1781271899059,22,btc-updown-15m-1781271000,-27.0000,UP,DOWN,false,false,false,0.40,,9,12,15,3
1781272799060,23,btc-updown-15m-1781271900,4.0500,DOWN,UP,false,true,true,0.40,0.46,9,13,16,4
1781273699067,24,btc-updown-15m-1781272800,-27.0000,DOWN,UP,false,false,false,0.40,,9,14,16,4
1781274599073,25,btc-updown-15m-1781273700,-16.8750,DOWN,UP,false,true,false,0.40,0.15,9,15,17,4
1781275499076,26,btc-updown-15m-1781274600,-2.0250,UP,DOWN,false,true,false,0.40,0.37,9,16,18,4
1781276399082,27,btc-updown-15m-1781275500,-27.0000,DOWN,UP,false,false,false,0.39,,9,17,18,4
1781277299081,28,btc-updown-15m-1781276400,-23.6250,DOWN,UP,false,true,false,0.40,0.05,9,18,19,4
1781278199084,29,btc-updown-15m-1781277300,-18.2250,UP,DOWN,false,true,false,0.40,0.13,9,19,20,4
1781279099083,30,btc-updown-15m-1781278200,-22.8462,UP,DOWN,false,true,false,0.39,0.06,9,20,21,4
1781279999090,31,btc-updown-15m-1781279100,-27.0000,UP,DOWN,false,false,false,0.40,,9,21,21,4
1781280899128,32,btc-updown-15m-1781280000,-22.9500,DOWN,UP,false,true,false,0.40,0.06,9,22,22,4
1781281799100,33,btc-updown-15m-1781280900,-6.7500,DOWN,UP,false,true,false,0.40,0.30,9,23,23,4
1781285578423,36,btc-updown-15m-1781284500,-27.0000,UP,DOWN,false,false,false,0.40,,9,24,23,4
1781286426114,37,btc-updown-15m-1781285400,-27.0000,UP,DOWN,false,false,false,0.37,,9,25,23,4
1781288099129,39,btc-updown-15m-1781287200,1.3500,DOWN,UP,false,true,true,0.40,0.42,9,26,24,5
1781289973822,41,btc-updown-15m-1781289000,42.2308,UP,UP,true,false,false,0.39,1.00,10,26,24,5
1781290799397,42,btc-updown-15m-1781289900,-27.0000,UP,DOWN,false,false,false,0.36,,10,27,24,5
1781298899127,51,btc-updown-15m-1781298000,-27.0000,DOWN,UP,false,false,false,0.40,,10,28,24,5
1781299799127,52,btc-updown-15m-1781298900,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,11,28,24,5
1781300699127,53,btc-updown-15m-1781299800,-16.2000,DOWN,UP,false,true,false,0.40,0.16,11,29,25,5
1781301599127,54,btc-updown-15m-1781300700,-19.5750,UP,DOWN,false,true,false,0.40,0.11,11,30,26,5
1781302499126,55,btc-updown-15m-1781301600,-20.0769,DOWN,UP,false,true,false,0.39,0.10,11,31,27,5
1781303399127,56,btc-updown-15m-1781302500,-27.0000,DOWN,UP,false,false,false,0.40,,11,32,27,5
1781306099130,59,btc-updown-15m-1781305200,-14.1750,UP,DOWN,false,true,false,0.40,0.19,11,33,28,5
1781306999131,60,btc-updown-15m-1781306100,0.6750,DOWN,DOWN,true,true,true,0.40,0.41,12,33,29,6
1781307899130,61,btc-updown-15m-1781307000,-23.6250,DOWN,UP,false,true,false,0.40,0.05,12,34,30,6
1781308799135,62,btc-updown-15m-1781307900,-27.0000,DOWN,UP,false,false,false,0.40,,12,35,30,6
1781309699132,63,btc-updown-15m-1781308800,-5.6842,UP,UP,true,true,false,0.38,0.30,13,35,31,6
1781310599179,64,btc-updown-15m-1781309700,-9.4500,UP,DOWN,false,true,false,0.40,0.26,13,36,32,6
1781311499135,65,btc-updown-15m-1781310600,-22.1538,DOWN,UP,false,true,false,0.39,0.07,13,37,33,6
