timestamp,window_id,slug,event,status_before,current_atr,spot_price,ptb,ptb_delta_usd,ptb_delta_pct,up_bid,up_ask,down_bid,down_ask
1781252099983,1,btc-updown-15m-1781252100,promote_skipped,WAITING_ENTRY,38.9429,63221.2359,,,,0.4300,0.4400,0.5700,0.5800
1781252999984,2,btc-updown-15m-1781253000,promote_skipped,WAITING_ENTRY,59.5071,63444.4762,,,,0.4000,0.4100,0.6000,0.6100
1781253899995,3,btc-updown-15m-1781253900,promote_skipped,WAITING_ENTRY,35.4786,63308.8555,,,,0.4800,0.5100,0.5100,0.5200
1781254799992,4,btc-updown-15m-1781254800,promote_skipped,WAITING_ENTRY,30.5929,63390.3345,,,,0.4400,0.4500,0.5500,0.5600
1781255699996,5,btc-updown-15m-1781255700,promote_skipped,WAITING_ENTRY,38.3643,63470.8818,,,,0.4400,0.4500,0.5600,0.5700
1781256600000,6,btc-updown-15m-1781256600,promote_skipped,WAITING_ENTRY,45.5643,63689.3032,,,,0.4100,0.4200,0.5800,0.5900
1781257500007,7,btc-updown-15m-1781257500,promote_skipped,WAITING_ENTRY,45.3500,63815.6805,,,,0.4200,0.4300,0.5800,0.5900
1781258399010,8,btc-updown-15m-1781258400,promote_skipped,WAITING_ENTRY,41.7571,63679.3600,,,,0.4900,0.5000,0.5100,0.5200
1781259299009,9,btc-updown-15m-1781259300,promote_skipped,WAITING_ENTRY,46.4714,63693.0701,,,,0.5000,0.5100,0.5000,0.5200
1781260199011,10,btc-updown-15m-1781260200,promote_skipped,WAITING_ENTRY,46.4286,63540.1209,,,,0.5200,0.5300,0.4800,0.4900
1781261099017,11,btc-updown-15m-1781261100,promote_skipped,WAITING_ENTRY,46.3500,63603.2654,,,,0.5000,0.5100,0.5000,0.5100
1781261999021,12,btc-updown-15m-1781262000,promote_skipped,WAITING_ENTRY,30.7143,63623.6972,,,,0.4900,0.5000,0.5000,0.5200
1781262899021,13,btc-updown-15m-1781262900,promote_skipped,WAITING_ENTRY,56.1000,63750.1935,,,,0.4500,0.4600,0.5500,0.5600
1781263799026,14,btc-updown-15m-1781263800,promote_skipped,WAITING_ENTRY,31.4357,63754.8698,,,,0.4400,0.4500,0.5600,0.5700
1781264699071,15,btc-updown-15m-1781264700,promote_skipped,WAITING_ENTRY,41.3143,63721.2799,,,,0.4900,0.5000,0.5100,0.5200
1781265599039,16,btc-updown-15m-1781265600,promote_skipped,WAITING_ENTRY,31.6143,63687.8013,,,,0.5000,0.5100,0.5000,0.5100
1781266499042,17,btc-updown-15m-1781266500,promote_skipped,WAITING_ENTRY,52.9000,63557.9298,,,,0.5600,0.5700,0.4400,0.4500
1781267399049,18,btc-updown-15m-1781267400,promote_skipped,WAITING_ENTRY,41.3286,63396.8755,,,,0.5900,0.6100,0.4100,0.4200
1781268299050,19,btc-updown-15m-1781268300,promote_skipped,WAITING_ENTRY,41.9000,63356.2078,,,,0.6000,0.6100,0.4000,0.4100
1781269199056,20,btc-updown-15m-1781269200,promote_skipped,WAITING_ENTRY,49.6429,63394.7594,,,,0.5100,0.5200,0.4900,0.5000
1781270099058,21,btc-updown-15m-1781270100,promote_skipped,WAITING_ENTRY,42.9929,63408.5679,,,,0.5300,0.5400,0.4700,0.4800
1781270999059,22,btc-updown-15m-1781271000,promote_skipped,WAITING_ENTRY,40.8929,63329.0711,,,,0.5700,0.5800,0.4300,0.4700
1781271899060,23,btc-updown-15m-1781271900,promote_skipped,WAITING_ENTRY,112.4214,63082.7177,,,,0.5700,0.5800,0.4300,0.4400
1781272799061,24,btc-updown-15m-1781272800,promote_skipped,WAITING_ENTRY,68.3071,63154.9007,,,,0.5500,0.5600,0.4500,0.4600
1781273699067,25,btc-updown-15m-1781273700,promote_skipped,WAITING_ENTRY,100.5643,63380.5890,,,,0.4900,0.5000,0.5100,0.5200
1781274599074,26,btc-updown-15m-1781274600,promote_skipped,WAITING_ENTRY,88.4214,63579.0848,,,,0.4200,0.4300,0.5800,0.5900
1781275499078,27,btc-updown-15m-1781275500,promote_skipped,WAITING_ENTRY,82.2857,63455.7681,,,,0.4800,0.5000,0.5200,0.5300
1781276399083,28,btc-updown-15m-1781276400,promote_skipped,WAITING_ENTRY,108.2857,63953.3010,,,,0.4300,0.4500,0.5700,0.5800
1781277299082,29,btc-updown-15m-1781277300,promote_skipped,WAITING_ENTRY,111.2357,64317.9187,,,,0.4300,0.4400,0.5700,0.5800
1781278199086,30,btc-updown-15m-1781278200,promote_skipped,WAITING_ENTRY,68.0143,64094.1982,,,,0.4500,0.4600,0.5500,0.5600
1781279099084,31,btc-updown-15m-1781279100,promote_skipped,WAITING_ENTRY,96.2714,63856.6136,,,,0.5200,0.5300,0.4800,0.4900
1781279999092,32,btc-updown-15m-1781280000,promote_skipped,WAITING_ENTRY,67.9571,63537.5751,,,,0.5400,0.5500,0.4600,0.4700
1781280899130,33,btc-updown-15m-1781280900,promote_skipped,WAITING_ENTRY,86.7000,63811.7581,,,,0.5000,0.5100,0.5000,0.5100
1781281799102,34,btc-updown-15m-1781281800,promote_skipped,WAITING_ENTRY,73.9929,63862.3321,,,,0.4900,0.5000,0.5000,0.5200
1781284434408,35,btc-updown-15m-1781282700,promote_skipped,WAITING_ENTRY,59.4000,63844.2708,,,,0.4900,0.5000,0.5100,0.5200
1781284509893,36,btc-updown-15m-1781284500,promote_skipped,WAITING_ENTRY,59.4000,63841.4010,,,,0.5000,0.5100,0.5000,0.5100
1781285578424,37,btc-updown-15m-1781285400,promote_skipped,WAITING_ENTRY,59.4000,63780.8107,,,,0.5000,0.5100,0.5000,0.5100
1781286426114,38,btc-updown-15m-1781286300,promote_skipped,WAITING_ENTRY,59.4000,63750.0537,,,,0.5100,0.5300,0.4700,0.4900
1781287301254,39,btc-updown-15m-1781287200,promote_skipped,WAITING_ENTRY,59.4000,63808.9120,,,,0.4900,0.5000,0.5000,0.5100
1781288099131,40,btc-updown-15m-1781288100,promote_skipped,WAITING_ENTRY,59.4000,63857.1509,,,,0.5000,0.5100,0.5000,0.5100
1781289046572,41,btc-updown-15m-1781289000,promote_skipped,WAITING_ENTRY,59.4000,63741.9905,,,,0.5100,0.5300,0.4900,0.5000
1781289973824,42,btc-updown-15m-1781289900,promote_skipped,WAITING_ENTRY,59.4000,63832.9010,,,,0.4800,0.4900,0.5200,0.5300
1781290799398,43,btc-updown-15m-1781290800,promote_skipped,WAITING_ENTRY,59.4000,63780.4025,,,,0.5000,0.5100,0.4900,0.5100
1781291760157,44,btc-updown-15m-1781291700,promote_skipped,WAITING_ENTRY,59.4000,63679.1544,,,,0.5000,0.5100,0.5000,0.5100
1781293483918,45,btc-updown-15m-1781292600,promote_skipped,WAITING_ENTRY,59.4000,63679.0718,,,,0.5100,0.5300,0.4700,0.5100
1781293499915,46,btc-updown-15m-1781293500,promote_skipped,WAITING_ENTRY,59.4000,63606.4285,,,,0.5400,0.5500,0.4500,0.4600
1781295786356,47,btc-updown-15m-1781294400,promote_skipped,WAITING_ENTRY,59.4000,63598.4700,,,,0.5300,0.5400,0.4700,0.4800
1781295787356,48,btc-updown-15m-1781295300,promote_skipped,WAITING_ENTRY,59.4000,63598.4700,,,,0.0000,0.0000,0.0000,0.0000
