timestamp,window_id,slug,status,spent,returned,pnl,close_spot,ptb,winner
1780575899954,1,btc-updown-5m-1780575600,CLOSED_TIME,3.0000,0.0000,-3.0000,63250.2400,62605.4139,UP
1780576199956,2,btc-updown-5m-1780575900,CLOSED_TIME,4.0294,3.1676,-0.8618,63192.4669,63249.5210,DOWN
1780576499956,3,btc-updown-5m-1780576200,CLOSED_TIME,4.0912,5.6165,1.5253,63431.9356,63200.7776,UP
1780576799957,4,btc-updown-5m-1780576500,CLOSED_TIME,4.1340,5.6088,1.4748,63610.2905,63432.2611,UP
1780577099957,5,btc-updown-5m-1780576800,CLOSED_TIME,3.0000,0.0000,-3.0000,63513.6944,63620.5078,DOWN
1780577399961,6,btc-updown-5m-1780577100,CLOSED_TIME,4.0298,2.0192,-2.0106,63820.8358,63508.9690,UP
1780577699961,7,btc-updown-5m-1780577400,CLOSED_TIME,3.0000,5.6280,2.6280,63768.4163,63837.1908,DOWN
1780577999959,8,btc-updown-5m-1780577700,CLOSED_TIME,3.0000,0.0000,-3.0000,63701.3789,63767.2454,DOWN
1780578299964,9,btc-updown-5m-1780578000,CLOSED_TIME,4.0912,3.7824,-0.3088,63644.7300,63701.6582,DOWN
1780578599962,10,btc-updown-5m-1780578300,CLOSED_TIME,3.0000,5.3835,2.3835,63562.5563,63645.3750,DOWN
1780578899965,11,btc-updown-5m-1780578600,CLOSED_TIME,4.0912,2.9882,-1.1029,63524.6728,63561.1004,DOWN
1780579199964,12,btc-updown-5m-1780578900,CLOSED_TIME,4.0500,5.5512,1.5012,63210.6216,63523.8107,DOWN
1780579499964,13,btc-updown-5m-1780579200,CLOSED_TIME,3.0000,5.6688,2.6688,63099.6395,63211.9199,DOWN
1780579799966,14,btc-updown-5m-1780579500,CLOSED_TIME,3.0000,0.0000,-3.0000,63166.3685,63093.8238,UP
1780580099967,15,btc-updown-5m-1780579800,CLOSED_TIME,3.0000,0.0000,-3.0000,63673.7651,63165.7686,UP
1780580399966,16,btc-updown-5m-1780580100,CLOSED_TIME,4.0500,5.5872,1.5372,64120.9635,63669.6117,UP
1780580699968,17,btc-updown-5m-1780580400,CLOSED_TIME,3.0000,0.0000,-3.0000,63745.7773,64102.9569,DOWN
