timestamp,window_id,slug,event,from_side,to_side,up_mid,down_mid,lead_gap,peak_prev_gap,is_significant,cross_count,significant_cross_count,time_pct,secs_to_end,current_atr,spot_price,ptb,ptb_delta_usd,spot_velocity,spot_smoothed_velocity,spot_acceleration
1781821615568,0,eth-updown-5m-1781821500,armed_init,,DOWN,0.3450,0.6550,0.3100,0.0000,false,0,0,38.67,184,1.0621,1701.5186,1701.5186,0.0000,,,
1781821622085,0,eth-updown-5m-1781821500,mid_cross,DOWN,UP,0.5150,0.5000,0.0150,0.3200,true,1,1,41.00,177,1.0871,1701.8038,1701.5186,0.2852,0.047534,0.018132,-0.002330
1781821623637,0,eth-updown-5m-1781821500,mid_cross,UP,DOWN,0.4650,0.5050,0.0400,0.0150,false,2,1,41.33,176,1.0871,1701.8878,1701.5186,0.3692,0.046148,0.022268,0.008142
1781821645274,0,eth-updown-5m-1781821500,mid_cross,DOWN,UP,0.5150,0.4850,0.0300,0.0700,false,3,1,48.67,154,1.0871,1701.9400,1701.5186,0.4214,-0.003147,0.003678,-0.000710
1781821705697,0,eth-updown-5m-1781821500,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.4600,true,4,2,68.67,94,1.0907,1702.4258,1701.5186,0.9072,0.012566,0.009635,-0.000971
1781821714481,0,eth-updown-5m-1781821500,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.1000,false,5,2,71.67,85,1.0907,1701.9987,1701.5186,0.4801,-0.004827,-0.014346,0.001806
1781821715950,0,eth-updown-5m-1781821500,mid_cross,UP,DOWN,0.4650,0.4800,0.0150,0.0450,false,6,2,72.00,84,1.0907,1701.9831,1701.5186,0.4644,-0.020294,-0.014451,-0.000106
1781821722234,0,eth-updown-5m-1781821500,mid_cross,DOWN,UP,0.5350,0.5050,0.0300,0.2600,true,7,3,74.33,77,1.0907,1701.9611,1701.5186,0.4424,-0.023062,-0.010847,-0.000445
1781821725903,0,eth-updown-5m-1781821500,mid_cross,UP,DOWN,0.4500,0.4850,0.0350,0.0800,false,8,3,75.33,74,1.0907,1702.0734,1701.5186,0.5548,-0.017621,0.000249,-0.002648
1781821824115,1,eth-updown-5m-1781821800,armed_init,,UP,0.5150,0.4550,0.0600,0.0000,false,0,0,8.33,275,1.0743,1701.9476,1701.8774,0.0702,0.001161,-0.002546,-0.001678
1781821825978,1,eth-updown-5m-1781821800,mid_cross,UP,DOWN,0.4850,0.5050,0.0200,0.0600,false,1,0,8.67,274,1.0743,1701.9500,1701.8774,0.0727,-0.001571,-0.002146,0.000400
1781821838255,1,eth-updown-5m-1781821800,mid_cross,DOWN,UP,0.5300,0.5200,0.0100,0.0900,false,2,0,13.00,261,1.0743,1701.7284,1701.8774,-0.1490,-0.017709,-0.009864,0.004592
1781821849998,1,eth-updown-5m-1781821800,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.1400,false,3,0,16.67,250,1.0743,1702.0585,1701.8774,0.1811,0.016251,0.007610,-0.004510
1781822123670,2,eth-updown-5m-1781822100,armed_init,,TIE,0.5000,0.4950,0.0050,0.0000,false,0,0,8.00,276,1.0079,1698.7224,1698.8437,-0.1213,-0.009659,-0.011502,0.001415
