timestamp,window_id,slug,pnl,entry_side,real_winner_side,h_market_win,h_salvaged,h_salvage_win,entry_price,exit_price,cum_market_wins,cum_market_losses,cum_salvage_escapes,cum_salvage_wins
1781447399072,1,btc-updown-5m-1781447100,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,1,0,0,0
1781447699070,2,btc-updown-5m-1781447400,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,2,0,0,0
1781447999074,3,btc-updown-5m-1781447700,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,3,0,0,0
1781448299074,4,btc-updown-5m-1781448000,-17.5500,DOWN,UP,false,true,false,0.40,0.14,3,1,1,0
1781448599075,5,btc-updown-5m-1781448300,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,4,1,1,0
1781448899075,6,btc-updown-5m-1781448600,-23.5385,DOWN,UP,false,true,false,0.39,0.05,4,2,2,0
1781449199075,7,btc-updown-5m-1781448900,-22.9500,DOWN,UP,false,true,false,0.40,0.06,4,3,3,0
1781449499075,8,btc-updown-5m-1781449200,-27.0000,DOWN,UP,false,false,false,0.37,,4,4,3,0
1781449799076,9,btc-updown-5m-1781449500,-10.3846,UP,DOWN,false,true,false,0.39,0.24,4,5,4,0
1781450099078,10,btc-updown-5m-1781449800,-8.7750,UP,DOWN,false,true,false,0.40,0.27,4,6,5,0
1781450399079,11,btc-updown-5m-1781450100,45.9730,DOWN,DOWN,true,false,false,0.37,1.00,5,6,5,0
1781450699080,12,btc-updown-5m-1781450400,-23.6250,DOWN,UP,false,true,false,0.40,0.05,5,7,6,0
1781451299085,14,btc-updown-5m-1781451000,-23.6250,UP,DOWN,false,true,false,0.40,0.05,5,8,7,0
1781451599084,15,btc-updown-5m-1781451300,-21.4615,DOWN,UP,false,true,false,0.39,0.08,5,9,8,0
1781451899086,16,btc-updown-5m-1781451600,-8.1000,UP,DOWN,false,true,false,0.40,0.28,5,10,9,0
1781452199088,17,btc-updown-5m-1781451900,40.5000,UP,UP,true,false,false,0.40,1.00,6,10,9,0
1781452499088,18,btc-updown-5m-1781452200,11.0769,UP,UP,true,true,true,0.39,0.55,7,10,10,1
1781452799090,19,btc-updown-5m-1781452500,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,8,10,10,1
1781453099089,20,btc-updown-5m-1781452800,-17.3077,DOWN,DOWN,true,true,false,0.39,0.14,9,10,11,1
1781453399094,21,btc-updown-5m-1781453100,-20.0769,DOWN,UP,false,true,false,0.39,0.10,9,11,12,1
1781453699095,22,btc-updown-5m-1781453400,-27.0000,DOWN,UP,false,false,false,0.40,,9,12,12,1
