timestamp,window_id,slug,cross_count,significant_cross_count,final_side,last_cross_atr
1781813099172,0,eth-updown-5m-1781812800,0,0,UP,2.2599999999999745
1781813399169,1,eth-updown-5m-1781813100,0,0,DOWN,2.2599999999999745
1781813699165,2,eth-updown-5m-1781813400,7,5,UP,2.2599999999999745
1781813999168,3,eth-updown-5m-1781813700,3,3,UP,1.935714285714328
1781814299168,4,eth-updown-5m-1781814000,8,5,UP,2.2314285714286206
1781814599171,5,eth-updown-5m-1781814300,5,2,DOWN,1.9892857142857403
1781814899181,6,eth-updown-5m-1781814600,11,5,UP,1.5021428571428714
1781815199173,7,eth-updown-5m-1781814900,0,0,DOWN,1.3207142857143026
1781815499175,8,eth-updown-5m-1781815200,8,4,UP,1.4814285714285558
1781815799176,9,eth-updown-5m-1781815500,0,0,DOWN,1.4135714285713934
