timestamp,window_id,slug,event,from_side,to_side,up_mid,down_mid,lead_gap,peak_prev_gap,is_significant,cross_count,significant_cross_count,time_pct,secs_to_end,current_atr,spot_price,ptb,ptb_delta_usd,spot_velocity,spot_smoothed_velocity,spot_acceleration
1781812984465,0,eth-updown-5m-1781812800,armed_init,,UP,0.4950,0.0050,0.4900,0.0000,false,0,0,61.67,115,2.2600,,,,,,
1781813123208,1,eth-updown-5m-1781813100,armed_init,,DOWN,0.3450,0.6450,0.3000,0.0000,false,0,0,8.00,276,2.2600,1711.1025,1712.1435,-1.0410,-0.057161,-0.039634,0.013522
1781813424384,2,eth-updown-5m-1781813400,armed_init,,DOWN,0.4700,0.5650,0.0950,0.0000,false,0,0,8.33,275,2.2600,1708.5629,1708.8545,-0.2916,-0.011007,-0.002827,0.000835
1781813448694,2,eth-updown-5m-1781813400,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.2400,true,1,1,16.33,251,2.2600,1708.6715,1708.8545,-0.1830,-0.007607,0.012983,0.009064
1781813461917,2,eth-updown-5m-1781813400,mid_cross,UP,DOWN,0.4900,0.5100,0.0200,0.3600,true,2,2,20.67,238,2.2600,1709.9397,1708.8545,1.0852,0.083087,0.056422,-0.004809
1781813500863,2,eth-updown-5m-1781813400,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.1600,false,3,2,33.67,199,2.2600,1708.5471,1708.8545,-0.3074,-0.001509,-0.012137,0.000909
1781813549547,2,eth-updown-5m-1781813400,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.5800,true,4,3,50.00,150,2.2600,1709.4214,1708.8545,0.5669,-0.060929,-0.036021,-0.000601
1781813595633,2,eth-updown-5m-1781813400,mid_cross,DOWN,UP,0.5550,0.4450,0.1100,0.2500,true,5,4,65.33,104,2.2600,1708.7978,1708.8545,-0.0567,0.005266,-0.000547,-0.003443
1781813604435,2,eth-updown-5m-1781813400,mid_cross,UP,DOWN,0.4750,0.5250,0.0500,0.2600,true,6,5,68.33,95,2.2600,1709.3673,1708.8545,0.5128,0.036604,0.027890,-0.002424
1781813611265,2,eth-updown-5m-1781813400,mid_cross,DOWN,UP,0.5550,0.5350,0.0200,0.0800,false,7,5,70.67,88,2.2600,1708.8351,1708.8545,-0.0194,-0.001676,-0.017123,0.001109
1781813723206,3,eth-updown-5m-1781813700,armed_init,,DOWN,0.4650,0.5450,0.0800,0.0000,false,0,0,8.00,276,2.2600,1709.8412,1710.0247,-0.1835,0.003775,0.003420,0.000370
1781813795677,3,eth-updown-5m-1781813700,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.4200,true,1,1,32.00,204,2.2600,1709.7025,1710.0247,-0.3222,0.013055,0.011979,-0.001524
1781813822411,3,eth-updown-5m-1781813700,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.3000,true,2,2,41.00,177,2.2600,1710.4461,1710.0247,0.4214,-0.007268,0.001717,-0.000970
1781813967536,3,eth-updown-5m-1781813700,mid_cross,DOWN,UP,0.5550,0.5150,0.0400,0.9800,true,3,3,89.33,32,1.9357,1710.1080,1710.0247,0.0833,0.046395,0.055821,-0.003889
1781814023036,4,eth-updown-5m-1781814000,armed_init,,UP,0.7750,0.2250,0.5500,0.0000,false,0,0,8.00,276,1.9557,1713.9179,1711.2708,2.6471,0.129651,0.114923,-0.006549
1781814178924,4,eth-updown-5m-1781814000,mid_cross,UP,DOWN,0.4750,0.4950,0.0200,0.7000,true,1,1,59.67,121,2.2421,1711.6147,1711.2708,0.3439,0.003759,-0.013370,0.001111
1781814200081,4,eth-updown-5m-1781814000,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.3100,true,2,2,67.00,99,2.2186,1711.1137,1711.2708,-0.1571,-0.024849,0.002781,0.001900
1781814204157,4,eth-updown-5m-1781814000,mid_cross,UP,DOWN,0.4750,0.4850,0.0100,0.0400,false,3,2,68.33,95,2.2186,1711.2861,1711.2708,0.0153,0.033132,0.014215,0.002511
1781814205466,4,eth-updown-5m-1781814000,mid_cross,DOWN,UP,0.5550,0.5200,0.0350,0.0500,false,4,2,68.67,94,2.2186,1711.2864,1711.2708,0.0156,0.035408,0.013106,-0.001109
1781814292429,4,eth-updown-5m-1781814000,mid_cross,UP,DOWN,0.4000,0.5050,0.1050,0.7000,true,5,3,97.67,7,2.2314,1711.2215,1711.2708,-0.0493,-0.035031,-0.018016,-0.003054
1781814295389,4,eth-updown-5m-1781814000,mid_cross,DOWN,UP,0.5250,0.4750,0.0500,0.3800,true,6,4,98.67,4,2.2314,1711.1902,1711.2708,-0.0806,-0.034086,-0.017689,-0.000276
1781814296300,4,eth-updown-5m-1781814000,mid_cross,UP,DOWN,0.4850,0.5150,0.0300,0.2800,true,7,5,99.00,3,2.2314,1711.1902,1711.2708,-0.0806,-0.034086,-0.017689,-0.000276
1781814297505,4,eth-updown-5m-1781814000,mid_cross,DOWN,UP,0.5600,0.5150,0.0450,0.1600,false,8,5,99.33,2,2.2314,1711.1821,1711.2708,-0.0887,-0.027293,-0.016919,0.000770
1781814323024,5,eth-updown-5m-1781814300,armed_init,,UP,0.5850,0.4150,0.1700,0.0000,false,0,0,8.00,276,2.1521,1711.6828,1711.3418,0.3410,0.012139,0.011155,-0.000614
1781814428036,5,eth-updown-5m-1781814300,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.5200,true,1,1,43.00,171,2.0214,1711.5777,1711.3418,0.2359,-0.050765,-0.049314,0.004286
1781814437746,5,eth-updown-5m-1781814300,mid_cross,DOWN,UP,0.5150,0.5000,0.0150,0.0400,false,2,1,46.00,162,2.0214,1711.3127,1711.3418,-0.0291,-0.053861,-0.032733,0.007722
