timestamp,window_id,slug,event,from_side,to_side,up_mid,down_mid,lead_gap,peak_prev_gap,gap_at_flip,post_flip_peak,effective_gap,is_significant,cross_count,significant_cross_count,time_pct,secs_to_end,current_atr,spot_price,ptb,ptb_delta_usd,spot_velocity,spot_smoothed_velocity,spot_acceleration
1781349819381,158,btc-updown-15m-1781349300,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.5450,0.0100,0.0100,0.5450,true,1,1,57.78,380,59.4000,63897.9995,,,-0.320330,-0.248670,0.230372
1781349832107,158,btc-updown-15m-1781349300,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.1800,0.0100,0.0100,0.1800,true,2,2,59.22,367,59.4000,63889.0852,,,-0.315849,-0.303675,0.028504
1781350272057,159,btc-updown-15m-1781350200,armed_init,,DOWN,0.3350,0.6650,0.3300,0.0000,0.0000,0.0000,0.0000,false,0,0,8.11,827,59.4000,63897.3074,,,0.034361,-0.040123,0.003487
1781351171589,160,btc-updown-15m-1781351100,armed_init,,DOWN,0.4250,0.5900,0.1650,0.0000,0.0000,0.0000,0.0000,false,0,0,8.00,828,59.4000,63863.0044,,,-0.325110,-0.122111,0.010640
1781351189271,160,btc-updown-15m-1781351100,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.1650,0.0100,0.0100,0.1650,true,1,1,10.00,810,59.4000,63866.4714,,,0.174664,0.193979,-0.016722
1781351192141,160,btc-updown-15m-1781351100,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.0100,0.0100,0.0100,0.0100,false,2,1,10.33,807,59.4000,63869.7791,,,0.338734,0.405540,0.116343
1781351314331,160,btc-updown-15m-1781351100,mid_cross,DOWN,UP,0.5150,0.4850,0.0300,0.2400,0.0300,0.0300,0.2400,true,3,3,23.89,685,59.4000,63866.5779,,,-0.000327,0.053031,-0.005688
1781351355567,160,btc-updown-15m-1781351100,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.1400,0.0100,0.0100,0.1400,false,4,3,28.44,644,59.4000,63871.8553,,,-0.212755,-0.117169,0.010424
1781351355569,160,btc-updown-15m-1781351100,mid_cross,DOWN,UP,0.5150,0.5050,0.0100,0.0100,0.0100,0.0100,0.0100,false,5,3,28.44,644,59.4000,63871.8553,,,-0.212755,-0.117169,0.010424
1781351355626,160,btc-updown-15m-1781351100,mid_cross,UP,DOWN,0.4650,0.5200,0.0550,0.0100,0.0550,0.0550,0.0550,false,6,3,28.44,644,59.4000,63871.8553,,,-0.212755,-0.117169,0.010424
1781351410006,160,btc-updown-15m-1781351100,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.1800,0.0100,0.0100,0.1800,true,7,5,34.56,589,59.4000,63863.2066,,,-0.295300,-0.216260,0.044497
1781351442653,160,btc-updown-15m-1781351100,mid_cross,UP,DOWN,0.4850,0.5050,0.0200,0.0200,0.0200,0.0200,0.0200,false,8,5,38.11,557,59.4000,63871.0635,,,0.013520,0.043406,0.007672
1781351453607,160,btc-updown-15m-1781351100,mid_cross,DOWN,UP,0.5100,0.5000,0.0100,0.2000,0.0100,0.0100,0.2000,true,9,7,39.33,546,59.4000,63864.0956,,,-0.346898,-0.287183,0.028391
1781351698293,160,btc-updown-15m-1781351100,mid_cross,UP,DOWN,0.5050,0.5150,0.0100,0.3800,0.0100,0.0100,0.3800,true,10,8,66.56,301,59.4000,63877.3473,,,-0.107967,-0.152349,0.012586
1781351698295,160,btc-updown-15m-1781351100,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.0100,0.0100,0.0100,0.0100,false,11,8,66.56,301,59.4000,63877.3473,,,-0.107967,-0.152349,0.012586
1781351698326,160,btc-updown-15m-1781351100,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.0100,0.0100,0.0100,0.0100,false,12,8,66.56,301,59.4000,63877.3473,,,-0.107967,-0.152349,0.012586
1781351704475,160,btc-updown-15m-1781351100,mid_cross,DOWN,UP,0.5150,0.5000,0.0150,0.1700,0.0150,0.0150,0.1700,true,13,10,67.22,295,59.4000,63864.0569,,,-0.891425,-0.822955,0.046647
1781352072427,161,btc-updown-15m-1781352000,armed_init,,DOWN,0.4550,0.5450,0.0900,0.0000,0.0000,0.0000,0.0000,false,0,0,8.11,827,59.4000,63926.3666,,,0.203744,0.110660,-0.009647
1781352971686,162,btc-updown-15m-1781352900,armed_init,,UP,0.5450,0.4550,0.0900,0.0000,0.0000,0.0000,0.0000,false,0,0,8.00,828,59.4000,63908.6674,,,1.054348,0.856708,-0.064094
1781353201326,162,btc-updown-15m-1781352900,mid_cross,UP,DOWN,0.5000,0.5150,0.0150,0.2400,0.0150,0.0150,0.2400,true,1,1,33.56,598,59.4000,63909.2299,,,0.030345,-0.025185,-0.010277
1781353210996,162,btc-updown-15m-1781352900,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.1000,0.0100,0.0100,0.1000,false,2,1,34.56,589,59.4000,63900.6674,,,-0.427913,-0.419951,0.038056
1781353217803,162,btc-updown-15m-1781352900,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.0200,0.0100,0.0100,0.0200,false,3,1,35.33,582,59.4000,63901.3142,,,-0.383027,-0.190266,0.105207
1781353222730,162,btc-updown-15m-1781352900,mid_cross,DOWN,UP,0.5250,0.5050,0.0200,0.0200,0.0200,0.0200,0.0200,false,4,1,35.89,577,59.4000,63901.3132,,,-0.368136,-0.137470,0.011874
1781353291068,162,btc-updown-15m-1781352900,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.1600,0.0100,0.0100,0.1600,true,5,3,43.56,508,59.4000,63906.2875,,,0.004567,0.003740,-0.000171
1781353325403,162,btc-updown-15m-1781352900,mid_cross,DOWN,UP,0.5150,0.5000,0.0150,0.3200,0.0150,0.0150,0.3200,true,6,4,47.33,474,59.4000,63896.3005,,,0.074313,-0.038680,0.004738
1781353498750,162,btc-updown-15m-1781352900,mid_cross,UP,DOWN,0.4150,0.5050,0.0900,0.6800,0.0900,0.0900,0.6800,true,7,5,66.56,301,59.4000,63924.2625,,,-0.216540,-0.121842,0.010602
1781353501637,162,btc-updown-15m-1781352900,mid_cross,DOWN,UP,0.5250,0.4750,0.0500,0.2800,0.0500,0.0500,0.2800,true,8,6,66.89,298,59.4000,63902.8457,,,-1.278115,-1.665296,-0.462354
1781353501642,162,btc-updown-15m-1781352900,mid_cross,UP,DOWN,0.5250,0.5750,0.0500,0.0500,0.0500,0.0500,0.0500,false,9,6,66.89,298,59.4000,63902.8457,,,-1.278115,-1.665296,-0.462354
1781353501675,162,btc-updown-15m-1781352900,mid_cross,DOWN,UP,0.5100,0.4900,0.0200,0.0650,0.0200,0.0200,0.0650,false,10,6,66.89,298,59.4000,63902.8457,,,-1.278115,-1.665296,-0.462354
1781353501715,162,btc-updown-15m-1781352900,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.0200,0.0100,0.0100,0.0200,false,11,6,66.89,298,59.4000,63902.8457,,,-1.278115,-1.665296,-0.462354
1781353501720,162,btc-updown-15m-1781352900,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.0100,0.0100,0.0100,0.0100,false,12,6,66.89,298,59.4000,63902.8457,,,-1.278115,-1.665296,-0.462354
1781353504028,162,btc-updown-15m-1781352900,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.2100,0.0100,0.0100,0.2100,true,13,8,67.22,295,59.4000,63905.5466,,,-0.988960,-1.192120,0.359670
1781353504050,162,btc-updown-15m-1781352900,mid_cross,DOWN,UP,0.4950,0.4750,0.0200,0.0100,0.0200,0.0200,0.0200,false,14,8,67.22,295,59.4000,63905.5466,,,-0.988960,-1.192120,0.359670
1781353793604,162,btc-updown-15m-1781352900,mid_cross,UP,DOWN,0.5450,0.6200,0.0750,0.9850,0.0750,0.0750,0.9850,true,15,10,99.33,6,59.4000,63937.3874,,,0.278675,0.116880,0.016961
1781353793606,162,btc-updown-15m-1781352900,mid_cross,DOWN,UP,0.7250,0.6200,0.1050,0.0750,0.1050,0.1050,0.1050,false,16,10,99.33,6,59.4000,63937.3874,,,0.278675,0.116880,0.016961
1781353795269,162,btc-updown-15m-1781352900,mid_cross,UP,DOWN,0.6250,0.6450,0.0200,0.8900,0.0200,0.0200,0.8900,true,17,12,99.56,4,59.4000,63929.2430,,,-0.126920,-0.552422,-0.662039
1781353795283,162,btc-updown-15m-1781352900,mid_cross,DOWN,UP,0.6250,0.4650,0.1600,0.0200,0.1600,0.1600,0.1600,true,18,13,99.56,4,59.4000,63929.2430,,,-0.126920,-0.552422,-0.662039
1781353795407,162,btc-updown-15m-1781352900,mid_cross,UP,DOWN,0.5950,0.7050,0.1100,0.7100,0.1100,0.1100,0.7100,true,19,14,99.56,4,59.4000,63929.2430,,,-0.126920,-0.552422,-0.662039
1781353795552,162,btc-updown-15m-1781352900,mid_cross,DOWN,UP,0.8950,0.5500,0.3450,0.3750,0.3450,0.3450,0.3750,true,20,15,99.56,4,59.4000,63929.2430,,,-0.126920,-0.552422,-0.662039
1781353795591,162,btc-updown-15m-1781352900,mid_cross,UP,DOWN,0.8950,0.9950,0.1000,0.3450,0.1000,0.1000,0.3450,true,21,16,99.56,4,59.4000,63929.2430,,,-0.126920,-0.552422,-0.662039
1781353795597,162,btc-updown-15m-1781352900,mid_cross,DOWN,UP,0.8250,0.1750,0.6500,0.1700,0.6500,0.6500,0.6500,true,22,17,99.56,4,59.4000,63929.2430,,,-0.126920,-0.552422,-0.662039
1781353795619,162,btc-updown-15m-1781352900,mid_cross,UP,DOWN,0.8250,0.8650,0.0400,0.6500,0.0400,0.0400,0.6500,true,23,18,99.56,4,59.4000,63929.2430,,,-0.126920,-0.552422,-0.662039
1781353795628,162,btc-updown-15m-1781352900,mid_cross,DOWN,UP,0.8300,0.1700,0.6600,0.0400,0.6600,0.6600,0.6600,true,24,19,99.56,4,59.4000,63929.2430,,,-0.126920,-0.552422,-0.662039
1781353795893,162,btc-updown-15m-1781352900,mid_cross,UP,DOWN,0.4700,0.5300,0.0600,0.8500,0.0600,0.0600,0.8500,true,25,20,99.56,4,59.4000,63907.4779,,,-1.215129,-2.248495,-1.696073
1781353795927,162,btc-updown-15m-1781352900,mid_cross,DOWN,UP,0.6050,0.5500,0.0550,0.0800,0.0550,0.0550,0.0800,false,26,20,99.56,4,59.4000,63907.4779,,,-1.215129,-2.248495,-1.696073
1781353872134,163,btc-updown-15m-1781353800,armed_init,,UP,0.5950,0.4050,0.1900,0.0000,0.0000,0.0000,0.0000,false,0,0,8.11,827,59.4000,63928.2471,,,0.191817,0.225872,0.055239
1781354772844,164,btc-updown-15m-1781354700,armed_init,,UP,0.5550,0.4650,0.0900,0.0000,0.0000,0.0000,0.0000,false,0,0,8.11,827,59.4000,63978.2888,,,0.131143,0.143937,-0.007576
1781355671255,165,btc-updown-15m-1781355600,armed_init,,DOWN,0.4450,0.5650,0.1200,0.0000,0.0000,0.0000,0.0000,false,0,0,8.00,828,59.4000,64098.4781,,,0.877004,0.460686,-0.117252
1781355936542,165,btc-updown-15m-1781355600,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.5800,0.0100,0.0100,0.5800,true,1,1,37.44,563,59.4000,64104.9471,,,0.701622,1.138631,-0.089410
1781356051061,165,btc-updown-15m-1781355600,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.3250,0.0100,0.0100,0.3250,true,2,2,50.22,448,59.4000,64107.4852,,,-0.897714,-0.833491,0.018994
1781356052648,165,btc-updown-15m-1781355600,mid_cross,DOWN,UP,0.5250,0.5150,0.0100,0.0200,0.0100,0.0100,0.0200,false,3,2,50.33,447,59.4000,64107.2824,,,-0.898014,-0.783061,0.050430
1781356057239,165,btc-updown-15m-1781355600,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.0500,0.0100,0.0100,0.0500,false,4,2,50.89,442,59.4000,64103.3005,,,-0.803071,-0.767437,0.040973
1781356062302,165,btc-updown-15m-1781355600,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.0400,0.0100,0.0100,0.0400,false,5,2,51.44,437,59.4000,64099.0022,,,-1.207928,-0.797095,0.061160
1781356062545,165,btc-updown-15m-1781355600,mid_cross,UP,DOWN,0.4850,0.5050,0.0200,0.0100,0.0200,0.0200,0.0200,false,6,2,51.44,437,59.4000,64099.0022,,,-1.207928,-0.797095,0.061160
1781356110020,165,btc-updown-15m-1781355600,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.1000,0.0100,0.0100,0.1000,false,7,2,56.78,389,59.4000,64092.8991,,,-0.238972,-0.240700,0.020467
1781356173128,165,btc-updown-15m-1781355600,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.2900,0.0100,0.0100,0.2900,true,8,4,63.78,326,59.4000,64104.5827,,,-0.379648,-0.521495,0.013927
1781356178487,165,btc-updown-15m-1781355600,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.0200,0.0100,0.0100,0.0200,false,9,4,64.33,321,59.4000,64103.8931,,,-0.404280,-0.378006,0.060858
1781356259433,165,btc-updown-15m-1781355600,mid_cross,UP,DOWN,0.4800,0.4950,0.0150,0.3300,0.0150,0.0150,0.3300,true,10,6,73.33,240,59.4000,64101.2912,,,0.047104,0.065244,-0.009424
1781356262393,165,btc-updown-15m-1781355600,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.1400,0.0100,0.0100,0.1400,false,11,6,73.67,237,59.4000,64096.6386,,,-0.157744,-0.320017,-0.368936
1781356571414,166,btc-updown-15m-1781356500,armed_init,,DOWN,0.3050,0.7050,0.4000,0.0000,0.0000,0.0000,0.0000,false,0,0,8.00,828,59.4000,64101.3596,,,-0.419313,-0.894850,-0.077648
1781357025668,166,btc-updown-15m-1781356500,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.7600,0.0100,0.0100,0.7600,true,1,1,58.44,374,59.4000,64135.1698,,,0.479555,0.512328,-0.049756
1781357473189,167,btc-updown-15m-1781357400,armed_init,,DOWN,0.2050,0.7950,0.5900,0.0000,0.0000,0.0000,0.0000,false,0,0,8.22,826,59.4000,64141.6078,,,-1.161301,-0.843268,-0.028863
1781357758662,167,btc-updown-15m-1781357400,mid_cross,DOWN,UP,0.5150,0.5000,0.0150,0.7000,0.0150,0.0150,0.7000,true,1,1,39.89,541,59.4000,64192.3227,,,0.406454,0.425460,0.090001
1781357762809,167,btc-updown-15m-1781357400,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.0800,0.0100,0.0100,0.0800,false,2,1,40.33,537,59.4000,64201.4748,,,0.858714,0.853738,-0.082335
1781357822664,167,btc-updown-15m-1781357400,mid_cross,DOWN,UP,0.5150,0.5050,0.0100,0.3600,0.0100,0.0100,0.3600,true,3,3,47.00,477,59.4000,64180.1836,,,-0.177189,-0.248062,-0.173842
1781357877798,167,btc-updown-15m-1781357400,mid_cross,UP,DOWN,0.4650,0.5000,0.0350,0.0800,0.0350,0.0350,0.0800,false,4,3,53.11,422,59.4000,64201.4849,,,0.000479,0.030076,-0.003262
1781358072840,167,btc-updown-15m-1781357400,mid_cross,DOWN,UP,0.5250,0.5150,0.0100,0.5800,0.0100,0.0100,0.5800,true,5,5,74.78,227,59.4000,64182.4742,,,0.203829,0.138409,0.099540
1781358072985,167,btc-updown-15m-1781357400,mid_cross,UP,DOWN,0.4950,0.5150,0.0200,0.0100,0.0200,0.0200,0.0200,false,6,5,74.78,227,59.4000,64182.5492,,,0.138336,0.133343,-0.005067
1781358073371,167,btc-updown-15m-1781357400,mid_cross,DOWN,UP,0.5100,0.5000,0.0100,0.0200,0.0100,0.0100,0.0200,false,7,5,74.89,226,59.4000,64182.5492,,,0.138336,0.133343,-0.005067
1781358104836,167,btc-updown-15m-1781357400,mid_cross,UP,DOWN,0.4850,0.4950,0.0100,0.4400,0.0100,0.0100,0.4400,true,8,7,78.33,195,59.4000,64195.6512,,,0.049683,-0.337543,-0.796366
1781358122888,167,btc-updown-15m-1781357400,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.1800,0.0100,0.0100,0.1800,true,9,8,80.33,177,59.4000,64189.6444,,,-0.775451,-0.256879,0.023788
1781358127946,167,btc-updown-15m-1781357400,mid_cross,UP,DOWN,0.4850,0.5150,0.0300,0.1900,0.0300,0.0300,0.1900,true,10,9,80.89,172,59.4000,64195.7408,,,0.073248,0.242256,0.019051
1781358371047,168,btc-updown-15m-1781358300,armed_init,,DOWN,0.2750,0.7350,0.4600,0.0000,0.0000,0.0000,0.0000,false,0,0,8.00,828,59.4000,64090.4232,,,-0.784233,-0.718062,-0.172939
1781358533883,168,btc-updown-15m-1781358300,mid_cross,DOWN,UP,0.5350,0.5050,0.0300,0.8000,0.0300,0.0300,0.8000,true,1,1,26.00,666,59.4000,64108.9005,,,3.727123,4.774830,-0.576316
1781358545267,168,btc-updown-15m-1781358300,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.3600,0.0100,0.0100,0.3600,true,2,2,27.33,654,59.4000,64134.8305,,,5.194366,2.218949,-0.235174
1781358548460,168,btc-updown-15m-1781358300,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.0800,0.0100,0.0100,0.0800,false,3,2,27.67,651,59.4000,64126.0361,,,4.855627,1.084605,-0.412602
1781358551352,168,btc-updown-15m-1781358300,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.2750,0.0100,0.0100,0.2750,true,4,4,28.00,648,59.4000,64139.9029,,,2.809813,1.963611,1.084689
1781358552798,168,btc-updown-15m-1781358300,mid_cross,DOWN,UP,0.5200,0.5000,0.0200,0.0150,0.0200,0.0200,0.0200,false,5,4,28.11,647,59.4000,64139.6472,,,1.575670,1.786165,-0.177446
1781358595397,168,btc-updown-15m-1781358300,mid_cross,UP,DOWN,0.4950,0.5150,0.0200,0.2200,0.0200,0.0200,0.2200,true,6,6,32.89,604,59.4000,64139.8487,,,-0.452321,-0.372417,0.023116
1781358595446,168,btc-updown-15m-1781358300,mid_cross,DOWN,UP,0.4950,0.4850,0.0100,0.0200,0.0100,0.0100,0.0200,false,7,6,32.89,604,59.4000,64139.8487,,,-0.452321,-0.372417,0.023116
1781358595457,168,btc-updown-15m-1781358300,mid_cross,UP,DOWN,0.4950,0.5150,0.0200,0.0100,0.0200,0.0200,0.0200,false,8,6,32.89,604,59.4000,64139.8487,,,-0.452321,-0.372417,0.023116
1781358602224,168,btc-updown-15m-1781358300,mid_cross,DOWN,UP,0.5150,0.4850,0.0300,0.1000,0.0300,0.0300,0.1000,false,9,6,33.67,597,59.4000,64115.2292,,,-1.687693,-1.737904,-0.215179
1781358604634,168,btc-updown-15m-1781358300,mid_cross,UP,DOWN,0.4700,0.4950,0.0250,0.0700,0.0250,0.0250,0.0700,false,10,6,33.89,595,59.4000,64116.8626,,,-1.644741,-1.340414,0.259675
1781359273537,169,btc-updown-15m-1781359200,armed_init,,UP,0.5250,0.4750,0.0500,0.0000,0.0000,0.0000,0.0000,false,0,0,8.22,826,59.4000,64068.8128,,,0.579176,0.398829,-0.038218
1781360171215,170,btc-updown-15m-1781360100,armed_init,,UP,0.6350,0.3750,0.2600,0.0000,0.0000,0.0000,0.0000,false,0,0,8.00,828,59.4000,64146.2839,,,0.430090,0.311533,-0.022843
1781360396277,170,btc-updown-15m-1781360100,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.4050,0.0100,0.0100,0.4050,true,1,1,33.00,603,59.4000,64126.3565,,,-0.169306,-0.213402,0.018293
1781361072774,171,btc-updown-15m-1781361000,armed_init,,UP,0.5950,0.4050,0.1900,0.0000,0.0000,0.0000,0.0000,false,0,0,8.11,827,59.4000,64112.9531,,,-0.096659,-0.002874,0.037784
1781362535234,172,btc-updown-15m-1781361900,armed_init,,UP,0.8850,0.1150,0.7700,0.0000,0.0000,0.0000,0.0000,false,0,0,70.67,264,59.4000,64161.9491,,,-0.552995,-0.439625,0.114339
1781367782571,173,btc-updown-15m-1781362800,armed_init,,TIE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,false,0,0,100.00,-4082,59.4000,64176.8458,64182.6700,-5.8242,-0.149009,-0.050401,-0.009309
1781367783172,174,btc-updown-15m-1781366400,armed_init,,TIE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,false,0,0,100.00,-483,59.4000,64176.8458,64262.6300,-85.7842,-0.149009,-0.050401,-0.009309
1781367784113,175,btc-updown-15m-1781367300,armed_init,,DOWN,0.1750,0.8250,0.6500,0.0000,0.0000,0.0000,0.0000,false,0,0,53.89,415,59.4000,64176.8458,,,-0.149009,-0.050401,-0.009309
1781368457699,176,btc-updown-15m-1781368200,armed_init,,UP,0.6950,0.3050,0.3900,0.0000,0.0000,0.0000,0.0000,false,0,0,28.67,642,59.4000,63956.8450,,,-0.738787,-0.687162,0.070868
1781370041550,177,btc-updown-15m-1781369100,armed_init,,DOWN,0.0050,0.4950,0.4900,0.0000,0.0000,0.0000,0.0000,false,0,0,100.00,-41,59.4000,63949.0568,,,-1.948904,-1.436888,0.120633
1781370071306,178,btc-updown-15m-1781370000,armed_init,,DOWN,0.4550,0.5450,0.0900,0.0000,0.0000,0.0000,0.0000,false,0,0,8.00,828,59.4000,63984.3834,,,-0.019709,-0.036944,0.004015
1781372145888,179,btc-updown-15m-1781370900,armed_init,,TIE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,false,0,0,100.00,-345,59.4000,63957.2269,63924.4400,32.7869,-0.946849,-0.967486,0.035650
1781372146545,180,btc-updown-15m-1781371800,armed_init,,UP,0.5650,0.4350,0.1300,0.0000,0.0000,0.0000,0.0000,false,0,0,38.56,553,59.4000,63957.2269,,,-0.946849,-0.967486,0.035650
1781373415991,181,btc-updown-15m-1781372700,armed_init,,DOWN,0.0150,0.9850,0.9700,0.0000,0.0000,0.0000,0.0000,false,0,0,79.56,184,59.4000,64073.3116,,,0.034568,0.117936,-0.009131
1781373774513,182,btc-updown-15m-1781373600,armed_init,,UP,0.5850,0.4350,0.1500,0.0000,0.0000,0.0000,0.0000,false,0,0,19.44,725,59.4000,63972.5726,,,-0.034867,-0.030327,0.003046
1781374838893,183,btc-updown-15m-1781374500,armed_init,,DOWN,0.4150,0.5750,0.1600,0.0000,0.0000,0.0000,0.0000,false,0,0,37.67,561,59.4000,63991.8719,,,0.985249,1.186302,-0.063530
1781374870913,183,btc-updown-15m-1781374500,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.1700,0.0100,0.0100,0.1700,true,1,1,41.22,529,59.4000,64023.7174,,,0.396919,0.412465,-0.010872
1781374876655,183,btc-updown-15m-1781374500,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.0600,0.0100,0.0100,0.0600,false,2,1,41.89,523,59.4000,64026.8070,,,0.525317,0.458225,0.055176
1781375471850,184,btc-updown-15m-1781375400,armed_init,,DOWN,0.4850,0.5250,0.0400,0.0000,0.0000,0.0000,0.0000,false,0,0,8.00,828,59.4000,64171.8492,,,0.019819,0.048548,0.044453
1781375494523,184,btc-updown-15m-1781375400,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.0400,0.0100,0.0100,0.0400,false,1,0,10.56,805,59.4000,64174.1999,,,0.119733,0.079339,-0.007212
1781375510189,184,btc-updown-15m-1781375400,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.1800,0.0100,0.0100,0.1800,true,2,2,12.33,789,59.4000,64185.8265,,,0.621380,0.610709,-0.053100
1781375850379,184,btc-updown-15m-1781375400,mid_cross,DOWN,UP,0.8250,0.1750,0.6500,0.1200,0.6500,0.6500,0.6500,true,3,3,50.11,449,59.4000,64206.7078,,,0.939389,0.921752,-0.080525
1781376528840,185,btc-updown-15m-1781376300,armed_init,,DOWN,0.2350,0.7650,0.5300,0.0000,0.0000,0.0000,0.0000,false,0,0,25.44,671,59.4000,64216.9441,,,-1.173532,-0.715659,-0.025851
1781377291549,186,btc-updown-15m-1781377200,armed_init,,UP,0.5450,0.4650,0.0800,0.0000,0.0000,0.0000,0.0000,false,0,0,10.22,808,59.4000,64151.2243,,,0.247762,0.290259,-0.025454
1781379467826,187,btc-updown-15m-1781378100,armed_init,,TIE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,false,0,0,100.00,-467,59.4000,64158.8094,64168.4000,-9.5906,0.429109,0.290879,-0.025066
1781379468669,188,btc-updown-15m-1781379000,armed_init,,UP,0.8550,0.1450,0.7100,0.0000,0.0000,0.0000,0.0000,false,0,0,52.11,431,59.4000,64158.8094,,,0.429109,0.290879,-0.025066
1781380786289,189,btc-updown-15m-1781379900,armed_init,,UP,0.8700,0.1300,0.7400,0.0000,0.0000,0.0000,0.0000,false,0,0,98.56,13,59.4000,64256.4562,,,-0.224097,-0.044052,-0.025773
1781381784716,191,btc-updown-15m-1781381700,armed_init,,DOWN,0.4950,0.5050,0.0100,0.0000,0.0000,0.0000,0.0000,false,0,0,9.44,815,59.4000,64247.4288,,,-0.403200,-0.571676,0.017195
1781383128519,192,btc-updown-15m-1781382600,armed_init,,UP,0.6450,0.3550,0.2900,0.0000,0.0000,0.0000,0.0000,false,0,0,58.78,371,59.4000,64247.1702,,,0.323264,0.124053,-0.017601
1781383165203,192,btc-updown-15m-1781382600,mid_cross,UP,DOWN,0.4850,0.5450,0.0600,0.3400,0.0600,0.0600,0.3400,true,1,1,62.89,334,59.4000,64236.5649,,,-0.021420,-0.008827,0.000510
1781385054369,193,btc-updown-15m-1781383500,armed_init,,TIE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,false,0,0,100.00,-654,59.4000,64216.9657,64220.5100,-3.5443,-0.999513,-0.950626,0.082123
1781385054993,194,btc-updown-15m-1781384400,armed_init,,DOWN,0.4750,0.5250,0.0500,0.0000,0.0000,0.0000,0.0000,false,0,0,72.78,245,59.4000,64216.9657,,,-0.999513,-0.950626,0.082123
1781385550637,195,btc-updown-15m-1781385300,armed_init,,UP,0.6150,0.3950,0.2200,0.0000,0.0000,0.0000,0.0000,false,0,0,27.89,649,59.4000,64248.3900,,,-0.127013,-0.100262,0.006532
1781386271026,196,btc-updown-15m-1781386200,armed_init,,UP,0.7350,0.2650,0.4700,0.0000,0.0000,0.0000,0.0000,false,0,0,8.00,828,59.4000,64239.5840,,,0.030598,0.063217,-0.009973
1781387447953,197,btc-updown-15m-1781387100,armed_init,,DOWN,0.1750,0.8250,0.6500,0.0000,0.0000,0.0000,0.0000,false,0,0,38.67,552,59.4000,64327.7341,,,1.568369,2.009453,0.012283
1781388071005,198,btc-updown-15m-1781388000,armed_init,,DOWN,0.3250,0.6850,0.3600,0.0000,0.0000,0.0000,0.0000,false,0,0,8.00,828,59.4000,64387.1820,,,-0.652355,-1.043769,0.075661
1781389995437,199,btc-updown-15m-1781388900,armed_init,,TIE,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,false,0,0,100.00,-195,59.4000,64370.4171,64391.9200,-21.5029,-0.185233,0.130745,0.082318
1781389995861,200,btc-updown-15m-1781389800,armed_init,,DOWN,0.4350,0.5650,0.1300,0.0000,0.0000,0.0000,0.0000,false,0,0,21.78,704,59.4000,64370.4171,,,-0.185233,0.130745,0.082318
1781391149989,201,btc-updown-15m-1781390700,armed_init,,DOWN,0.2950,0.7050,0.4100,0.0000,0.0000,0.0000,0.0000,false,0,0,50.00,450,59.4000,64478.0633,,,0.018841,-0.088925,-0.137450
1781391801817,202,btc-updown-15m-1781391600,armed_init,,DOWN,0.4550,0.5450,0.0900,0.0000,0.0000,0.0000,0.0000,false,0,0,22.44,698,59.4000,64470.1005,,,0.094359,0.045114,-0.003397
