timestamp,window_id,slug,action,side,amount,amount_kind,signal_shares,signal_usd_value,price,reason,executed,current_atr,secs_to_end,time_pct,spot_price,spot_velocity_usd_per_sec,spot_smoothed_velocity_usd_per_sec,spot_acceleration_usd_per_sec2,ptb,ptb_delta_usd,ptb_delta_pct,up_bid,up_ask,down_bid,down_ask,up_shares,down_shares,paired_shares,spent,returned,terminal_floor,terminal_floor_gap,mtm,unrealized_pnl
1780596696075,1,btc-updown-5m-1780596600,SELL,DOWN,1.20000000,shares,1.20000000,0.8280,0.6900,d1_strong_runner_sell_down_step1_runner_skim_phase_mid_atr_storm_bid_0.69_p_0.832_itm_pct_0.1027_itm_z_0.35_step_1_fraction_0.20_sell_1.2000_keep_paired_0.0000_time_32.3,true,100.7500,203,32.33,63139.3330,-1.965828,-2.235964,0.108705,63204.2130,-64.8800,-0.102651,0.2800,0.2900,0.6900,0.7200,0.00000000,6.00000000,0.00000000,3.0000,0.0000,0.0000,-3.0000,4.1400,1.1400
1780596845014,1,btc-updown-5m-1780596600,SELL,DOWN,1.20000000,shares,1.20000000,1.1400,0.9500,d1_strong_runner_sell_down_step2_profit_lock_phase_late_atr_storm_bid_0.95_p_0.796_itm_pct_0.1138_itm_z_0.75_step_2_fraction_0.25_sell_1.2000_keep_paired_0.0000_time_82.0,true,100.7500,54,82.00,63132.3098,0.214716,-0.528096,-0.221262,63204.2130,-71.9032,-0.113763,0.0500,0.0600,0.9500,0.9600,0.00000000,4.80000000,0.00000000,3.0000,0.8280,0.8280,-2.1720,4.5600,2.3880
1780596998369,2,btc-updown-5m-1780596900,SELL,UP,1.22448980,shares,1.22448980,0.9918,0.8100,d1_strong_runner_sell_up_step1_runner_skim_phase_mid_atr_storm_bid_0.81_p_0.744_itm_pct_0.1057_itm_z_0.36_step_1_fraction_0.20_sell_1.2245_keep_paired_0.0000_time_33.0,true,100.7500,201,33.00,63147.9906,0.562239,1.078484,0.372463,63081.3159,66.6747,0.105696,0.8100,0.8200,0.1900,0.2000,6.12244898,0.00000000,0.00000000,3.0000,0.0000,0.0000,-3.0000,4.9592,1.9592
1780597079003,2,btc-updown-5m-1780596900,SELL,UP,1.22448980,shares,1.22448980,1.2122,0.9900,d1_strong_runner_sell_up_step2_profit_lock_phase_late_atr_storm_bid_0.99_p_0.976_itm_pct_0.3534_itm_z_1.56_step_2_fraction_0.25_sell_1.2245_keep_paired_0.0000_time_60.0,true,100.7500,120,60.00,63304.2669,2.892373,1.929405,-0.036498,63081.3159,222.9511,0.353434,0.9900,1.0000,0.0100,0.0200,4.89795918,0.00000000,0.00000000,3.0000,0.9918,0.9918,-2.0082,4.8490,2.8408
1780597079015,2,btc-updown-5m-1780596900,SELL,UP,0.73469388,shares,0.73469388,0.7273,0.9900,d1_strong_runner_sell_up_step3_deep_lock_phase_late_atr_storm_bid_0.99_p_0.976_itm_pct_0.3534_itm_z_1.56_step_3_fraction_0.20_sell_0.7347_keep_paired_0.0000_time_60.0,true,100.7500,120,60.00,63304.2669,2.892373,1.929405,-0.036498,63081.3159,222.9511,0.353434,0.9900,1.0000,0.0100,0.0200,3.67346939,0.00000000,0.00000000,3.0000,2.2041,2.2041,-0.7959,3.6367,2.8408
1780597287983,3,btc-updown-5m-1780597200,BUY,DOWN,1.09117647,usd,2.05882353,1.0912,0.5300,d1_cross_hedge_buy_down_phase_mid_atr_volatile_cross_now_false_baseline_BELOW_relation_BELOW_first_p_0.229_first_otm_pct_0.0146_first_otm_z_0.06_hedge_now_0.00_hedge_target_0.35_hedge_gap_0.35_first_0.51_opp_0.53_pair_cost_1.04_max_pair_1.04_shares_2.0588,true,79.2214,212,29.33,63297.4937,-1.688782,-1.911688,-0.501888,63306.7052,-9.2115,-0.014551,0.4700,0.4800,0.5200,0.5300,5.88235294,0.00000000,0.00000000,3.0000,0.0000,0.0000,-3.0000,2.7647,-0.2353
1780597315135,3,btc-updown-5m-1780597200,SELL,UP,1.17647059,shares,1.17647059,0.8118,0.6900,d1_strong_runner_sell_up_step1_runner_skim_phase_mid_atr_volatile_bid_0.69_p_0.830_itm_pct_0.0682_itm_z_0.31_step_1_fraction_0.20_sell_1.1765_keep_paired_2.0588_time_38.7,true,79.2214,184,38.67,63349.8877,1.794209,1.944700,0.062327,63306.7052,43.1825,0.068212,0.6900,0.7000,0.3000,0.3100,5.88235294,2.05882353,2.05882353,4.0912,0.0000,2.0588,-2.0324,4.6765,0.5853
1780597387349,3,btc-updown-5m-1780597200,SELL,UP,1.17647059,shares,1.17647059,1.0118,0.8600,d1_strong_runner_sell_up_step2_profit_lock_phase_late_atr_volatile_bid_0.86_p_0.868_itm_pct_0.1161_itm_z_0.66_step_2_fraction_0.25_sell_1.1765_keep_paired_2.0588_time_62.7,true,81.3786,112,62.67,63380.2354,2.372771,1.811387,0.582894,63306.7052,73.5302,0.116149,0.8600,0.9100,0.0900,0.1400,4.70588235,2.05882353,2.05882353,4.0912,0.8118,2.8706,-1.2206,4.2324,0.9529
1780597406085,3,btc-updown-5m-1780597200,SELL,UP,0.70588235,shares,0.70588235,0.6776,0.9600,d1_strong_runner_sell_up_step3_deep_lock_phase_late_atr_volatile_bid_0.96_p_0.892_itm_pct_0.1606_itm_z_1.00_step_3_fraction_0.20_sell_0.7059_keep_paired_2.0588_time_69.0,true,81.3786,93,69.00,63408.3647,2.205921,1.009236,0.218498,63306.7052,101.6595,0.160583,0.9600,0.9700,0.0300,0.0400,3.52941176,2.05882353,2.05882353,4.0912,1.8235,3.8824,-0.2088,3.4500,1.1824
1780597630338,4,btc-updown-5m-1780597500,BUY,DOWN,1.09117647,usd,2.05882353,1.0912,0.5300,d1_cross_hedge_buy_down_phase_mid_atr_storm_cross_now_false_baseline_BELOW_relation_BELOW_first_p_0.496_first_otm_pct_0.0002_first_otm_z_0.00_hedge_now_0.00_hedge_target_0.35_hedge_gap_0.35_first_0.51_opp_0.53_pair_cost_1.04_max_pair_1.04_shares_2.0588,true,91.8714,169,43.67,63520.8011,0.404207,-0.036470,-0.108021,63520.9556,-0.1545,-0.000243,0.4700,0.4800,0.5200,0.5300,5.88235294,0.00000000,0.00000000,3.0000,0.0000,0.0000,-3.0000,2.7647,-0.2353
1780597753717,4,btc-updown-5m-1780597500,SELL,UP,1.17647059,shares,1.17647059,1.0588,0.9000,d1_strong_runner_sell_up_step1_runner_skim_phase_late_atr_volatile_bid_0.90_p_0.713_itm_pct_0.0439_itm_z_0.36_step_1_fraction_0.20_sell_1.1765_keep_paired_2.0588_time_84.7,true,88.4643,46,84.67,63548.8114,0.702841,1.358558,0.823571,63520.9556,27.8558,0.043853,0.9000,0.9200,0.1000,0.1100,5.88235294,2.05882353,2.05882353,4.0912,0.0000,2.0588,-2.0324,5.5000,1.4088
1780597879280,5,btc-updown-5m-1780597800,BUY,UP,1.13400000,usd,2.10000000,1.1340,0.5400,d1_cross_hedge_buy_up_phase_mid_atr_storm_cross_now_false_baseline_ABOVE_relation_ABOVE_first_p_0.755_first_otm_pct_0.0361_first_otm_z_0.10_hedge_now_0.00_hedge_target_0.35_hedge_gap_0.35_first_0.50_opp_0.54_pair_cost_1.04_max_pair_1.04_shares_2.1000,true,116.1429,220,26.67,63833.5530,-3.492285,-3.209774,0.256128,63810.4956,23.0574,0.036134,0.5300,0.5400,0.4500,0.4700,0.00000000,6.00000000,0.00000000,3.0000,0.0000,0.0000,-3.0000,2.7000,-0.3000
1780597910485,5,btc-updown-5m-1780597800,SELL,DOWN,1.20000000,shares,1.20000000,0.8400,0.7000,d1_strong_runner_sell_down_step1_runner_skim_phase_mid_atr_storm_bid_0.70_p_0.899_itm_pct_0.1140_itm_z_0.35_step_1_fraction_0.20_sell_1.2000_keep_paired_2.1000_time_37.0,true,116.1429,189,37.00,63737.7345,-3.960361,-4.020550,0.174592,63810.4956,-72.7611,-0.114027,0.3000,0.3100,0.7000,0.7100,2.10000000,6.00000000,2.10000000,4.1340,0.0000,2.1000,-2.0340,4.8300,0.6960
1780598050645,5,btc-updown-5m-1780597800,SELL,DOWN,1.20000000,shares,1.20000000,1.0560,0.8800,d1_strong_runner_sell_down_step2_profit_lock_phase_late_atr_storm_bid_0.88_p_0.862_itm_pct_0.1579_itm_z_0.88_step_2_fraction_0.25_sell_1.2000_keep_paired_2.1000_time_83.7,true,125.9857,49,83.67,63709.7626,-1.178297,-1.895123,-1.603312,63810.4956,-100.7330,-0.157863,0.1200,0.1300,0.8800,0.8900,2.10000000,4.80000000,2.10000000,4.1340,0.8400,2.9400,-1.1940,4.4760,1.1820
