timestamp,window_id,slug,status,spent,returned,pnl,close_spot,ptb,winner
1780529399087,2,btc-updown-15m-1780528500,CLOSED_TIME,3.0000,5.7900,2.7900,64404.0335,64517.1052,DOWN
1780532999100,6,btc-updown-15m-1780532100,CLOSED_TIME,4.0920,5.5320,1.4400,63343.6101,64225.6948,DOWN
1780533899095,7,btc-updown-15m-1780533000,CLOSED_TIME,3.0000,1.5625,-1.4375,63540.9040,63282.0799,UP
1780534799101,8,btc-updown-15m-1780533900,CLOSED_TIME,3.0000,6.0725,3.0725,63255.4372,63506.7991,DOWN
1780535699099,9,btc-updown-15m-1780534800,CLOSED_TIME,4.2031,3.2031,-1.0000,63030.8754,63250.5322,DOWN
1780536599098,10,btc-updown-15m-1780535700,CLOSED_TIME,3.0000,5.8225,2.8225,62627.2412,63043.5827,DOWN
1780538399096,12,btc-updown-15m-1780537500,CLOSED_TIME,3.0000,5.6784,2.6784,62091.7326,62748.9589,DOWN
1780539299094,13,btc-updown-15m-1780538400,CLOSED_TIME,3.0000,2.4612,-0.5388,62341.1073,62100.3271,UP
1780540199096,14,btc-updown-15m-1780539300,CLOSED_TIME,4.1130,2.8800,-1.2330,62931.8815,62330.5008,UP
1780541099093,15,btc-updown-15m-1780540200,CLOSED_TIME,3.0000,5.7816,2.7816,63335.3471,62931.1484,UP
1780542899092,17,btc-updown-15m-1780542000,CLOSED_TIME,3.0000,5.9804,2.9804,63884.9076,63144.2589,UP
1780543799090,18,btc-updown-15m-1780542900,CLOSED_TIME,4.0286,3.0582,-0.9704,63843.9525,63885.1321,DOWN
1780544699092,19,btc-updown-15m-1780543800,CLOSED_TIME,3.0000,6.0416,3.0416,64309.6327,63845.8718,UP
1780546499089,21,btc-updown-15m-1780545600,CLOSED_TIME,3.0000,5.7000,2.7000,64556.1191,64289.1570,UP
1780549199087,24,btc-updown-15m-1780548300,CLOSED_TIME,3.0000,1.8235,-1.1765,64332.1216,64348.8320,DOWN
1780550099091,25,btc-updown-15m-1780549200,CLOSED_TIME,3.0000,5.8047,2.8047,63891.7925,64332.4106,DOWN
1780550999087,26,btc-updown-15m-1780550100,CLOSED_TIME,3.0000,1.1765,-1.8235,63783.4586,63893.6387,DOWN
1780551899089,27,btc-updown-15m-1780551000,CLOSED_TIME,3.0000,1.4706,-1.5294,64220.7591,63777.1444,UP
1780552799089,28,btc-updown-15m-1780551900,CLOSED_TIME,3.0000,5.9075,2.9075,63896.9078,64220.2882,DOWN
1780553699089,29,btc-updown-15m-1780552800,CLOSED_TIME,3.0000,5.7771,2.7771,64191.7240,63895.8381,UP
1780554599087,30,btc-updown-15m-1780553700,CLOSED_TIME,3.0000,1.8600,-1.1400,64195.3312,64198.1456,DOWN
1780555499087,31,btc-updown-15m-1780554600,CLOSED_TIME,3.0000,1.6875,-1.3125,64271.6024,64185.4871,UP
1780556399089,32,btc-updown-15m-1780555500,CLOSED_TIME,3.0000,0.0000,-3.0000,63964.7029,64274.0009,DOWN
