timestamp,window_id,slug,event,from_side,to_side,up_mid,down_mid,lead_gap,peak_prev_gap,is_significant,cross_count,significant_cross_count,time_pct,secs_to_end,current_atr,spot_price,ptb,ptb_delta_usd,spot_velocity,spot_smoothed_velocity,spot_acceleration
1781830418133,0,btc-updown-5m-1781830200,armed_init,,DOWN,0.0350,0.9650,0.9300,0.0000,false,0,0,73.00,81,28.0143,,,,,,
1781830523179,1,btc-updown-5m-1781830500,armed_init,,DOWN,0.2550,0.7550,0.5000,0.0000,false,0,0,8.00,276,25.9286,62913.2546,62942.6433,-29.3887,-1.120797,-1.142726,-0.013435
1781830794208,1,btc-updown-5m-1781830500,mid_cross,DOWN,UP,0.5500,0.5200,0.0300,0.7600,true,1,1,98.33,5,27.4357,62928.0200,62942.6433,-14.6233,0.062003,0.070300,-0.010425
1781830794228,1,btc-updown-5m-1781830500,mid_cross,UP,DOWN,0.4900,0.5200,0.0300,0.0300,false,2,1,98.33,5,27.4357,62928.0088,62942.6433,-14.6346,0.107995,0.063780,-0.006519
1781830794371,1,btc-updown-5m-1781830500,mid_cross,DOWN,UP,0.5150,0.4850,0.0300,0.1400,false,3,1,98.33,5,27.4357,62928.0088,62942.6433,-14.6346,0.107995,0.063780,-0.006519
1781830794427,1,btc-updown-5m-1781830500,mid_cross,UP,DOWN,0.5050,0.5650,0.0600,0.0400,false,4,1,98.33,5,27.4357,62928.0088,62942.6433,-14.6346,0.107995,0.063780,-0.006519
1781830794433,1,btc-updown-5m-1781830500,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.0600,false,5,1,98.33,5,27.4357,62928.0088,62942.6433,-14.6346,0.107995,0.063780,-0.006519
1781830794478,1,btc-updown-5m-1781830500,mid_cross,UP,DOWN,0.5250,0.5750,0.0500,0.0500,false,6,1,98.33,5,27.4357,62928.0088,62942.6433,-14.6346,0.107995,0.063780,-0.006519
1781830794479,1,btc-updown-5m-1781830500,mid_cross,DOWN,UP,0.5250,0.4750,0.0500,0.0500,false,7,1,98.33,5,27.4357,62928.0088,62942.6433,-14.6346,0.107995,0.063780,-0.006519
1781830794481,1,btc-updown-5m-1781830500,mid_cross,UP,DOWN,0.5250,0.5350,0.0100,0.0500,false,8,1,98.33,5,27.4357,62928.0088,62942.6433,-14.6346,0.107995,0.063780,-0.006519
1781830794483,1,btc-updown-5m-1781830500,mid_cross,DOWN,UP,0.5250,0.4750,0.0500,0.0100,false,9,1,98.33,5,27.4357,62928.0088,62942.6433,-14.6346,0.107995,0.063780,-0.006519
1781830794493,1,btc-updown-5m-1781830500,mid_cross,UP,DOWN,0.5200,0.5350,0.0150,0.0500,false,10,1,98.33,5,27.4357,62928.0088,62942.6433,-14.6346,0.107995,0.063780,-0.006519
1781830794499,1,btc-updown-5m-1781830500,mid_cross,DOWN,UP,0.5200,0.4800,0.0400,0.0150,false,11,1,98.33,5,27.4357,62928.0088,62942.6433,-14.6346,0.107995,0.063780,-0.006519
1781830794505,1,btc-updown-5m-1781830500,mid_cross,UP,DOWN,0.5200,0.5350,0.0150,0.0400,false,12,1,98.33,5,27.4357,62928.0088,62942.6433,-14.6346,0.107995,0.063780,-0.006519
1781830794510,1,btc-updown-5m-1781830500,mid_cross,DOWN,UP,0.5550,0.5350,0.0200,0.0150,false,13,1,98.33,5,27.4357,62928.0088,62942.6433,-14.6346,0.107995,0.063780,-0.006519
