timestamp,window_id,slug,pnl,entry_side,real_winner_side,h_market_win,h_salvaged,h_salvage_win,entry_price,exit_price,cum_market_wins,cum_market_losses,cum_salvage_escapes,cum_salvage_wins
1781766299170,1,btc-updown-5m-1781766000,42.2308,UP,UP,true,false,false,0.39,1.00,1,0,0,0
1781766599170,2,btc-updown-5m-1781766300,-18.4737,UP,DOWN,false,true,false,0.38,0.12,1,1,1,0
1781767199172,4,btc-updown-5m-1781766900,-27.0000,DOWN,UP,false,false,false,0.39,,1,2,1,0
1781767499175,5,btc-updown-5m-1781767200,-27.0000,DOWN,UP,false,false,false,0.39,,1,3,1,0
1781767799176,6,btc-updown-5m-1781767500,-22.1538,DOWN,UP,false,true,false,0.39,0.07,1,4,2,0
1781768999182,10,btc-updown-5m-1781768700,-20.0769,DOWN,UP,false,true,false,0.39,0.10,1,5,3,0
1781769599189,12,btc-updown-5m-1781769300,48.0000,UP,UP,true,false,false,0.36,1.00,2,5,3,0
1781770199189,14,btc-updown-5m-1781769900,-27.0000,DOWN,UP,false,false,false,0.38,,2,6,3,0
1781771399192,18,btc-updown-5m-1781771100,-18.4737,DOWN,UP,false,true,false,0.38,0.12,2,7,4,0
1781777699218,39,btc-updown-5m-1781777400,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,3,7,4,0
1781777999221,40,btc-updown-5m-1781777700,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,4,7,4,0
1781778299222,41,btc-updown-5m-1781778000,48.0000,DOWN,DOWN,true,false,false,0.36,1.00,5,7,4,0
1781779199222,44,btc-updown-5m-1781778900,44.0526,UP,UP,true,false,false,0.38,1.00,6,7,4,0
1781779499231,45,btc-updown-5m-1781779200,45.9730,DOWN,DOWN,true,false,false,0.37,1.00,7,7,4,0
1781781599230,52,btc-updown-5m-1781781300,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,8,7,4,0
1781781899232,53,btc-updown-5m-1781781600,-27.0000,UP,DOWN,false,false,false,0.39,,8,8,4,0
1781782799733,56,btc-updown-5m-1781782500,44.0526,DOWN,DOWN,true,false,false,0.38,1.00,9,8,4,0
1781784299748,61,btc-updown-5m-1781784000,42.2308,UP,UP,true,false,false,0.39,1.00,10,8,4,0
1781784599747,62,btc-updown-5m-1781784300,-15.2308,UP,DOWN,false,true,false,0.39,0.17,10,9,5,0
1781785199750,64,btc-updown-5m-1781784900,42.2308,UP,UP,true,false,false,0.39,1.00,11,9,5,0
1781786099752,67,btc-updown-5m-1781785800,42.2308,UP,UP,true,false,false,0.39,1.00,12,9,5,0
1781787899762,73,btc-updown-5m-1781787600,-23.5385,UP,DOWN,false,true,false,0.39,0.05,12,10,6,0
1781788499764,75,btc-updown-5m-1781788200,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,13,10,6,0
1781789699775,79,btc-updown-5m-1781789400,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,14,10,6,0
1781791199781,84,btc-updown-5m-1781790900,-27.0000,UP,DOWN,false,false,false,0.39,,14,11,6,0
1781791499781,85,btc-updown-5m-1781791200,-20.7692,UP,DOWN,false,true,false,0.39,0.09,14,12,7,0
1781792399788,88,btc-updown-5m-1781792100,-27.0000,DOWN,UP,false,false,false,0.39,,14,13,7,0
1781796299810,101,btc-updown-5m-1781796000,-18.6923,UP,DOWN,false,true,false,0.39,0.12,14,14,8,0
1781796599804,102,btc-updown-5m-1781796300,-18.6923,UP,DOWN,false,true,false,0.39,0.12,14,15,9,0
1781796899804,103,btc-updown-5m-1781796600,-18.6923,DOWN,UP,false,true,false,0.39,0.12,14,16,10,0
1781797799806,106,btc-updown-5m-1781797500,44.0526,DOWN,DOWN,true,false,false,0.38,1.00,15,16,10,0
1781798099809,107,btc-updown-5m-1781797800,-27.0000,UP,DOWN,false,false,false,0.38,,15,17,10,0
1781798399810,108,btc-updown-5m-1781798100,-22.8462,UP,DOWN,false,true,false,0.39,0.06,15,18,11,0
1781799299815,111,btc-updown-5m-1781799000,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,16,18,11,0
