timestamp,window_id,slug,status,spent,returned,pnl,close_spot,ptb,winner,strategy,utc_hour,time_pct_at_close,final_gap_z,final_atr,mid_cross_count,significant_mid_cross_count,entry_side,entry_reason,would_redeem_hold,h_market_win,h_salvaged,h_salvage_win
1781766299170,1,btc-updown-5m-1781766000,CLOSED_TIME,27.0000,69.2308,42.2308,64023.3391,64019.1681,UP,cheap_hold_h,7,100.00,1.5608,20.7000,14,4,UP,h_entry_up_ask_0.39_gap_z_+0.04_aligned_xc3,false,true,false,false
1781766599171,2,btc-updown-5m-1781766300,CLOSED_TIME,27.0000,8.5263,-18.4737,64007.5999,64023.5237,DOWN,cheap_hold_h,7,100.00,-5.9587,20.7000,3,1,UP,h_entry_up_ask_0.38_gap_z_+0.05_aligned_xc3,false,false,true,false
1781767199173,4,btc-updown-5m-1781766900,CLOSED_TIME,27.0000,0.0000,-27.0000,64104.3654,64019.9509,UP,cheap_hold_h,7,100.00,16.6108,39.3643,1,0,DOWN,h_entry_down_ask_0.39_gap_z_+0.17_active_xc1,false,false,false,false
1781767499175,5,btc-updown-5m-1781767200,CLOSED_TIME,27.0000,0.0000,-27.0000,64185.4510,64104.2753,UP,cheap_hold_h,7,100.00,14.1732,44.3643,1,0,DOWN,h_entry_down_ask_0.39_gap_z_+0.11_active_xc1,false,false,false,false
1781767799176,6,btc-updown-5m-1781767500,CLOSED_TIME,27.0000,4.8462,-22.1538,64234.6156,64184.1617,UP,cheap_hold_h,7,100.00,9.9371,39.3286,17,2,DOWN,h_entry_down_ask_0.39_gap_z_+0.09_active_xc13,false,false,true,false
1781768999182,10,btc-updown-5m-1781768700,CLOSED_TIME,27.0000,6.9231,-20.0769,64423.4783,64369.9563,UP,cheap_hold_h,7,100.00,10.8854,38.0857,3,1,DOWN,h_entry_down_ask_0.39_gap_z_+0.16_active_xc3,false,false,true,false
1781769599192,12,btc-updown-5m-1781769300,CLOSED_TIME,27.0000,75.0000,48.0000,64440.2400,64398.6606,UP,cheap_hold_h,7,100.00,10.3063,31.2500,29,6,UP,h_entry_up_ask_0.36_gap_z_-0.05_active_xc2,false,true,false,false
1781770199189,14,btc-updown-5m-1781769900,CLOSED_TIME,27.0000,0.0000,-27.0000,64552.3985,64340.2250,UP,cheap_hold_h,8,100.00,37.2372,44.1357,1,0,DOWN,h_entry_down_ask_0.38_gap_z_-0.01_aligned_xc1,false,false,false,false
1781771399192,18,btc-updown-5m-1781771100,CLOSED_TIME,27.0000,8.5263,-18.4737,64524.2707,64510.7050,UP,cheap_hold_h,8,100.00,3.5785,29.3643,25,4,DOWN,h_entry_down_ask_0.38_gap_z_+0.11_active_xc3,false,false,true,false
1781777699219,39,btc-updown-5m-1781777400,CLOSED_TIME,27.0000,69.2308,42.2308,63956.3345,63995.0265,DOWN,cheap_hold_h,10,100.00,-8.8186,33.9857,5,2,DOWN,h_entry_down_ask_0.39_gap_z_+0.06_active_xc4,false,true,false,false
1781777999221,40,btc-updown-5m-1781777700,CLOSED_TIME,27.0000,69.2308,42.2308,63909.4814,63956.1364,DOWN,cheap_hold_h,10,100.00,-9.5533,37.8286,6,1,DOWN,h_entry_down_ask_0.39_gap_z_-0.01_aligned_xc5,false,true,false,false
