timestamp,window_id,slug,cross_count,significant_cross_count,final_side,last_cross_atr
1781701199058,0,btc-updown-15m-1781700300,0,0,UP,50.1499999999999
1781702099062,1,btc-updown-15m-1781701200,9,3,UP,45.242857142858284
1781702999064,2,btc-updown-15m-1781702100,0,0,DOWN,44.41428571428696
1781703899070,3,btc-updown-15m-1781703000,0,0,UP,48.378571428571114
1781704799073,4,btc-updown-15m-1781703900,27,7,UP,63.535714285713766
1781705699076,5,btc-updown-15m-1781704800,5,3,UP,78.21428571428623
1781706599082,6,btc-updown-15m-1781705700,3,1,DOWN,76.89285714285714
1781707499085,7,btc-updown-15m-1781706600,1,0,DOWN,61.17142857143023
1781708399089,8,btc-updown-15m-1781707500,17,6,DOWN,110.61428571428561
1781709299089,9,btc-updown-15m-1781708400,16,3,UP,55.564285714286335
1781710199091,10,btc-updown-15m-1781709300,8,2,UP,71.46428571428571
1781711099100,11,btc-updown-15m-1781710200,3,1,UP,57.2857142857148
1781711999104,12,btc-updown-15m-1781711100,7,0,UP,50.57857142857237
1781712899106,13,btc-updown-15m-1781712000,4,3,UP,51.32857142856977
1781713799112,14,btc-updown-15m-1781712900,1,0,UP,53.592857142854236
1781714699114,15,btc-updown-15m-1781713800,0,0,DOWN,104.33571428571408
1781715599118,16,btc-updown-15m-1781714700,20,1,DOWN,63.30714285714411
1781716499119,17,btc-updown-15m-1781715600,18,5,DOWN,56.578571428570804
1781717399125,18,btc-updown-15m-1781716500,5,0,UP,57.764285714286544
1781718299131,19,btc-updown-15m-1781717400,0,0,DOWN,38.12142857142732
1781719199135,20,btc-updown-15m-1781718300,6,2,UP,41.521428571429816
1781720099134,21,btc-updown-15m-1781719200,0,0,DOWN,117.50714285714379
1781720999139,22,btc-updown-15m-1781720100,0,0,UP,193.36428571428664
1781721899138,23,btc-updown-15m-1781721000,14,4,UP,132.014285714285
1781722799134,24,btc-updown-15m-1781721900,0,0,DOWN,166.99285714285776
1781723699133,25,btc-updown-15m-1781722800,7,1,DOWN,118.03571428571273
1781724599127,26,btc-updown-15m-1781723700,0,0,DOWN,127.34999999999907
1781725499127,27,btc-updown-15m-1781724600,23,2,DOWN,161.90714285714162
1781726399127,28,btc-updown-15m-1781725500,18,4,UP,103.05714285714306
1781727299126,29,btc-updown-15m-1781726400,4,2,DOWN,72.06428571428582
1781729099127,31,btc-updown-15m-1781728200,3,2,DOWN,53.12857142857164
1781729999130,32,btc-updown-15m-1781729100,0,0,UP,53.19285714285694
1781730899136,33,btc-updown-15m-1781730000,1,0,DOWN,40.242857142858284
1781731799141,34,btc-updown-15m-1781730900,13,4,DOWN,34.15714285714161
1781732699143,35,btc-updown-15m-1781731800,1,1,DOWN,32.757142857142235
1781733599152,36,btc-updown-15m-1781732700,6,2,UP,52.47857142857122
1781734499156,37,btc-updown-15m-1781733600,0,0,DOWN,42.97857142857122
1781735399161,38,btc-updown-15m-1781734500,0,0,UP,79.35000000000011
1781736299168,39,btc-updown-15m-1781735400,10,5,DOWN,37.25714285714431
1781737199169,40,btc-updown-15m-1781736300,0,0,UP,45.071428571429614
1781738099172,41,btc-updown-15m-1781737200,34,5,UP,40.74285714285569
1781738999178,42,btc-updown-15m-1781738100,5,0,UP,37.69285714285589
1781739899179,43,btc-updown-15m-1781739000,2,0,DOWN,39.31428571428686
1781740799186,44,btc-updown-15m-1781739900,3,3,UP,34.85714285714338
1781741699188,45,btc-updown-15m-1781740800,0,0,UP,34.17857142857195
1781742599191,46,btc-updown-15m-1781741700,10,2,DOWN,38.185714285714184
1781743499193,47,btc-updown-15m-1781742600,5,1,DOWN,47.107142857142854
1781744399194,48,btc-updown-15m-1781743500,2,1,DOWN,34.214285714285715
1781745299198,49,btc-updown-15m-1781744400,0,0,UP,29.885714285714908
1781746199205,50,btc-updown-15m-1781745300,0,0,DOWN,50.1428571428587
1781747099208,51,btc-updown-15m-1781746200,29,2,DOWN,37.914285714285406
1781747999214,52,btc-updown-15m-1781747100,4,2,DOWN,28.70714285714244
1781748899215,53,btc-updown-15m-1781748000,26,3,UP,30.085714285714598
1781749799217,54,btc-updown-15m-1781748900,3,1,UP,34.871428571429405
1781750699258,55,btc-updown-15m-1781749800,14,3,UP,29.121428571427845
1781751599226,56,btc-updown-15m-1781750700,0,0,DOWN,26.264285714286025
1781752499228,57,btc-updown-15m-1781751600,0,0,DOWN,24.47857142857174
1781753399234,58,btc-updown-15m-1781752500,6,0,DOWN,25.90714285714213
1781754299238,59,btc-updown-15m-1781753400,28,8,UP,40.035714285714285
1781755199245,60,btc-updown-15m-1781754300,4,2,DOWN,36.06428571428686
1781756099251,61,btc-updown-15m-1781755200,2,1,DOWN,28.564285714286857
1781756999249,62,btc-updown-15m-1781756100,32,8,UP,66.55714285714255
1781757899254,63,btc-updown-15m-1781757000,14,3,DOWN,46.75714285714275
1781758799257,64,btc-updown-15m-1781757900,14,4,DOWN,34.80000000000031
1781759699260,65,btc-updown-15m-1781758800,3,2,UP,59.5214285714293
1781760599273,66,btc-updown-15m-1781759700,2,0,UP,69.74285714285725
1781761499267,67,btc-updown-15m-1781760600,19,5,DOWN,47.59285714285631
1781762399272,68,btc-updown-15m-1781761500,10,3,UP,31.94999999999813
1781763299280,69,btc-updown-15m-1781762400,2,2,DOWN,36.8500000000001
1781764199277,70,btc-updown-15m-1781763300,23,4,UP,32.7857142857148
