timestamp,window_id,slug,event,from_side,to_side,up_mid,down_mid,lead_gap,peak_prev_gap,is_significant,cross_count,significant_cross_count,time_pct,secs_to_end,current_atr,spot_price,ptb,ptb_delta_usd,spot_velocity,spot_smoothed_velocity,spot_acceleration
1781864904008,0,eth-updown-5m-1781864700,armed_init,,UP,0.6850,0.3150,0.3700,0.0000,false,0,0,68.33,95,1.3950,1687.8377,1687.8377,0.0000,,,
1781865023050,1,eth-updown-5m-1781865000,armed_init,,DOWN,0.3850,0.6250,0.2400,0.0000,false,0,0,8.00,276,1.1029,1687.8980,1688.4783,-0.5803,-0.028334,-0.015355,0.005553
1781865323225,2,eth-updown-5m-1781865300,armed_init,,UP,0.6700,0.3150,0.3550,0.0000,false,0,0,8.00,276,1.3171,1688.2303,1687.8259,0.4044,0.022327,0.028465,0.000559
1781865332406,2,eth-updown-5m-1781865300,mid_cross,UP,DOWN,0.4550,0.5050,0.0500,0.3550,true,1,1,11.00,267,1.3171,1688.1139,1687.8259,0.2880,0.021430,-0.002509,-0.014264
1781865337783,2,eth-updown-5m-1781865300,mid_cross,DOWN,UP,0.5450,0.5350,0.0100,0.1000,false,2,1,12.67,262,1.3171,1687.7133,1687.8259,-0.1126,-0.018225,-0.025430,0.001855
1781865341474,2,eth-updown-5m-1781865300,mid_cross,UP,DOWN,0.5000,0.5100,0.0100,0.1600,false,3,1,14.00,258,1.3171,1688.0560,1687.8259,0.2301,-0.006972,0.006827,-0.001069
1781865467218,2,eth-updown-5m-1781865300,mid_cross,DOWN,UP,0.5100,0.5000,0.0100,0.7200,true,4,2,55.33,134,1.2464,1687.4072,1687.8259,-0.4186,0.048523,0.031851,-0.000612
1781865471786,2,eth-updown-5m-1781865300,mid_cross,UP,DOWN,0.4750,0.4950,0.0200,0.1400,false,5,2,57.33,128,1.2464,1688.0064,1687.8259,0.1805,0.053518,0.053719,-0.003755
1781865623594,3,eth-updown-5m-1781865600,armed_init,,UP,0.6250,0.3750,0.2500,0.0000,false,0,0,8.00,276,1.1650,1687.0994,1686.6093,0.4902,0.022216,0.033418,0.008104
1781865645408,3,eth-updown-5m-1781865600,mid_cross,UP,DOWN,0.4650,0.5050,0.0400,0.2600,true,1,1,15.33,254,1.1650,1686.8075,1686.6093,0.1982,-0.018633,-0.006599,0.000509
