timestamp,window_id,slug,cross_count,significant_cross_count,final_side,last_cross_atr
1781864999808,0,eth-updown-5m-1781864700,0,0,UP,1.394999999999998
1781865299811,1,eth-updown-5m-1781865000,0,0,DOWN,1.1028571428571305
1781865599810,2,eth-updown-5m-1781865300,5,2,DOWN,1.2464285714285748
1781865899811,3,eth-updown-5m-1781865600,23,5,DOWN,1.3192857142857324
1781866199808,4,eth-updown-5m-1781865900,6,1,UP,1.2328571428571746
1781866499810,5,eth-updown-5m-1781866200,5,1,UP,1.144285714285713
1781866799829,6,eth-updown-5m-1781866500,2,1,DOWN,1.1471428571428695
1781867099809,7,eth-updown-5m-1781866800,8,3,DOWN,1.1471428571428857
1781867399810,8,eth-updown-5m-1781867100,5,2,DOWN,1.0864285714286066
1781867699808,9,eth-updown-5m-1781867400,4,2,DOWN,1.2121428571428754
1781867999808,10,eth-updown-5m-1781867700,4,3,UP,1.167857142857169
1781868299818,11,eth-updown-5m-1781868000,2,0,UP,1.2807142857142904
1781868599815,12,eth-updown-5m-1781868300,0,0,DOWN,1.2578571428571519
1781868899815,13,eth-updown-5m-1781868600,2,1,UP,1.0342857142857156
1781869199820,14,eth-updown-5m-1781868900,0,0,DOWN,0.992142857142848
1781869499821,15,eth-updown-5m-1781869200,1,1,UP,0.7421428571428318
1781869799820,16,eth-updown-5m-1781869500,11,6,UP,0.6742857142857182
1781870099820,17,eth-updown-5m-1781869800,5,0,DOWN,0.7107142857143052
