timestamp,window_id,slug,pnl,entry_side,real_winner_side,h_market_win,h_salvaged,h_salvage_win,entry_price,exit_price,cum_market_wins,cum_market_losses,cum_salvage_escapes,cum_salvage_wins
1781251799077,1,btc-updown-5m-1781251500,-27.0000,DOWN,UP,false,false,false,0.39,,0,1,0,0
1781252099075,2,btc-updown-5m-1781251800,-18.6923,DOWN,UP,false,true,false,0.39,0.12,0,2,1,0
1781252399075,3,btc-updown-5m-1781252100,40.5000,UP,UP,true,false,false,0.40,1.00,1,2,1,0
1781252699078,4,btc-updown-5m-1781252400,40.5000,UP,UP,true,false,false,0.40,1.00,2,2,1,0
1781252999078,5,btc-updown-5m-1781252700,40.5000,UP,UP,true,false,false,0.40,1.00,3,2,1,0
1781253299080,6,btc-updown-5m-1781253000,-13.5000,UP,DOWN,false,true,false,0.40,0.20,3,3,2,0
1781253599081,7,btc-updown-5m-1781253300,-14.1750,UP,DOWN,false,true,false,0.40,0.19,3,4,3,0
1781253899084,8,btc-updown-5m-1781253600,-27.0000,UP,DOWN,false,false,false,0.40,,3,5,3,0
1781254199082,9,btc-updown-5m-1781253900,40.5000,UP,UP,true,false,false,0.40,1.00,4,5,3,0
1781254499082,10,btc-updown-5m-1781254200,40.5000,UP,UP,true,false,false,0.40,1.00,5,5,3,0
1781255099086,12,btc-updown-5m-1781254800,-11.4750,UP,DOWN,false,true,false,0.40,0.23,5,6,4,0
1781255399087,13,btc-updown-5m-1781255100,-21.4615,DOWN,UP,false,true,false,0.39,0.08,5,7,5,0
1781255699089,14,btc-updown-5m-1781255400,-9.6923,DOWN,UP,false,true,false,0.39,0.25,5,8,6,0
1781255999090,15,btc-updown-5m-1781255700,-6.0750,DOWN,UP,false,true,false,0.40,0.31,5,9,7,0
1781256299092,16,btc-updown-5m-1781256000,-23.4474,DOWN,UP,false,true,false,0.38,0.05,5,10,8,0
1781256599094,17,btc-updown-5m-1781256300,-27.0000,DOWN,UP,false,false,false,0.40,,5,11,8,0
1781256899097,18,btc-updown-5m-1781256600,-27.0000,DOWN,UP,false,false,false,0.39,,5,12,8,0
1781257199095,19,btc-updown-5m-1781256900,-22.2750,UP,DOWN,false,true,false,0.40,0.07,5,13,9,0
1781257499096,20,btc-updown-5m-1781257200,-18.9000,DOWN,UP,false,true,false,0.40,0.12,5,14,10,0
1781257799097,21,btc-updown-5m-1781257500,-22.7368,UP,DOWN,false,true,false,0.38,0.06,5,15,11,0
1781258099101,22,btc-updown-5m-1781257800,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,6,15,11,0
1781258399101,23,btc-updown-5m-1781258100,-10.8000,DOWN,DOWN,true,true,false,0.40,0.24,7,15,12,0
1781258699103,24,btc-updown-5m-1781258400,-22.2750,UP,DOWN,false,true,false,0.40,0.07,7,16,13,0
1781258999101,25,btc-updown-5m-1781258700,40.5000,UP,UP,true,false,false,0.40,1.00,8,16,13,0
1781259299104,26,btc-updown-5m-1781259000,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,9,16,13,0
1781259599102,27,btc-updown-5m-1781259300,-8.1000,UP,DOWN,false,true,false,0.40,0.28,9,17,14,0
1781259899105,28,btc-updown-5m-1781259600,40.5000,UP,UP,true,false,false,0.40,1.00,10,17,14,0
1781260199106,29,btc-updown-5m-1781259900,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,11,17,14,0
1781260499104,30,btc-updown-5m-1781260200,-23.6250,DOWN,UP,false,true,false,0.40,0.05,11,18,15,0
1781260799107,31,btc-updown-5m-1781260500,-10.1250,UP,DOWN,false,true,false,0.40,0.25,11,19,16,0
1781261099109,32,btc-updown-5m-1781260800,-17.5500,UP,DOWN,false,true,false,0.40,0.14,11,20,17,0
1781261399109,33,btc-updown-5m-1781261100,-23.6250,DOWN,UP,false,true,false,0.40,0.05,11,21,18,0
1781261999113,35,btc-updown-5m-1781261700,-20.9250,UP,DOWN,false,true,false,0.40,0.09,11,22,19,0
1781262299117,36,btc-updown-5m-1781262000,40.5000,UP,UP,true,false,false,0.40,1.00,12,22,19,0
1781262599116,37,btc-updown-5m-1781262300,-3.3750,DOWN,DOWN,true,true,false,0.40,0.35,13,22,20,0
1781262899115,38,btc-updown-5m-1781262600,42.2308,UP,UP,true,false,false,0.39,1.00,14,22,20,0
1781263199117,39,btc-updown-5m-1781262900,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,15,22,20,0
1781263799121,41,btc-updown-5m-1781263500,-12.8250,UP,DOWN,false,true,false,0.40,0.21,15,23,21,0
1781264099123,42,btc-updown-5m-1781263800,-27.0000,UP,DOWN,false,false,false,0.39,,15,24,21,0
1781264399124,43,btc-updown-5m-1781264100,-27.0000,UP,DOWN,false,false,false,0.40,,15,25,21,0
