timestamp,window_id,slug,cross_count,significant_cross_count,final_side,last_cross_atr
1781251499073,0,btc-updown-5m-1781251200,0,0,UP,38.94285714285694
1781251799077,1,btc-updown-5m-1781251500,0,0,UP,38.94285714285694
1781252099077,2,btc-updown-5m-1781251800,2,1,UP,38.94285714285694
1781252399075,3,btc-updown-5m-1781252100,3,1,UP,38.94285714285694
1781252699079,4,btc-updown-5m-1781252400,7,1,UP,43.985714285714494
1781252999079,5,btc-updown-5m-1781252700,5,2,UP,58.378571428571114
1781253299081,6,btc-updown-5m-1781253000,0,0,DOWN,59.507142857142235
1781253599082,7,btc-updown-5m-1781253300,60,10,DOWN,38.15714285714213
1781253899085,8,btc-updown-5m-1781253600,0,0,DOWN,38.08571428571356
1781254199083,9,btc-updown-5m-1781253900,3,1,UP,32.41428571428436
1781254499083,10,btc-updown-5m-1781254200,14,3,UP,34.38571428571439
1781254799084,11,btc-updown-5m-1781254500,5,0,UP,31.171428571428155
1781255099087,12,btc-updown-5m-1781254800,6,3,DOWN,26.192857142856933
1781255399088,13,btc-updown-5m-1781255100,6,1,UP,28.60714285714234
1781255699091,14,btc-updown-5m-1781255400,7,2,UP,38.27142857142826
1781255999092,15,btc-updown-5m-1781255700,41,5,UP,41.80000000000031
1781256299093,16,btc-updown-5m-1781256000,2,1,UP,40.664285714285924
1781256599094,17,btc-updown-5m-1781256300,1,0,UP,43.3500000000001
1781256899097,18,btc-updown-5m-1781256600,10,1,UP,45.38571428571491
1781257199097,19,btc-updown-5m-1781256900,8,2,DOWN,48.50000000000052
1781257499098,20,btc-updown-5m-1781257200,2,2,UP,48.57142857142909
1781257799098,21,btc-updown-5m-1781257500,24,5,DOWN,42.585714285714076
1781258099102,22,btc-updown-5m-1781257800,2,1,DOWN,38.76428571428499
1781258399103,23,btc-updown-5m-1781258100,1,1,DOWN,41.7571428571412
1781258699103,24,btc-updown-5m-1781258400,0,0,DOWN,39.06428571428426
1781258999102,25,btc-updown-5m-1781258700,1,1,UP,35.03571428571273
1781259299104,26,btc-updown-5m-1781259000,1,0,DOWN,38.04999999999927
1781259599103,27,btc-updown-5m-1781259300,16,4,DOWN,44.88571428571387
1781259899106,28,btc-updown-5m-1781259600,8,2,UP,48.44285714285694
1781260199106,29,btc-updown-5m-1781259900,0,0,DOWN,38.74285714285621
1781260499105,30,btc-updown-5m-1781260200,0,0,UP,45.38571428571335
1781260799109,31,btc-updown-5m-1781260500,13,4,DOWN,56.09285714285735
1781261099110,32,btc-updown-5m-1781260800,5,1,DOWN,46.24285714285725
1781261399110,33,btc-updown-5m-1781261100,7,2,UP,39.23571428571501
1781261699110,34,btc-updown-5m-1781261400,17,4,DOWN,28.878571428572155
1781261999114,35,btc-updown-5m-1781261700,22,6,DOWN,30.714285714285715
1781262299118,36,btc-updown-5m-1781262000,6,2,UP,33.9785714285707
1781262599118,37,btc-updown-5m-1781262300,1,1,DOWN,54.94285714285589
1781262899115,38,btc-updown-5m-1781262600,4,1,UP,55.21428571428468
1781263199118,39,btc-updown-5m-1781262900,3,2,DOWN,53.29285714285652
1781263499116,40,btc-updown-5m-1781263200,1,0,UP,37.79285714285652
1781263799122,41,btc-updown-5m-1781263500,2,0,DOWN,35.735714285713975
1781264099124,42,btc-updown-5m-1781263800,0,0,DOWN,31.99999999999948
1781264399125,43,btc-updown-5m-1781264100,0,0,DOWN,34.64999999999937
1781264711128,44,btc-updown-5m-1781264400,0,0,UP,36.15714285714265
