timestamp,window_id,slug,pnl,entry_side,real_winner_side,h_market_win,h_salvaged,h_salvage_win,entry_price,exit_price,cum_market_wins,cum_market_losses,cum_salvage_escapes,cum_salvage_wins
1781771399251,6,btc-updown-15m-1781770500,-18.0000,DOWN,UP,false,true,false,0.39,0.13,0,1,1,0
1781772299257,7,btc-updown-15m-1781771400,-16.7838,UP,DOWN,false,true,false,0.37,0.14,0,2,2,0
1781778599280,14,btc-updown-15m-1781777700,-18.6923,UP,DOWN,false,true,false,0.39,0.12,0,3,3,0
1781779499282,15,btc-updown-15m-1781778600,-27.0000,DOWN,UP,false,false,false,0.39,,0,4,3,0
1781782199290,18,btc-updown-15m-1781781300,-22.2231,UP,UP,true,true,false,0.39,0.06,1,4,4,0
1781783999800,20,btc-updown-15m-1781783100,-18.6923,UP,DOWN,false,true,false,0.39,0.12,1,5,5,0
1781789399830,26,btc-updown-15m-1781788500,-18.6923,UP,DOWN,false,true,false,0.39,0.12,1,6,6,0
1781791199840,28,btc-updown-15m-1781790300,44.0526,UP,UP,true,false,false,0.38,1.00,2,6,6,0
1781792099845,29,btc-updown-15m-1781791200,-27.0000,UP,DOWN,false,false,false,0.39,,2,7,6,0
1781793899852,31,btc-updown-15m-1781793000,-23.5385,DOWN,UP,false,true,false,0.39,0.05,2,8,7,0
1781797499867,35,btc-updown-15m-1781796600,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,3,8,7,0
1781800199875,38,btc-updown-15m-1781799300,-18.6923,UP,DOWN,false,true,false,0.39,0.12,3,9,8,0
1781801257376,39,btc-updown-15m-1781800200,-27.0000,UP,DOWN,false,false,false,0.38,,3,10,8,0
1781803799186,42,btc-updown-15m-1781802900,-27.0000,DOWN,UP,false,false,false,0.39,,3,11,8,0
1781805662750,44,btc-updown-15m-1781804700,-23.5385,UP,DOWN,false,true,false,0.39,0.05,3,12,9,0
1781815499247,55,btc-updown-15m-1781814600,-18.6923,DOWN,UP,false,true,false,0.39,0.12,3,13,10,0
