timestamp,window_id,slug,event,from_side,to_side,up_mid,down_mid,lead_gap,peak_prev_gap,is_significant,cross_count,significant_cross_count,time_pct,secs_to_end,current_atr,spot_price,ptb,ptb_delta_usd,spot_velocity,spot_smoothed_velocity,spot_acceleration
1781211465404,3,btc-updown-5m-1781211300,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.1400,false,7,1,55.33,134,27.1786,63333.6932,63336.8005,-3.1073,0.000617,-0.004243,-0.000235
1781211504912,3,btc-updown-5m-1781211300,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.4200,true,8,2,68.33,95,26.8071,63345.5317,63336.8005,8.7312,0.153456,0.070409,-0.009970
1781211540319,3,btc-updown-5m-1781211300,mid_cross,DOWN,UP,0.5150,0.5000,0.0150,0.6600,true,9,3,80.33,59,26.8071,63322.1259,63336.8005,-14.6745,-0.308419,-0.226673,0.020961
1781211540352,3,btc-updown-5m-1781211300,mid_cross,UP,DOWN,0.5000,0.5250,0.0250,0.0250,false,10,3,80.33,59,26.8071,63322.1259,63336.8005,-14.6745,-0.308419,-0.226673,0.020961
1781211540384,3,btc-updown-5m-1781211300,mid_cross,DOWN,UP,0.5350,0.5250,0.0100,0.0250,false,11,3,80.33,59,26.8071,63322.1259,63336.8005,-14.6745,-0.308419,-0.226673,0.020961
1781211565719,3,btc-updown-5m-1781211300,mid_cross,UP,DOWN,0.4900,0.5100,0.0200,0.4800,true,12,4,88.67,34,27.4500,63337.8985,63336.8005,1.0980,0.007670,0.085744,-0.007856
1781211570774,3,btc-updown-5m-1781211300,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.1000,false,13,4,90.33,29,27.4500,63336.9784,63336.8005,0.1779,-0.408401,-0.001266,-0.001474
1781211578741,3,btc-updown-5m-1781211300,mid_cross,UP,DOWN,0.4900,0.5100,0.0200,0.0600,false,14,4,93.00,21,27.4500,63337.1267,63336.8005,0.3262,-0.043345,0.011217,0.002701
1781211623002,4,btc-updown-5m-1781211600,armed_init,,UP,0.6350,0.3750,0.2600,0.0000,false,0,0,8.00,276,27.0000,63340.8221,63333.2026,7.6195,0.354907,0.251148,0.001295
1781211923030,5,btc-updown-5m-1781211900,armed_init,,UP,0.6750,0.3250,0.3500,0.0000,false,0,0,8.00,276,30.7643,63409.2731,63396.5818,12.6913,0.703832,0.549471,0.003641
1781211965020,5,btc-updown-5m-1781211900,mid_cross,UP,DOWN,0.4750,0.5000,0.0250,0.4000,true,1,1,22.00,234,29.7357,63405.5964,63396.5818,9.0145,-0.620660,-0.641743,0.016937
1781211972448,5,btc-updown-5m-1781211900,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.0600,false,2,1,24.33,227,29.7357,63398.9342,63396.5818,2.3524,-0.951076,-0.683923,0.059979
1781212223603,6,btc-updown-5m-1781212200,armed_init,,DOWN,0.4950,0.5150,0.0200,0.0000,false,0,0,8.00,276,25.6214,63413.9422,63412.6052,1.3370,0.025452,0.045744,0.007793
1781212278439,6,btc-updown-5m-1781212200,mid_cross,DOWN,UP,0.5150,0.5000,0.0150,0.2800,true,1,1,26.33,221,24.4000,63405.0741,63412.6052,-7.5311,-0.360905,-0.038795,0.059708
1781212283452,6,btc-updown-5m-1781212200,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.0200,false,2,1,28.00,216,24.4000,63410.3169,63412.6052,-2.2883,-0.073789,0.340531,-0.004303
1781212283686,6,btc-updown-5m-1781212200,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.0200,false,3,1,28.00,216,24.4000,63410.5896,63412.6052,-2.0156,0.134402,0.335104,-0.005427
1781212287573,6,btc-updown-5m-1781212200,mid_cross,UP,DOWN,0.4900,0.5050,0.0150,0.0200,false,4,1,29.33,212,24.4000,63410.6680,63412.6052,-1.9372,0.426384,0.245593,-0.019631
1781212302914,6,btc-updown-5m-1781212200,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.1000,false,5,1,34.33,197,24.4000,63410.5181,63412.6052,-2.0871,0.024608,0.070857,-0.004909
1781212523125,7,btc-updown-5m-1781212500,armed_init,,DOWN,0.4150,0.5850,0.1700,0.0000,false,0,0,8.00,276,29.8643,63481.1618,63495.6836,-14.5218,-0.109809,-0.076870,0.006637
1781212823969,8,btc-updown-5m-1781212800,armed_init,,UP,0.5250,0.4750,0.0500,0.0000,false,0,0,8.00,276,24.8857,63465.8619,63467.3718,-1.5099,0.337721,-0.017694,-0.186899
1781212851539,8,btc-updown-5m-1781212800,mid_cross,UP,DOWN,0.5050,0.5150,0.0100,0.0800,false,1,0,17.33,248,24.8857,63469.5006,63467.3718,2.1288,-0.030091,0.024721,0.001124
1781212851540,8,btc-updown-5m-1781212800,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.0100,false,2,0,17.33,248,24.8857,63469.5006,63467.3718,2.1288,-0.030091,0.024721,0.001124
1781212851542,8,btc-updown-5m-1781212800,mid_cross,UP,DOWN,0.5050,0.5150,0.0100,0.0100,false,3,0,17.33,248,24.8857,63469.5006,63467.3718,2.1288,-0.030091,0.024721,0.001124
1781212851543,8,btc-updown-5m-1781212800,mid_cross,DOWN,UP,0.5250,0.5150,0.0100,0.0100,false,4,0,17.33,248,24.8857,63469.5006,63467.3718,2.1288,-0.030091,0.024721,0.001124
1781212851589,8,btc-updown-5m-1781212800,mid_cross,UP,DOWN,0.4950,0.5150,0.0200,0.0100,false,5,0,17.33,248,24.8857,63469.5006,63467.3718,2.1288,-0.030091,0.024721,0.001124
1781212932592,8,btc-updown-5m-1781212800,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.4600,true,6,1,44.33,167,25.0429,63462.8563,63467.3718,-4.5155,0.033793,0.109825,-0.002064
1781213059960,8,btc-updown-5m-1781212800,mid_cross,UP,DOWN,0.4900,0.5100,0.0200,0.8400,true,7,2,86.67,40,25.9357,63473.2488,63467.3718,5.8770,-0.958544,-0.807346,0.068385
1781213123025,9,btc-updown-5m-1781213100,armed_init,,DOWN,0.3350,0.6850,0.3500,0.0000,false,0,0,8.00,276,29.1000,63444.3043,63461.5047,-17.2004,-0.771304,-0.505987,0.043967
1781213399999,9,btc-updown-5m-1781213100,armed_init,,DOWN,0.0100,0.9950,0.9850,0.0000,false,0,0,100.00,0,24.5071,63407.0305,63461.5047,-54.4742,0.016940,0.075961,-0.007283
1781213423004,10,btc-updown-5m-1781213400,armed_init,,UP,0.6150,0.3950,0.2200,0.0000,false,0,0,8.00,276,24.8929,63429.7532,63418.8701,10.8831,0.502827,0.344668,-0.004999
