timestamp,window_id,slug,event,from_side,to_side,up_mid,down_mid,lead_gap,peak_prev_gap,is_significant,cross_count,significant_cross_count,time_pct,secs_to_end,current_atr,spot_price,ptb,ptb_delta_usd,spot_velocity,spot_smoothed_velocity,spot_acceleration
1781822252100,0,sol-updown-5m-1781822100,armed_init,,UP,0.7400,0.2550,0.4850,0.0000,false,0,0,51.00,147,0.0543,,,,,,
1781822423822,1,sol-updown-5m-1781822400,armed_init,,TIE,0.5050,0.5050,0.0000,0.0000,false,0,0,8.00,276,0.0493,69.3119,69.3116,0.0003,0.000032,-0.000069,0.000041
1781822434153,1,sol-updown-5m-1781822400,mid_cross,UP,DOWN,0.4650,0.5050,0.0400,0.0200,false,1,0,11.67,265,0.0493,69.3112,69.3116,-0.0004,-0.000361,-0.000079,-0.000028
1781822444367,1,sol-updown-5m-1781822400,mid_cross,DOWN,UP,0.5450,0.4550,0.0900,0.0800,false,2,0,15.00,255,0.0493,69.3189,69.3116,0.0073,0.000349,0.000492,-0.000065
1781822446414,1,sol-updown-5m-1781822400,mid_cross,UP,DOWN,0.4700,0.5300,0.0600,0.1150,false,3,0,15.67,253,0.0493,69.3189,69.3116,0.0073,0.000349,0.000454,-0.000039
1781822476625,1,sol-updown-5m-1781822400,mid_cross,DOWN,UP,0.5450,0.5300,0.0150,0.3100,true,4,1,25.67,223,0.0471,69.2984,69.3116,-0.0133,-0.000507,0.000304,0.000075
1781822498690,1,sol-updown-5m-1781822400,mid_cross,UP,DOWN,0.3950,0.4350,0.0400,0.2400,true,5,2,33.00,201,0.0471,69.3209,69.3116,0.0092,0.000577,-0.000092,-0.000691
1781822521318,1,sol-updown-5m-1781822400,mid_cross,DOWN,UP,0.5350,0.5150,0.0200,0.3800,true,6,3,40.67,178,0.0486,69.2770,69.3116,-0.0346,-0.001586,-0.000849,-0.000039
1781822723071,2,sol-updown-5m-1781822700,armed_init,,DOWN,0.3200,0.6850,0.3650,0.0000,false,0,0,8.00,276,0.0507,69.3946,69.3892,0.0055,0.000267,-0.000057,-0.000276
1781822881154,2,sol-updown-5m-1781822700,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.7000,true,1,1,60.67,118,0.0457,69.3703,69.3892,-0.0188,0.001077,0.000688,-0.000057
1781823025562,3,sol-updown-5m-1781823000,armed_init,,UP,0.5200,0.4700,0.0500,0.0000,false,0,0,8.67,274,0.0536,69.5195,69.5101,0.0094,0.001084,0.000466,-0.000040
1781823038017,3,sol-updown-5m-1781823000,mid_cross,UP,DOWN,0.4250,0.4700,0.0450,0.0650,false,1,0,13.00,261,0.0536,69.5002,69.5101,-0.0099,-0.000929,-0.000886,0.000053
