timestamp,window_id,slug,status,spent,returned,pnl,close_spot,ptb,winner
1780577099280,1,btc-updown-15m-1780576200,CLOSED_TIME,3.0000,6.0791,3.0791,63514.7105,63200.7776,UP
1780577999283,2,btc-updown-15m-1780577100,CLOSED_TIME,3.0000,0.0000,-3.0000,63701.4174,63508.9690,UP
1780578899285,3,btc-updown-15m-1780578000,CLOSED_TIME,4.2031,2.1875,-2.0156,63525.7853,63701.6582,DOWN
1780579799289,4,btc-updown-15m-1780578900,CLOSED_TIME,3.0000,5.1884,2.1884,63162.5199,63523.8107,DOWN
1780580699289,5,btc-updown-15m-1780579800,CLOSED_TIME,3.0000,0.0000,-3.0000,63746.4956,63165.7686,UP
1780581599293,6,btc-updown-15m-1780580700,CLOSED_TIME,4.0298,2.0192,-2.0106,64138.5517,63741.8177,UP
1780582499292,7,btc-updown-15m-1780581600,CLOSED_TIME,4.2734,5.8928,1.6194,64319.2292,64152.5159,UP
1780583399293,8,btc-updown-15m-1780582500,CLOSED_TIME,3.0000,0.0000,-3.0000,64089.7221,64312.1685,DOWN
1780584299297,9,btc-updown-15m-1780583400,CLOSED_TIME,3.0000,5.2596,2.2596,63922.2253,64091.4102,DOWN
1780585199298,10,btc-updown-15m-1780584300,CLOSED_TIME,4.0912,2.0588,-2.0324,63893.7770,63936.1343,DOWN
1780586099325,11,btc-updown-15m-1780585200,CLOSED_TIME,4.0298,5.4069,1.3771,64299.3430,63892.4434,UP
1780586999303,12,btc-updown-15m-1780586100,CLOSED_TIME,3.0000,5.7271,2.7271,63919.1606,64303.3136,DOWN
1780587899305,13,btc-updown-15m-1780587000,CLOSED_TIME,4.0104,1.9811,-2.0292,63774.0975,63913.6921,DOWN
1780588799306,14,btc-updown-15m-1780587900,CLOSED_TIME,3.0000,2.4240,-0.5760,63828.5390,63773.8502,UP
1780589699310,15,btc-updown-15m-1780588800,CLOSED_TIME,3.0000,0.0000,-3.0000,63600.9644,63826.1335,DOWN
1780590599311,16,btc-updown-15m-1780589700,CLOSED_TIME,4.0912,3.2441,-0.8471,63578.2403,63595.4615,DOWN
1780591499315,17,btc-updown-15m-1780590600,CLOSED_TIME,3.0000,0.9000,-2.1000,63707.4872,63575.6756,UP
1780592399317,18,btc-updown-15m-1780591500,CLOSED_TIME,3.0000,0.8824,-2.1176,63494.4198,63704.2660,DOWN
1780593299316,19,btc-updown-15m-1780592400,CLOSED_TIME,3.0000,1.8490,-1.1510,63515.3242,63491.0683,UP
1780594199317,20,btc-updown-15m-1780593300,CLOSED_TIME,3.0000,5.6700,2.6700,63146.8793,63515.3504,DOWN
1780595099319,21,btc-updown-15m-1780594200,CLOSED_TIME,3.0000,5.5032,2.5032,62967.5200,63150.7882,DOWN
1780595999323,22,btc-updown-15m-1780595100,CLOSED_TIME,4.3767,2.3333,-2.0433,63462.8483,62969.4102,UP
