timestamp,window_id,slug,event,from_side,to_side,up_mid,down_mid,lead_gap,peak_prev_gap,is_significant,cross_count,significant_cross_count,time_pct,secs_to_end,current_atr,spot_price,ptb,ptb_delta_usd,spot_velocity,spot_smoothed_velocity,spot_acceleration
1781823115236,0,btc-updown-5m-1781823000,armed_init,,DOWN,0.4750,0.5250,0.0500,0.0000,false,0,0,38.67,184,23.2500,,,,,,
1781823119199,0,btc-updown-5m-1781823000,mid_cross,DOWN,UP,0.5150,0.5000,0.0150,0.1200,false,1,0,40.00,180,23.2500,62800.4775,62801.2869,-0.8094,-0.202339,-0.084619,0.001136
1781823119201,0,btc-updown-5m-1781823000,mid_cross,UP,DOWN,0.5000,0.5450,0.0450,0.0150,false,2,0,40.00,180,23.2500,62800.4775,62801.2869,-0.8094,-0.202339,-0.084619,0.001136
1781823119306,0,btc-updown-5m-1781823000,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.0450,false,3,0,40.00,180,23.2500,62800.4775,62801.2869,-0.8094,-0.202339,-0.084619,0.001136
1781823121610,0,btc-updown-5m-1781823000,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.0350,false,4,0,40.67,178,23.2643,62801.0792,62801.2869,-0.2077,-0.041533,-0.029745,0.054875
1781823122844,0,btc-updown-5m-1781823000,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.0200,false,5,0,41.00,177,23.2643,62804.2400,62801.2869,2.9531,0.421866,0.217436,0.123591
1781823169461,0,btc-updown-5m-1781823000,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.3400,true,6,1,56.67,130,23.2643,62806.1065,62801.2869,4.8196,-0.345703,-0.121466,0.030409
1781823183355,0,btc-updown-5m-1781823000,mid_cross,DOWN,UP,0.5150,0.5050,0.0100,0.3600,true,7,2,61.33,116,25.1571,62796.5009,62801.2869,-4.7860,-0.474851,-0.461428,0.136849
1781823183370,0,btc-updown-5m-1781823000,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.0100,false,8,2,61.33,116,25.1571,62796.5009,62801.2869,-4.7860,-0.474851,-0.461428,0.136849
1781823183396,0,btc-updown-5m-1781823000,mid_cross,DOWN,UP,0.5150,0.5050,0.0100,0.0100,false,9,2,61.33,116,25.1571,62796.5009,62801.2869,-4.7860,-0.474851,-0.461428,0.136849
1781823183409,0,btc-updown-5m-1781823000,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.0100,false,10,2,61.33,116,25.1571,62796.5009,62801.2869,-4.7860,-0.474851,-0.461428,0.136849
