timestamp,window_id,slug,type,side,reason,price,shares,usd_value,cash_after
1781242827171,1,btc-updown-5m-1781242800,BUY,UP,h_entry_up_ask_0.40_gap_z_-0.10,0.4000,67.50000000,27.0000,73.0000
1781243028631,1,btc-updown-5m-1781242800,SELL,UP,h_salvage_otm_bid_0.39_gap_z_-0.00,0.3900,67.50000000,26.3250,99.3250
1781243104764,2,btc-updown-5m-1781243100,BUY,DOWN,h_entry_down_ask_0.40_gap_z_+0.03,0.4000,67.50000000,27.0000,72.3250
1781243399079,2,btc-updown-5m-1781243100,REDEEM,DOWN,option_expired_itm_win_1.00,1.0000,67.50000000,67.5000,139.8250
1781243402814,3,btc-updown-5m-1781243400,BUY,UP,h_entry_up_ask_0.40_gap_z_+0.00,0.4000,67.50000000,27.0000,112.8250
1781243624260,3,btc-updown-5m-1781243400,SELL,UP,h_salvage_otm_bid_0.05_gap_z_-1.49,0.0500,67.50000000,3.3750,116.2000
1781243760466,4,btc-updown-5m-1781243700,BUY,DOWN,h_entry_down_ask_0.40_gap_z_+0.10,0.4000,67.50000000,27.0000,89.2000
1781243924175,4,btc-updown-5m-1781243700,SELL,DOWN,h_salvage_otm_bid_0.25_gap_z_+0.44,0.2500,67.50000000,16.8750,106.0750
1781244001862,5,btc-updown-5m-1781244000,BUY,UP,h_entry_up_ask_0.40_gap_z_+0.00,0.4000,67.50000000,27.0000,79.0750
1781244299085,5,btc-updown-5m-1781244000,REDEEM,UP,option_expired_itm_win_1.00,1.0000,67.50000000,67.5000,146.5750
1781244339472,6,btc-updown-5m-1781244300,BUY,DOWN,h_entry_down_ask_0.40_gap_z_+0.14,0.4000,67.50000000,27.0000,119.5750
1781244599084,6,btc-updown-5m-1781244300,REDEEM,DOWN,option_expired_itm_win_1.00,1.0000,67.50000000,67.5000,187.0750
1781244613720,7,btc-updown-5m-1781244600,BUY,UP,h_entry_up_ask_0.40_gap_z_-0.18,0.4000,67.50000000,27.0000,160.0750
1781244824103,7,btc-updown-5m-1781244600,SELL,UP,h_salvage_otm_bid_0.28_gap_z_-0.40,0.2800,67.50000000,18.9000,178.9750
1781244917075,8,btc-updown-5m-1781244900,BUY,UP,h_entry_up_ask_0.40_gap_z_-0.11,0.4000,67.50000000,27.0000,151.9750
1781245199088,8,btc-updown-5m-1781244900,EXPIRED,UP,option_expired_otm_loss_0.00,0.0000,67.50000000,0.0000,151.9750
1781245229981,9,btc-updown-5m-1781245200,BUY,DOWN,h_entry_down_ask_0.40_gap_z_+0.05,0.4000,67.50000000,27.0000,124.9750
1781245424209,9,btc-updown-5m-1781245200,SELL,DOWN,h_salvage_otm_bid_0.35_gap_z_+0.19,0.3500,67.50000000,23.6250,148.6000
1781245569291,10,btc-updown-5m-1781245500,BUY,UP,h_entry_up_ask_0.40_gap_z_-0.16,0.4000,67.50000000,27.0000,121.6000
1781245724193,10,btc-updown-5m-1781245500,SELL,UP,h_salvage_otm_bid_0.21_gap_z_-0.41,0.2100,67.50000000,14.1750,135.7750
1781245803211,11,btc-updown-5m-1781245800,BUY,UP,h_entry_up_ask_0.40_gap_z_-0.14,0.4000,67.50000000,27.0000,108.7750
1781246099093,11,btc-updown-5m-1781245800,EXPIRED,UP,option_expired_otm_loss_0.00,0.0000,67.50000000,0.0000,108.7750
1781246105209,12,btc-updown-5m-1781246100,BUY,DOWN,h_entry_down_ask_0.40_gap_z_+0.03,0.4000,67.50000000,27.0000,81.7750
1781246362963,12,btc-updown-5m-1781246100,SELL,DOWN,h_salvage_otm_bid_0.41_gap_z_+0.03,0.4100,67.50000000,27.6750,109.4500
1781246476551,13,btc-updown-5m-1781246400,BUY,UP,h_entry_up_ask_0.39_gap_z_-0.11,0.3900,69.23076923,27.0000,82.4500
1781246624029,13,btc-updown-5m-1781246400,SELL,UP,h_salvage_otm_bid_0.34_gap_z_-0.07,0.3400,69.23076923,23.5385,105.9885
1781246703962,14,btc-updown-5m-1781246700,BUY,DOWN,h_entry_down_ask_0.40_gap_z_-0.00,0.4000,67.50000000,27.0000,78.9885
