timestamp,window_id,slug,status,spent,returned,pnl,close_spot,ptb,winner
1780567499695,1,btc-updown-5m-1780567200,CLOSED_TIME,3.0000,0.0000,-3.0000,62968.0293,63187.2627,DOWN
1780567799696,2,btc-updown-5m-1780567500,CLOSED_TIME,3.0000,5.6376,2.6376,62841.1911,62968.8950,DOWN
1780568099697,3,btc-updown-5m-1780567800,CLOSED_TIME,3.0000,0.9059,-2.0941,62794.5796,62841.6809,DOWN
1780568399697,4,btc-updown-5m-1780568100,CLOSED_TIME,3.0000,0.9600,-2.0400,62899.5014,62798.5668,UP
1780568699696,5,btc-updown-5m-1780568400,CLOSED_TIME,3.0000,0.0000,-3.0000,62698.8410,62898.6866,DOWN
1780568999699,6,btc-updown-5m-1780568700,CLOSED_TIME,4.0912,2.0588,-2.0324,62438.2094,62712.1854,DOWN
1780569299699,7,btc-updown-5m-1780569000,CLOSED_TIME,3.0000,0.0000,-3.0000,62643.2552,62430.4347,UP
1780569599700,8,btc-updown-5m-1780569300,CLOSED_TIME,3.0000,0.8694,-2.1306,62697.0047,62637.4541,UP
1780569899700,9,btc-updown-5m-1780569600,CLOSED_TIME,3.0000,5.6376,2.6376,62636.2176,62700.0269,DOWN
1780570199700,10,btc-updown-5m-1780569900,CLOSED_TIME,3.0000,5.7696,2.7696,62331.9764,62657.6020,DOWN
1780570499701,11,btc-updown-5m-1780570200,CLOSED_TIME,4.1340,6.0000,1.8660,62320.2843,62338.3809,DOWN
1780570799703,12,btc-updown-5m-1780570500,CLOSED_TIME,4.1340,2.1000,-2.0340,62354.0573,62312.1192,UP
1780571099702,13,btc-updown-5m-1780570800,CLOSED_TIME,3.0000,0.0000,-3.0000,62534.9459,62348.3253,UP
1780571399706,14,btc-updown-5m-1780571100,CLOSED_TIME,4.0912,5.5271,1.4359,62245.5671,62529.9727,DOWN
1780571699703,15,btc-updown-5m-1780571400,CLOSED_TIME,4.0912,2.0588,-2.0324,62201.8693,62240.5152,DOWN
1780571999702,16,btc-updown-5m-1780571700,CLOSED_TIME,3.0000,0.0000,-3.0000,62486.1616,62201.6473,UP
1780572299704,17,btc-updown-5m-1780572000,CLOSED_TIME,4.0912,4.5000,0.4088,62497.8558,62479.0889,UP
1780572599704,18,btc-updown-5m-1780572300,CLOSED_TIME,4.0912,5.5176,1.4265,62546.0675,62497.8354,UP
1780572899704,19,btc-updown-5m-1780572600,CLOSED_TIME,3.0000,0.8941,-2.1059,62468.7484,62545.1069,DOWN
