timestamp,window_id,slug,pnl,entry_side,real_winner_side,h_market_win,h_salvaged,h_salvage_win,entry_price,exit_price,cum_market_wins,cum_market_losses,cum_salvage_escapes,cum_salvage_wins
1781530799852,2,btc-updown-5m-1781530500,-21.6000,UP,DOWN,false,true,false,0.40,0.08,0,1,1,0
1781531399855,4,btc-updown-5m-1781531100,40.5000,UP,UP,true,false,false,0.40,1.00,1,1,1,0
1781531699855,5,btc-updown-5m-1781531400,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,2,1,1,0
1781531999857,6,btc-updown-5m-1781531700,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,3,1,1,0
1781532299857,7,btc-updown-5m-1781532000,-23.5385,UP,DOWN,false,true,false,0.39,0.05,3,2,2,0
1781532599858,8,btc-updown-5m-1781532300,-10.8000,DOWN,UP,false,true,false,0.40,0.24,3,3,3,0
1781533199860,10,btc-updown-5m-1781532900,-23.3514,DOWN,UP,false,true,false,0.37,0.05,3,4,4,0
1781533499859,11,btc-updown-5m-1781533200,-22.9500,UP,DOWN,false,true,false,0.40,0.06,3,5,5,0
1781533799862,12,btc-updown-5m-1781533500,-27.0000,DOWN,UP,false,false,false,0.40,,3,6,5,0
1781534099861,13,btc-updown-5m-1781533800,-16.2000,UP,DOWN,false,true,false,0.40,0.16,3,7,6,0
1781534399864,14,btc-updown-5m-1781534100,-22.9500,UP,DOWN,false,true,false,0.40,0.06,3,8,7,0
1781534999866,16,btc-updown-5m-1781534700,-27.0000,DOWN,UP,false,false,false,0.38,,3,9,7,0
1781535299866,17,btc-updown-5m-1781535000,-20.2500,DOWN,UP,false,true,false,0.40,0.10,3,10,8,0
1781535599868,18,btc-updown-5m-1781535300,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,4,10,8,0
1781535899870,19,btc-updown-5m-1781535600,-16.8750,DOWN,UP,false,true,false,0.40,0.15,4,11,9,0
1781536199870,20,btc-updown-5m-1781535900,-22.2750,DOWN,UP,false,true,false,0.40,0.07,4,12,10,0
1781536499871,21,btc-updown-5m-1781536200,-19.1842,UP,DOWN,false,true,false,0.38,0.11,4,13,11,0
1781536799872,22,btc-updown-5m-1781536500,40.5000,UP,UP,true,false,false,0.40,1.00,5,13,11,0
1781537099874,23,btc-updown-5m-1781536800,-21.6000,UP,DOWN,false,true,false,0.40,0.08,5,14,12,0
1781537399876,24,btc-updown-5m-1781537100,-6.7500,DOWN,DOWN,true,true,false,0.40,0.30,6,14,13,0
1781537699880,25,btc-updown-5m-1781537400,-19.3846,UP,UP,true,true,false,0.39,0.11,7,14,14,0
1781537999878,26,btc-updown-5m-1781537700,-27.0000,DOWN,UP,false,false,false,0.40,,7,15,14,0
1781538299880,27,btc-updown-5m-1781538000,-23.6250,DOWN,UP,false,true,false,0.40,0.05,7,16,15,0
1781538599879,28,btc-updown-5m-1781538300,-27.0000,DOWN,UP,false,false,false,0.40,,7,17,15,0
1781538899883,29,btc-updown-5m-1781538600,40.5000,UP,UP,true,false,false,0.40,1.00,8,17,15,0
1781539799885,32,btc-updown-5m-1781539500,-13.8462,UP,UP,true,true,false,0.39,0.19,9,17,16,0
1781540099888,33,btc-updown-5m-1781539800,-23.6250,DOWN,UP,false,true,false,0.40,0.05,9,18,17,0
1781540399889,34,btc-updown-5m-1781540100,-27.0000,UP,DOWN,false,false,false,0.38,,9,19,17,0
1781540699890,35,btc-updown-5m-1781540400,-22.9500,DOWN,UP,false,true,false,0.40,0.06,9,20,18,0
1781540999893,36,btc-updown-5m-1781540700,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,10,20,18,0
1781541599895,38,btc-updown-5m-1781541300,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,11,20,18,0
1781541899893,39,btc-updown-5m-1781541600,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,12,20,18,0
1781542199896,40,btc-updown-5m-1781541900,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,13,20,18,0
1781542799898,42,btc-updown-5m-1781542500,-21.6000,DOWN,UP,false,true,false,0.40,0.08,13,21,19,0
1781543399900,44,btc-updown-5m-1781543100,44.0526,DOWN,DOWN,true,false,false,0.38,1.00,14,21,19,0
1781543699902,45,btc-updown-5m-1781543400,40.5000,UP,UP,true,false,false,0.40,1.00,15,21,19,0
1781543999904,46,btc-updown-5m-1781543700,40.5000,UP,UP,true,false,false,0.40,1.00,16,21,19,0
1781544599905,48,btc-updown-5m-1781544300,-19.5750,UP,DOWN,false,true,false,0.40,0.11,16,22,20,0
1781544899915,49,btc-updown-5m-1781544600,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,17,22,20,0
1781545199908,50,btc-updown-5m-1781544900,-27.0000,DOWN,UP,false,false,false,0.39,,17,23,20,0
1781545499909,51,btc-updown-5m-1781545200,40.5000,UP,UP,true,false,false,0.40,1.00,18,23,20,0
1781545799911,52,btc-updown-5m-1781545500,40.5000,UP,UP,true,false,false,0.40,1.00,19,23,20,0
1781546099912,53,btc-updown-5m-1781545800,-17.5500,DOWN,UP,false,true,false,0.40,0.14,19,24,21,0
1781546699914,55,btc-updown-5m-1781546400,-16.8750,UP,DOWN,false,true,false,0.40,0.15,19,25,22,0
1781546999917,56,btc-updown-5m-1781546700,-20.9250,DOWN,DOWN,true,true,false,0.40,0.09,20,25,23,0
1781547299917,57,btc-updown-5m-1781547000,40.5000,UP,UP,true,false,false,0.40,1.00,21,25,23,0
1781547599921,58,btc-updown-5m-1781547300,-15.5250,DOWN,UP,false,true,false,0.40,0.17,21,26,24,0
1781547899922,59,btc-updown-5m-1781547600,-19.5750,DOWN,UP,false,true,false,0.40,0.11,21,27,25,0
1781548499925,61,btc-updown-5m-1781548200,40.5000,UP,UP,true,false,false,0.40,1.00,22,27,25,0
1781548799924,62,btc-updown-5m-1781548500,-16.8750,UP,DOWN,false,true,false,0.40,0.15,22,28,26,0
1781549399928,64,btc-updown-5m-1781549100,-27.0000,DOWN,UP,false,false,false,0.40,,22,29,26,0
1781549699930,65,btc-updown-5m-1781549400,-27.0000,UP,DOWN,false,false,false,0.40,,22,30,26,0
1781549999930,66,btc-updown-5m-1781549700,40.5000,DOWN,DOWN,true,false,false,0.40,1.00,23,30,26,0
1781550299978,67,btc-updown-5m-1781550000,-27.0000,DOWN,UP,false,false,false,0.40,,23,31,26,0
1781550599933,68,btc-updown-5m-1781550300,-16.6154,DOWN,UP,false,true,false,0.39,0.15,23,32,27,0
1781550899935,69,btc-updown-5m-1781550600,-12.4054,UP,DOWN,false,true,false,0.37,0.20,23,33,28,0
1781551799941,72,btc-updown-5m-1781551500,44.0526,DOWN,DOWN,true,false,false,0.38,1.00,24,33,28,0
1781552099939,73,btc-updown-5m-1781551800,-27.0000,DOWN,UP,false,false,false,0.39,,24,34,28,0
