timestamp,window_id,slug,reason,current_atr,up_ask,down_ask,budget_multiplier,cheaper_side_ratio,total_budget,buy_up_usd,buy_up_shares,buy_down_usd,buy_down_shares
1780411379080,1,btc-updown-15m-1780411500,d_v3_entry_extreme_atr_micro_neutral_atr_154.11_combined_1.02_spread_0.00_budget_mult_0.45,154.1071,0.5100,0.5100,0.4500,0.5000,13.5000,6.7500,13.23529412,6.7500,13.23529412
1780412279083,2,btc-updown-15m-1780412400,d_v3_entry_high_atr_delta_neutral_atr_84.21_combined_1.02_spread_0.00_budget_mult_0.85,84.2143,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780413179085,3,btc-updown-15m-1780413300,d_v3_entry_high_atr_delta_neutral_atr_89.54_combined_1.02_spread_0.00_budget_mult_0.85,89.5357,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780415879655,6,btc-updown-15m-1780416000,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780416779663,7,btc-updown-15m-1780416900,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5000,0.5200,0.8500,0.5000,25.5000,12.5000,25.00000000,13.0000,25.00000000
1780417679670,8,btc-updown-15m-1780417800,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5000,0.5200,0.8500,0.5000,25.5000,12.5000,25.00000000,13.0000,25.00000000
1780418579673,9,btc-updown-15m-1780418700,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.02_budget_mult_0.85,89.6857,0.5000,0.5200,0.8500,0.5000,25.5000,12.5000,25.00000000,13.0000,25.00000000
1780419479668,10,btc-updown-15m-1780419600,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780420379662,11,btc-updown-15m-1780420500,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780421279656,12,btc-updown-15m-1780421400,d_v3_entry_high_atr_delta_neutral_directional_atr_89.69_combined_1.02_spread_0.06_budget_mult_0.72,89.6857,0.4800,0.5400,0.7225,0.5000,21.6750,10.2000,21.25000000,11.4750,21.25000000
1780422179654,13,btc-updown-15m-1780422300,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780423079648,14,btc-updown-15m-1780423200,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780423979642,15,btc-updown-15m-1780424100,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780424879640,16,btc-updown-15m-1780425000,d_v3_entry_high_atr_delta_neutral_atr_89.69_combined_1.02_spread_0.00_budget_mult_0.85,89.6857,0.5100,0.5100,0.8500,0.5000,25.5000,12.7500,25.00000000,12.7500,25.00000000
1780425779643,17,btc-updown-15m-1780425900,d_v3_entry_high_atr_delta_neutral_directional_atr_89.69_combined_1.01_spread_0.09_budget_mult_0.59,89.6857,0.5500,0.4600,0.5950,0.5000,17.8500,9.7203,17.67326733,8.1297,17.67326733
