timestamp,window_id,slug,status,spent,returned,pnl,close_spot,ptb,winner
1780412399083,1,btc-updown-15m-1780411500,CLOSED_TIME,13.5000,11.2571,-2.2429,67904.1477,67894.7369,UP
1780413299083,2,btc-updown-15m-1780412400,CLOSED_TIME,25.5000,27.9362,2.4362,67725.2658,67897.0416,DOWN
1780414409304,3,btc-updown-15m-1780413300,CLOSED_TIME,25.5000,25.0000,-0.5000,67619.8220,67727.1923,DOWN
1780416899667,6,btc-updown-15m-1780416000,CLOSED_TIME,25.5000,24.8250,-0.6750,67807.9441,67186.0169,UP
1780417799669,7,btc-updown-15m-1780416900,CLOSED_TIME,25.5000,25.0000,-0.5000,67749.7454,67818.5982,DOWN
1780418699674,8,btc-updown-15m-1780417800,CLOSED_TIME,25.5000,28.1769,2.6769,67519.7251,67747.5404,DOWN
1780419599669,9,btc-updown-15m-1780418700,CLOSED_TIME,25.5000,24.8750,-0.6250,67305.3546,67519.6749,DOWN
1780420499664,10,btc-updown-15m-1780419600,CLOSED_TIME,25.5000,25.4100,-0.0900,67394.6411,67305.3787,UP
1780421399657,11,btc-updown-15m-1780420500,CLOSED_TIME,25.5000,22.6250,-2.8750,67628.1226,67393.8351,UP
1780422299656,12,btc-updown-15m-1780421400,CLOSED_TIME,21.6750,25.3300,3.6550,67388.2065,67627.4656,DOWN
1780423199649,13,btc-updown-15m-1780422300,CLOSED_TIME,25.5000,26.5359,1.0359,67382.3701,67388.1059,DOWN
1780424099641,14,btc-updown-15m-1780423200,CLOSED_TIME,25.5000,28.3706,2.8706,67491.5989,67382.6172,UP
1780424999642,15,btc-updown-15m-1780424100,CLOSED_TIME,25.5000,25.0000,-0.5000,67187.9130,67491.5989,DOWN
1780425899642,16,btc-updown-15m-1780425000,CLOSED_TIME,25.5000,33.2250,7.7250,67195.4724,67194.8401,UP
1780426799641,17,btc-updown-15m-1780425900,CLOSED_TIME,17.8500,19.5113,1.6613,67236.7766,67194.7940,UP
1780427699639,18,btc-updown-15m-1780426800,CLOSED_TIME,21.6750,26.6767,5.0017,67244.6770,67234.8877,UP
1780428599639,19,btc-updown-15m-1780427700,CLOSED_TIME,25.5000,21.1000,-4.4000,66882.5319,67244.6526,DOWN
1780429499645,20,btc-updown-15m-1780428600,CLOSED_TIME,21.6750,19.0187,-2.6562,66823.6357,66874.4745,DOWN
1780430399642,21,btc-updown-15m-1780429500,CLOSED_TIME,17.8500,14.8312,-3.0188,67207.4390,66823.0636,UP
1780431299644,22,btc-updown-15m-1780430400,CLOSED_TIME,25.5000,26.3750,0.8750,67271.2916,67207.9685,UP
1780432199649,23,btc-updown-15m-1780431300,CLOSED_TIME,25.5000,20.5485,-4.9515,66849.9547,67278.0322,DOWN
1780433099651,24,btc-updown-15m-1780432200,CLOSED_TIME,25.5000,20.7188,-4.7812,67196.0952,66850.2383,UP
1780433999655,25,btc-updown-15m-1780433100,CLOSED_TIME,25.5000,21.1250,-4.3750,67490.0539,67199.0463,UP
1780434899657,26,btc-updown-15m-1780434000,CLOSED_TIME,17.8500,17.5366,-0.3134,67373.8956,67490.0539,DOWN
1780435799659,27,btc-updown-15m-1780434900,CLOSED_TIME,25.5000,22.0625,-3.4375,67779.2206,67373.0329,UP
1780436699661,28,btc-updown-15m-1780435800,CLOSED_TIME,21.6750,22.6737,0.9987,67627.8932,67785.0204,DOWN
1780437599664,29,btc-updown-15m-1780436700,CLOSED_TIME,25.5000,20.5500,-4.9500,67473.0881,67633.5219,DOWN
1780438499668,30,btc-updown-15m-1780437600,CLOSED_TIME,25.5000,21.8607,-3.6393,67120.8512,67472.8168,DOWN
1780439399667,31,btc-updown-15m-1780438500,CLOSED_TIME,17.8500,23.1875,5.3375,67201.5198,67124.1452,UP
1780440299670,32,btc-updown-15m-1780439400,CLOSED_TIME,25.5000,22.1250,-3.3750,66867.7597,67199.9075,DOWN
1780441199668,33,btc-updown-15m-1780440300,CLOSED_TIME,17.8500,14.6125,-3.2375,66280.9115,66858.9734,DOWN
1780442099668,34,btc-updown-15m-1780441200,CLOSED_TIME,17.8500,13.1336,-4.7164,66593.3714,66288.4843,UP
1780442999670,35,btc-updown-15m-1780442100,CLOSED_TIME,21.6750,20.4319,-1.2431,66350.2975,66600.0830,DOWN
1780443899672,36,btc-updown-15m-1780443000,CLOSED_TIME,21.6750,22.4039,0.7289,66637.3993,66357.3378,UP
1780444799671,37,btc-updown-15m-1780443900,CLOSED_TIME,25.5000,27.4325,1.9325,66666.8138,66630.0213,UP
