timestamp,window_id,slug,cross_count,significant_cross_count,final_side,last_cross_atr
1781765999389,0,eth-updown-5m-1781765700,0,0,UP,1.1450000000000304
1781766299390,1,eth-updown-5m-1781766000,14,4,DOWN,1.1450000000000304
1781766599395,2,eth-updown-5m-1781766300,1,0,DOWN,1.1450000000000304
1781766899395,3,eth-updown-5m-1781766600,0,0,DOWN,1.1450000000000304
1781767199395,4,eth-updown-5m-1781766900,0,0,UP,1.1499999999999935
1781767499399,5,eth-updown-5m-1781767200,1,0,UP,1.4778571428571468
1781767799400,6,eth-updown-5m-1781767500,1,0,UP,1.7707142857142995
1781768099402,7,eth-updown-5m-1781767800,2,1,DOWN,1.507857142857168
1781768399401,8,eth-updown-5m-1781768100,0,0,UP,1.5092857142857383
1781768699403,9,eth-updown-5m-1781768400,7,2,UP,1.6564285714285591
1781768999404,10,eth-updown-5m-1781768700,1,1,UP,1.6521428571428487
1781769299407,11,eth-updown-5m-1781769000,14,6,DOWN,1.0842857142856863
1781769599408,12,eth-updown-5m-1781769300,1,1,UP,1.1657142857142486
1781769899409,13,eth-updown-5m-1781769600,0,0,DOWN,1.1749999999999545
1781770199411,14,eth-updown-5m-1781769900,1,0,UP,1.3735714285713974
1781770499418,15,eth-updown-5m-1781770200,6,1,DOWN,1.8100000000000105
1781770799415,16,eth-updown-5m-1781770500,0,0,UP,1.987142857142885
1781771099418,17,eth-updown-5m-1781770800,5,1,DOWN,1.7007142857142818
1781771399416,18,eth-updown-5m-1781771100,7,3,UP,1.2628571428571311
1781771699416,19,eth-updown-5m-1781771400,1,1,UP,1.1292857142856942
1781771999418,20,eth-updown-5m-1781771700,9,3,UP,1.127142857142839
1781772299422,21,eth-updown-5m-1781772000,0,0,DOWN,1.2471428571428274
1781772599423,22,eth-updown-5m-1781772300,7,4,UP,1.3678571428571007
1781772899426,23,eth-updown-5m-1781772600,2,0,DOWN,1.3449999999999622
1781773199424,24,eth-updown-5m-1781772900,12,0,DOWN,1.0342857142856832
1781773499426,25,eth-updown-5m-1781773200,0,0,DOWN,0.9857142857142988
1781773799430,26,eth-updown-5m-1781773500,1,0,UP,1.1350000000000395
1781774099426,27,eth-updown-5m-1781773800,3,2,UP,1.2478571428571448
1781774399427,28,eth-updown-5m-1781774100,0,0,UP,1.211428571428574
1781774699427,29,eth-updown-5m-1781774400,0,0,DOWN,1.2278571428571468
1781774999428,30,eth-updown-5m-1781774700,0,0,DOWN,1.2885714285714422
1781775299431,31,eth-updown-5m-1781775000,4,3,UP,1.4892857142856915
1781775599431,32,eth-updown-5m-1781775300,0,0,DOWN,1.5614285714285319
1781775899431,33,eth-updown-5m-1781775600,0,0,UP,1.390714285714239
1781776199434,34,eth-updown-5m-1781775900,6,2,UP,1.004999999999963
1781776499435,35,eth-updown-5m-1781776200,3,2,UP,0.8949999999999656
1781776799435,36,eth-updown-5m-1781776500,0,0,DOWN,0.8778571428571078
1781777099438,37,eth-updown-5m-1781776800,7,4,UP,0.8257142857142981
1781777399439,38,eth-updown-5m-1781777100,0,0,DOWN,0.8778571428571402
1781777699442,39,eth-updown-5m-1781777400,19,7,DOWN,1.3207142857142702
1781777999445,40,eth-updown-5m-1781777700,4,1,DOWN,1.6064285714285558
1781778299443,41,eth-updown-5m-1781778000,1,1,DOWN,1.4457142857142702
1781778599443,42,eth-updown-5m-1781778300,0,0,UP,1.4592857142857025
1781778899442,43,eth-updown-5m-1781778600,1,1,DOWN,1.2249999999999903
1781779199445,44,eth-updown-5m-1781778900,7,4,DOWN,1.5435714285714377
1781779499447,45,eth-updown-5m-1781779200,8,2,DOWN,1.4957142857143058
1781779799448,46,eth-updown-5m-1781779500,7,1,UP,1.4914285714286117
1781780099453,47,eth-updown-5m-1781779800,0,0,UP,1.2857142857143182
1781780399448,48,eth-updown-5m-1781780100,0,0,DOWN,1.7428571428571493
1781780699448,49,eth-updown-5m-1781780400,0,0,UP,1.8892857142857014
1781780999451,50,eth-updown-5m-1781780700,4,2,DOWN,1.4707142857142799
1781781299450,51,eth-updown-5m-1781781000,1,1,UP,1.6742857142856857
1781781599454,52,eth-updown-5m-1781781300,14,4,DOWN,1.6049999999999696
1781781899452,53,eth-updown-5m-1781781600,0,0,DOWN,1.6085714285713948
1781782199455,54,eth-updown-5m-1781781900,4,1,UP,1.4192857142857227
1781782499955,55,eth-updown-5m-1781782200,3,2,UP,1.5942857142857096
1781782799957,56,eth-updown-5m-1781782500,3,1,DOWN,1.4714285714285649
1781783099957,57,eth-updown-5m-1781782800,0,0,DOWN,1.605000000000002
1781783399963,58,eth-updown-5m-1781783100,3,1,DOWN,1.8128571428571345
1781783699964,59,eth-updown-5m-1781783400,6,0,UP,1.8428571428571072
1781783999965,60,eth-updown-5m-1781783700,3,2,UP,1.3871428571428461
1781784299968,61,eth-updown-5m-1781784000,6,2,UP,1.1942857142857324
1781784599968,62,eth-updown-5m-1781784300,12,5,DOWN,1.3607142857143313
1781784899969,63,eth-updown-5m-1781784600,0,0,UP,1.4135714285714747
1781785199974,64,eth-updown-5m-1781784900,12,7,UP,1.5114285714285773
1781785499971,65,eth-updown-5m-1781785200,0,0,UP,1.5378571428571408
1781785799973,66,eth-updown-5m-1781785500,17,6,UP,1.523571428571407
1781786099973,67,eth-updown-5m-1781785800,0,0,DOWN,1.5128571428571311
1781786399977,68,eth-updown-5m-1781786100,7,2,DOWN,1.4521428571428356
1781786699977,69,eth-updown-5m-1781786400,0,0,UP,1.4699999999999787
1781786999978,70,eth-updown-5m-1781786700,0,0,UP,1.2928571428570876
1781787299982,71,eth-updown-5m-1781787000,0,0,DOWN,1.2292857142857005
1781787599981,72,eth-updown-5m-1781787300,0,0,UP,1.23785714285717
1781787899986,73,eth-updown-5m-1781787600,8,0,DOWN,1.0664285714286084
1781788199986,74,eth-updown-5m-1781787900,0,0,UP,1.073571428571459
1781788499989,75,eth-updown-5m-1781788200,2,1,UP,1.2100000000000202
1781788799990,76,eth-updown-5m-1781788500,9,2,UP,1.3028571428571436
