timestamp,window_id,slug,pnl,entry_side,real_winner_side,h_market_win,h_salvaged,h_salvage_win,entry_price,exit_price,cum_market_wins,cum_market_losses,cum_salvage_escapes,cum_salvage_wins
1781766299389,1,eth-updown-5m-1781766000,48.0000,UP,UP,true,false,false,0.36,1.00,1,0,0,0
1781766599393,2,eth-updown-5m-1781766300,-20.2500,UP,DOWN,false,true,false,0.36,0.09,1,1,1,0
1781767499398,5,eth-updown-5m-1781767200,-27.0000,DOWN,UP,false,false,false,0.36,,1,2,1,0
1781767799399,6,eth-updown-5m-1781767500,-27.0000,DOWN,UP,false,false,false,0.39,,1,3,1,0
1781768699403,9,eth-updown-5m-1781768400,42.2308,UP,UP,true,false,false,0.39,1.00,2,3,1,0
1781769299406,11,eth-updown-5m-1781769000,-22.5000,UP,DOWN,false,true,false,0.36,0.06,2,4,2,0
1781770199411,14,eth-updown-5m-1781769900,-27.0000,DOWN,UP,false,false,false,0.36,,2,5,2,0
1781770499416,15,eth-updown-5m-1781770200,-27.0000,UP,DOWN,false,false,false,0.37,,2,6,2,0
1781771099417,17,eth-updown-5m-1781770800,-18.9730,UP,DOWN,false,true,false,0.37,0.11,2,7,3,0
1781771399415,18,eth-updown-5m-1781771100,-19.3846,DOWN,UP,false,true,false,0.39,0.11,2,8,4,0
1781772599422,22,eth-updown-5m-1781772300,42.2308,UP,UP,true,false,false,0.39,1.00,3,8,4,0
1781772899425,23,eth-updown-5m-1781772600,-23.5385,UP,DOWN,false,true,false,0.39,0.05,3,9,5,0
1781773799429,26,eth-updown-5m-1781773500,-18.4737,DOWN,UP,false,true,false,0.38,0.12,3,10,6,0
1781775299430,31,eth-updown-5m-1781775000,42.2308,UP,UP,true,false,false,0.39,1.00,4,10,6,0
1781777699441,39,eth-updown-5m-1781777400,-21.4615,UP,DOWN,false,true,false,0.39,0.08,4,11,7,0
1781777999444,40,eth-updown-5m-1781777700,45.9730,DOWN,DOWN,true,false,false,0.37,1.00,5,11,7,0
1781779199445,44,eth-updown-5m-1781778900,-19.3846,UP,DOWN,false,true,false,0.39,0.11,5,12,8,0
1781779499446,45,eth-updown-5m-1781779200,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,6,12,8,0
1781779799447,46,eth-updown-5m-1781779500,-23.5385,DOWN,UP,false,true,false,0.39,0.05,6,13,9,0
1781782799956,56,eth-updown-5m-1781782500,48.0000,DOWN,DOWN,true,false,false,0.36,1.00,7,13,9,0
1781783699963,59,eth-updown-5m-1781783400,-23.5385,DOWN,UP,false,true,false,0.39,0.05,7,14,10,0
1781784299967,61,eth-updown-5m-1781784000,-23.2500,DOWN,UP,false,true,false,0.36,0.05,7,15,11,0
1781784599968,62,eth-updown-5m-1781784300,-21.0000,UP,DOWN,false,true,false,0.36,0.08,7,16,12,0
1781785199973,64,eth-updown-5m-1781784900,42.2308,UP,UP,true,false,false,0.39,1.00,8,16,12,0
1781785799972,66,eth-updown-5m-1781785500,-20.0769,DOWN,UP,false,true,false,0.39,0.10,8,17,13,0
1781787899984,73,eth-updown-5m-1781787600,-23.5385,UP,DOWN,false,true,false,0.39,0.05,8,18,14,0
1781788799989,76,eth-updown-5m-1781788500,42.2308,UP,UP,true,false,false,0.39,1.00,9,18,14,0
1781789699996,79,eth-updown-5m-1781789400,45.9730,DOWN,DOWN,true,false,false,0.37,1.00,10,18,14,0
1781789999997,80,eth-updown-5m-1781789700,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,11,18,14,0
1781790899004,83,eth-updown-5m-1781790600,44.0526,DOWN,DOWN,true,false,false,0.38,1.00,12,18,14,0
1781791199006,84,eth-updown-5m-1781790900,-27.0000,UP,DOWN,false,false,false,0.39,,12,19,14,0
1781791499007,85,eth-updown-5m-1781791200,-16.6154,DOWN,UP,false,true,false,0.39,0.15,12,20,15,0
1781792399011,88,eth-updown-5m-1781792100,-27.0000,DOWN,UP,false,false,false,0.38,,12,21,15,0
1781793299016,91,eth-updown-5m-1781793000,-27.0000,DOWN,UP,false,false,false,0.38,,12,22,15,0
1781793899018,93,eth-updown-5m-1781793600,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,13,22,15,0
1781795399023,98,eth-updown-5m-1781795100,45.9730,UP,UP,true,false,false,0.37,1.00,14,22,15,0
1781795699028,99,eth-updown-5m-1781795400,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,15,22,15,0
1781795999028,100,eth-updown-5m-1781795700,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,16,22,15,0
1781796299026,101,eth-updown-5m-1781796000,-19.8947,UP,DOWN,false,true,false,0.38,0.10,16,23,16,0
1781796599029,102,eth-updown-5m-1781796300,-19.3846,UP,DOWN,false,true,false,0.39,0.11,16,24,17,0
1781796899028,103,eth-updown-5m-1781796600,-22.0263,DOWN,UP,false,true,false,0.38,0.07,16,25,18,0
1781797799032,106,eth-updown-5m-1781797500,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,17,25,18,0
1781798099032,107,eth-updown-5m-1781797800,-27.0000,UP,DOWN,false,false,false,0.37,,17,26,18,0
1781798399033,108,eth-updown-5m-1781798100,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,18,26,18,0
1781799599041,112,eth-updown-5m-1781799300,-27.0000,UP,DOWN,false,false,false,0.38,,18,27,18,0
1781800199039,114,eth-updown-5m-1781799900,-18.2432,UP,DOWN,false,true,false,0.37,0.12,18,28,19,0
1781801257549,115,eth-updown-5m-1781800200,-27.0000,UP,DOWN,false,false,false,0.39,,18,29,19,0
1781803499353,123,eth-updown-5m-1781803200,-27.0000,UP,DOWN,false,false,false,0.38,,18,30,19,0
1781803799351,124,eth-updown-5m-1781803500,-27.0000,DOWN,UP,false,false,false,0.39,,18,31,19,0
1781804699359,127,eth-updown-5m-1781804400,42.2308,UP,UP,true,false,false,0.39,1.00,19,31,19,0
1781805299361,129,eth-updown-5m-1781805000,-19.3846,DOWN,DOWN,true,true,false,0.39,0.11,20,31,20,0
1781806119515,131,eth-updown-5m-1781805600,-27.0000,UP,DOWN,false,false,false,0.38,,20,32,20,0
1781807099373,135,eth-updown-5m-1781806800,-18.0000,DOWN,UP,false,true,false,0.36,0.12,20,33,21,0
1781807999378,138,eth-updown-5m-1781807700,-27.0000,UP,DOWN,false,false,false,0.39,,20,34,21,0
1781808599380,140,eth-updown-5m-1781808300,42.2308,UP,UP,true,false,false,0.39,1.00,21,34,21,0
1781808899380,141,eth-updown-5m-1781808600,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,22,34,21,0
1781809499381,143,eth-updown-5m-1781809200,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,23,34,21,0
1781809799382,144,eth-updown-5m-1781809500,-22.8462,DOWN,UP,false,true,false,0.39,0.06,23,35,22,0
1781810699390,147,eth-updown-5m-1781810400,-27.0000,DOWN,UP,false,false,false,0.37,,23,36,22,0
1781811899447,151,eth-updown-5m-1781811600,-27.0000,DOWN,UP,false,false,false,0.37,,23,37,22,0
1781812199396,152,eth-updown-5m-1781811900,42.2308,DOWN,DOWN,true,false,false,0.39,1.00,24,37,22,0
1781812799397,154,eth-updown-5m-1781812500,-18.6923,UP,DOWN,false,true,false,0.39,0.12,24,38,23,0
1781813699402,157,eth-updown-5m-1781813400,-19.3846,DOWN,UP,false,true,false,0.39,0.11,24,39,24,0
1781813999404,158,eth-updown-5m-1781813700,-18.9730,DOWN,UP,false,true,false,0.37,0.11,24,40,25,0
1781814899410,161,eth-updown-5m-1781814600,44.0526,UP,UP,true,false,false,0.38,1.00,25,40,25,0
