timestamp,window_id,slug,cross_count,significant_cross_count,final_side,last_cross_atr
1781870399451,0,btc-updown-5m-1781870100,0,0,DOWN,24.61428571428613
1781870699453,1,btc-updown-5m-1781870400,4,1,UP,22.550000000000832
1781870999454,2,btc-updown-5m-1781870700,3,1,UP,23.399999999999896
1781871299454,3,btc-updown-5m-1781871000,0,0,DOWN,26.100000000000104
1781871599452,4,btc-updown-5m-1781871300,0,0,DOWN,27.45000000000021
1781871899454,5,btc-updown-5m-1781871600,16,4,DOWN,32.52142857142878
1781872199454,6,btc-updown-5m-1781871900,9,1,UP,32.09285714285683
1781872499457,7,btc-updown-5m-1781872200,1,0,DOWN,25.821428571428573
1781872799455,8,btc-updown-5m-1781872500,18,5,UP,31.342857142856833
1781873099456,9,btc-updown-5m-1781872800,29,7,DOWN,46.199999999998646
1781873399456,10,btc-updown-5m-1781873100,0,0,DOWN,47.2571428571412
1781873699457,11,btc-updown-5m-1781873400,0,0,UP,53.1428571428561
1781873999462,12,btc-updown-5m-1781873700,1,1,UP,90.32857142857185
1781874299463,13,btc-updown-5m-1781874000,14,2,UP,99.76428571428603
1781874599465,14,btc-updown-5m-1781874300,11,2,DOWN,66.13571428571491
1781874899464,15,btc-updown-5m-1781874600,0,0,DOWN,64.92142857142919
1781875199466,16,btc-updown-5m-1781874900,10,1,DOWN,54.00714285714275
1781875499467,17,btc-updown-5m-1781875200,9,2,UP,45.53571428571273
1781875799471,18,btc-updown-5m-1781875500,0,0,UP,42.94285714285589
1781876099469,19,btc-updown-5m-1781875800,21,4,UP,42.764285714286025
1781876399470,20,btc-updown-5m-1781876100,6,3,UP,40.57857142857237
1781876699474,21,btc-updown-5m-1781876400,4,0,UP,48.42857142857195
1781876999474,22,btc-updown-5m-1781876700,0,0,UP,52.25
1781877299475,23,btc-updown-5m-1781877000,0,0,DOWN,86.00714285714328
1781877599475,24,btc-updown-5m-1781877300,20,5,DOWN,86.47142857142899
1781877899476,25,btc-updown-5m-1781877600,13,3,UP,53.978571428570184
1781878199481,26,btc-updown-5m-1781877900,0,0,DOWN,47.83571428571356
1781878499480,27,btc-updown-5m-1781878200,0,0,DOWN,59.12142857142836
1781878799477,28,btc-updown-5m-1781878500,17,4,DOWN,59.25714285714275
1781879099477,29,btc-updown-5m-1781878800,12,3,UP,42.52857142857205
1781879399479,30,btc-updown-5m-1781879100,0,0,UP,39.36428571428613
1781879699477,31,btc-updown-5m-1781879400,3,0,DOWN,50.50000000000104
1781879999477,32,btc-updown-5m-1781879700,0,0,UP,51.314285714286335
1781880299475,33,btc-updown-5m-1781880000,9,5,DOWN,50.4642857142852
1781880599478,34,btc-updown-5m-1781880300,28,8,UP,52.01428571428447
1781880899481,35,btc-updown-5m-1781880600,4,1,DOWN,51.15714285714161
1781881199486,36,btc-updown-5m-1781880900,0,0,DOWN,40.74285714285569
1781881499479,37,btc-updown-5m-1781881200,4,0,DOWN,41.8500000000001
1781881799478,38,btc-updown-5m-1781881500,0,0,UP,35.942857142857456
1781882099492,39,btc-updown-5m-1781881800,34,3,UP,41.85714285714338
1781882399480,40,btc-updown-5m-1781882100,5,2,DOWN,39.72857142857226
1781882699481,41,btc-updown-5m-1781882400,16,3,DOWN,43.25000000000104
1781882999515,42,btc-updown-5m-1781882700,8,0,UP,45.214285714286234
1781883299486,43,btc-updown-5m-1781883000,0,0,UP,46.65000000000042
1781883599488,44,btc-updown-5m-1781883300,0,0,DOWN,45.11428571428665
1781883899489,45,btc-updown-5m-1781883600,1,1,UP,42.52857142857257
1781884199488,46,btc-updown-5m-1781883900,7,4,DOWN,48.014285714286544
1781884499491,47,btc-updown-5m-1781884200,9,3,UP,45.02142857142878
1781884799493,48,btc-updown-5m-1781884500,11,2,DOWN,36.86428571428613
1781885099494,49,btc-updown-5m-1781884800,2,1,DOWN,32.8142857142853
1781885399494,50,btc-updown-5m-1781885100,1,1,DOWN,33.685714285714184
1781885699494,51,btc-updown-5m-1781885400,0,0,UP,36.9642857142852
1781885999498,52,btc-updown-5m-1781885700,0,0,DOWN,51.81428571428426
1781886299498,53,btc-updown-5m-1781886000,4,2,UP,63.87142857142784
1781886599496,54,btc-updown-5m-1781886300,2,0,UP,61.19285714285694
1781886899502,55,btc-updown-5m-1781886600,2,2,DOWN,45.53571428571532
1781887199500,56,btc-updown-5m-1781886900,5,3,UP,47.50000000000052
1781887499502,57,btc-updown-5m-1781887200,0,0,DOWN,46.564285714286335
1781887799502,58,btc-updown-5m-1781887500,0,0,DOWN,40.61428571428509
1781888099505,59,btc-updown-5m-1781887800,3,0,DOWN,28.421428571428155
1781888399510,60,btc-updown-5m-1781888100,0,0,DOWN,32.757142857141716
1781888699509,61,btc-updown-5m-1781888400,13,4,DOWN,50.4642857142852
1781888999513,62,btc-updown-5m-1781888700,12,1,UP,53.97857142857122
1781889299518,63,btc-updown-5m-1781889000,5,4,UP,47.014285714286544
1781889599520,64,btc-updown-5m-1781889300,1,1,UP,43.50000000000104
1781889899523,65,btc-updown-5m-1781889600,5,0,DOWN,40.71428571428675
1781890199527,66,btc-updown-5m-1781889900,0,0,DOWN,41.20714285714348
1781890499530,67,btc-updown-5m-1781890200,0,0,UP,41.735714285714494
1781890799531,68,btc-updown-5m-1781890500,0,0,DOWN,42.621428571429405
1781891099537,69,btc-updown-5m-1781890800,20,2,UP,36.24999999999948
