timestamp,window_id,slug,status,spent,returned,pnl,close_spot,ptb,winner
1780560899311,1,btc-updown-5m-1780560600,CLOSED_TIME,3.0000,0.0000,-3.0000,63313.1284,63417.5656,DOWN
1780561199313,2,btc-updown-5m-1780560900,CLOSED_TIME,4.0920,2.1000,-1.9920,63466.8222,63296.6402,UP
1780561499312,3,btc-updown-5m-1780561200,CLOSED_TIME,3.0000,1.6471,-1.3529,63491.0777,63448.0022,UP
1780561799312,4,btc-updown-5m-1780561500,CLOSED_TIME,3.0000,5.6520,2.6520,63411.7231,63487.9760,DOWN
1780562099314,5,btc-updown-5m-1780561800,CLOSED_TIME,4.0912,3.5500,-0.5412,63424.3796,63420.8517,UP
1780562399317,6,btc-updown-5m-1780562100,CLOSED_TIME,4.0912,2.8235,-1.2676,63480.5066,63440.2203,UP
1780562699318,7,btc-updown-5m-1780562400,CLOSED_TIME,4.0500,5.5271,1.4771,63344.6287,63480.1485,DOWN
1780562999318,8,btc-updown-5m-1780562700,CLOSED_TIME,3.0000,0.0000,-3.0000,63429.3055,63342.0822,UP
1780563299319,9,btc-updown-5m-1780563000,CLOSED_TIME,3.0000,5.5224,2.5224,63533.1927,63435.0384,UP
1780563599320,10,btc-updown-5m-1780563300,CLOSED_TIME,4.0912,5.5012,1.4100,63549.1183,63533.5864,UP
1780563899320,11,btc-updown-5m-1780563600,CLOSED_TIME,3.0000,0.0000,-3.0000,63353.6518,63547.3115,DOWN
1780564199320,12,btc-updown-5m-1780563900,CLOSED_TIME,3.0000,5.4960,2.4960,63318.8201,63352.9790,DOWN
1780564499320,13,btc-updown-5m-1780564200,CLOSED_TIME,3.0000,5.5392,2.5392,63270.5054,63311.7255,DOWN
1780564799322,14,btc-updown-5m-1780564500,CLOSED_TIME,3.0000,5.6832,2.6832,63058.6520,63269.1791,DOWN
1780565099324,15,btc-updown-5m-1780564800,CLOSED_TIME,4.0088,2.0588,-1.9500,62953.9921,63052.7169,DOWN
1780565399324,16,btc-updown-5m-1780565100,CLOSED_TIME,3.0000,5.4168,2.4168,62791.2906,62952.9704,DOWN
1780565699321,17,btc-updown-5m-1780565400,CLOSED_TIME,3.0000,2.0400,-0.9600,62906.7878,62788.1933,UP
1780565999323,18,btc-updown-5m-1780565700,CLOSED_TIME,3.0000,5.7061,2.7061,62794.7932,62913.9573,DOWN
1780566299325,19,btc-updown-5m-1780566000,CLOSED_TIME,4.0912,5.8824,1.7912,62825.7330,62799.8569,UP
